,sentimentr_jockersrinker,sentimentr_jockersrinker_rstd,sentimentr_jockersrinker_rzstd,sentimentr_jockersrinker_smalowess_rzstd
0,0.42426406871192845,1.7227751543073933,1.6341324900428271,0.05895987786421574
1,-0.14433756729740646,-0.5861000096663428,-0.5502240106972577,0.058879554817429874
2,-0.08779789626315253,-0.35651389178874493,-0.3330195741427507,0.05879934815933865
3,-0.14433756729740646,-0.5861000096663428,-0.5502240106972577,0.05871925821273175
4,0.0,0.0,0.00426736509245806,0.05863928529347974
5,0.0,0.0,0.00426736509245806,0.05855942971131498
6,0.0,0.0,0.00426736509245806,0.05847969176996563
7,-0.07905694150420949,-0.3210201962482518,-0.2994400693696431,0.05840007176726673
8,-0.01178511301977579,-0.04785486539742759,-0.04100666615616331,0.058320569995606
9,0.11094003924504584,0.4504853399664729,0.43045783056149794,0.0582411867419093
10,0.2946278254943948,1.1963716349356899,1.1361181463079923,0.05816192228759977
11,0.5102520385624567,2.0719396227422813,1.964466363590388,0.05808277690859189
12,0.0,0.0,0.00426736509245806,0.058003750875283096
13,-0.30151134457776363,-1.2243229900599453,-1.1540273422490261,0.05792484445264222
14,-0.6681531047810609,-2.7131158471299335,-2.5625289391908113,0.05784605790056778
15,0.0,0.0,0.00426736509245806,0.05776739147392709
16,-0.43301270189221935,-1.758300028999028,-1.659206762276689,0.0576888454220179
17,-0.06708203932499367,-0.27239466919797006,-0.25343693859344674,0.05761041998647783
18,-0.1,-0.40606199802348625,-0.37989552899816387,0.057532115400766304
19,-0.08333333333333333,-0.3383849983529052,-0.3158683799830602,0.057453931889881814
20,-0.18973665961010275,-0.7704484709958043,-0.7246304776165848,0.057375869669999774
21,-1.09206601131842,-4.434465065294967,-4.191045029368403,0.05729792894840529
22,0.0,0.0,0.00426736509245806,0.05722010992358002
23,-0.2773500981126146,-1.1262133499161822,-1.0612087985801417,0.05714241278521111
24,-0.22360679774997896,-0.9079822306599005,-0.8547469805272249,0.057064837714110035
25,-0.30151134457776363,-1.2243229900599453,-1.1540273422490261,0.05698738488192847
26,-0.3674234614174768,-1.4919670486388592,-1.4072372378568605,0.05691005445106517
27,-0.4,-1.624247992093945,-1.5323842112700299,0.05683284657462339
28,0.35355339059327373,1.4356459619228277,1.362488302551099,0.05675576139640169
29,0.23717082451262844,0.9630605887447553,0.9153896684787617,0.05667879905099436
30,0.0,0.0,0.00426736509245806,0.05660195966387441
31,0.282842712474619,1.1485167695382623,1.0908441150593708,0.05652524335127871
32,-0.19006577808748212,-0.7717848960609154,-0.7258948286842724,0.05644865022019943
33,-0.01961161351381841,-0.07963530967885508,-0.07107317696009427,0.05637218036834524
34,0.1889822365046136,0.7673850454601042,0.7302669941657656,0.056295833884021484
35,0.0,0.0,0.00426736509245806,0.056219610846100755
36,0.0,0.0,0.00426736509245806,0.05614351132390698
37,-0.20654609733079113,-0.8387052096609451,-0.789206100044742,0.05606753537715909
38,-0.2872621298570349,-1.1664623440622977,-1.0992871465926881,0.05599168305596063
39,0.0,0.0,0.00426736509245806,0.05591595440079474
40,0.0,0.0,0.00426736509245806,0.05584034944248268
41,0.33541019662496846,1.3619733459898506,1.2927888835219823,0.055764868202195075
42,0.0,0.0,0.00426736509245806,0.055689510691693776
43,0.0,0.0,0.00426736509245806,0.05561427691348296
44,0.15,0.6090929970352293,0.580511706228391,0.05553916686079873
45,0.5004345937369794,2.032074710129095,1.9267513834230845,0.05546418051757103
46,-0.14166666666666666,-0.5752544971999388,-0.539963401535923,0.055389317858366996
47,0.5450415695155737,2.2132066872335074,2.098114832540435,0.0553145788483438
48,-0.1720618004029213,-0.6986775845512851,-0.6567302269598339,0.055239963443375645
49,0.680336051416609,2.7625861636563753,2.617866029756365,0.0551654715898611
50,-0.22000000000000003,-0.8933363956516699,-0.8408910019069104,0.05509110322463616
51,-0.10206207261596577,-0.41443529128857204,-0.3878172468379082,0.055016858274933474
52,-0.11180339887498948,-0.45399111532995023,-0.4252398077173834,0.05494273665847203
53,-0.4375,-1.7765212413527522,-1.676445296554013,0.05486873828392404
54,-0.07462025072446364,-0.30300448102189204,-0.28239594966831977,0.05479486305099662
55,0.2598076211353316,1.0549800173994168,1.0023518415139463,0.05472111085038705
56,-0.1414213562373095,-0.5742583847691312,-0.5390210098909984,0.054647481563736264
57,0.0,0.0,0.00426736509245806,0.05457397506355602
58,0.0,0.0,0.00426736509245806,0.05450059121300173
59,-0.36084391824351614,-1.4652500241658568,-1.3819610743818314,0.054427329865773276
60,-1.0410331406828508,-4.227239971143434,-3.994995676597277,0.05435419086685362
61,-0.11094003924504584,-0.4504853399664729,-0.42192310037658176,0.054281174052606615
62,0.28867513459481287,1.1722000193326854,1.1132501166718893,0.054208279250715107
63,-0.16,-0.649699196837578,-0.6103932654525371,0.05413550628013075
64,-0.09805806756909202,-0.39817654839427524,-0.3724353451703034,0.05406285495099825
65,0.282842712474619,1.1485167695382623,1.0908441150593708,0.05399032506449532
66,-0.06454972243679027,-0.26211189264544515,-0.24370871674817896,0.05391791641263025
67,0.1469936830518334,0.5968854863685854,0.5689625520347773,0.053845628777662205
68,0.2267786838055363,0.920862054552125,0.875466919980427,0.053773461931874995
69,0.013363062095621232,0.054262316942598726,0.055603291178123494,0.053701415637592946
70,0.0,0.0,0.00426736509245806,0.05362948964755085
71,-0.300416377715996,-1.2198767457433566,-1.1498208858635264,0.05355768370596824
72,0.3779644730092272,1.5347700909202084,1.4562666232390729,0.05348599755083898
