,pattern,pattern_rstd,pattern_rzstd,pattern_smalowess_rzstd
182,-0.125,-0.125,-0.6556058243248685,-0.014461783999920905
183,0.0,0.0,-0.013682458026052651,-0.014524522613967618
184,0.5666666666666667,0.5666666666666667,2.896370135861912,-0.014587220925835248
185,0.0,0.0,-0.013682458026052651,-0.01464987894256588
186,0.0,0.0,-0.013682458026052651,-0.01471249667167862
187,0.1,0.1,0.49985623501299997,-0.014775074121448848
188,0.0,0.0,-0.013682458026052651,-0.014837611301012008
189,0.0,0.0,-0.013682458026052651,-0.014900108220568139
190,-0.35,-0.35,-1.8110678836627365,-0.01496256489153722
191,0.0,0.0,-0.013682458026052651,-0.015024981326446715
192,-0.125,-0.125,-0.6556058243248685,-0.015087357538863259
193,0.1,0.1,0.49985623501299997,-0.015149693543359252
194,-0.44999999999999996,-0.44999999999999996,-2.3246065767017887,-0.015211989355387973
195,-0.6666666666666666,-0.6666666666666666,-3.4372737449530697,-0.015274244991299132
196,-0.3,-0.3,-1.5542985371432103,-0.015336460468276338
197,-0.15,-0.15,-0.7839904975846316,-0.015398635804370791
198,0.0,0.0,-0.013682458026052651,-0.015460771019027701
199,0.7,0.7,3.581088393247315,-0.015522866133239445
200,-0.025,-0.025,-0.1420671312858158,-0.015584921169543783
201,-0.16666666666666666,-0.16666666666666666,-0.8695802797578069,-0.01564693615194283
202,0.26666666666666666,0.26666666666666666,1.3557540567447544,-0.015708911105822735
203,-0.25,-0.25,-1.2975291906236839,-0.01577084605785968
204,0.0,0.0,-0.013682458026052651,-0.01583274103613132
205,0.0,0.0,-0.013682458026052651,-0.0158945960700828
206,-0.0625,-0.0625,-0.3346441411754605,-0.015956411190487126
207,0.0,0.0,-0.013682458026052651,-0.016018186429316253
208,0.0,0.0,-0.013682458026052651,-0.016079921819682097
209,-0.15555555555555559,-0.15555555555555559,-0.8125204249756902,-0.01614161739570261
210,0.0,0.0,-0.013682458026052651,-0.016203273192543468
211,0.0,0.0,-0.013682458026052651,-0.01626488924646282
212,0.0,0.0,-0.013682458026052651,-0.016326465594714765
213,0.0,0.0,-0.013682458026052651,-0.016388002274970077
214,0.0,0.0,-0.013682458026052651,-0.016449499325216155
215,0.0,0.0,-0.013682458026052651,-0.016510956783879625
216,-0.5,-0.5,-2.5813759232213154,-0.016572374689738933
217,0.0,0.0,-0.013682458026052651,-0.01663375308185972
218,0.0,0.0,-0.013682458026052651,-0.016695091999429004
219,0.0,0.0,-0.013682458026052651,-0.016756391481724184
220,0.0,0.0,-0.013682458026052651,-0.016817651568128995
221,-0.16666666666666666,-0.16666666666666666,-0.8695802797578069,-0.016878872298148318
222,0.0,0.0,-0.013682458026052651,-0.016940053711409917
223,0.0,0.0,-0.013682458026052651,-0.017001195847621324
224,0.0,0.0,-0.013682458026052651,-0.01706229874657093
225,0.0,0.0,-0.013682458026052651,-0.017123362448164803
226,0.0,0.0,-0.013682458026052651,-0.017184386992542357
227,0.0,0.0,-0.013682458026052651,-0.017245372420167212
228,0.0,0.0,-0.013682458026052651,-0.01730631877185755
229,0.0,0.0,-0.013682458026052651,-0.017367226088803336
230,0.0,0.0,-0.013682458026052651,-0.01742809441258419
231,0.0,0.0,-0.013682458026052651,-0.017488923785186777
232,0.0,0.0,-0.013682458026052651,-0.017549714249023
233,0.0,0.0,-0.013682458026052651,-0.017610465846948087
234,0.0,0.0,-0.013682458026052651,-0.017671178622206823
235,0.0,0.0,-0.013682458026052651,-0.017731852618172964
236,0.0,0.0,-0.013682458026052651,-0.01779248787832683
237,0.0,0.0,-0.013682458026052651,-0.01785308444628008
238,0.0,0.0,-0.013682458026052651,-0.017913642365790603
239,0.0,0.0,-0.013682458026052651,-0.017974161680778845
240,-0.2,-0.2,-1.040759844104158,-0.01803464243534372
241,-0.5,-0.5,-2.5813759232213154,-0.018095084673778458
242,-0.7999999999999999,-0.7999999999999999,-4.121992002338473,-0.018155488440587095
243,-0.5,-0.5,-2.5813759232213154,-0.01821585378050075
244,0.0,0.0,-0.013682458026052651,-0.018276180738494373
245,0.0,0.0,-0.013682458026052651,-0.018336469359806713
246,0.0,0.0,-0.013682458026052651,-0.018396719689971454
247,-0.1,-0.1,-0.5272211510651053,-0.0184569317748379
248,0.0,0.0,-0.013682458026052651,-0.01851710566061375
249,-0.1,-0.1,-0.5272211510651053,-0.01857724139398363
250,0.0,0.0,-0.013682458026052651,-0.018637339022153487
251,-0.05,-0.05,-0.27045180454557893,-0.01869739859283519
252,0.0,0.0,-0.013682458026052651,-0.01875742015409221
253,0.6,0.6,3.0675497002082626,-0.018817403754193225
254,-0.3125,-0.3125,-1.6184908737730919,-0.01887734944159608
255,0.0,0.0,-0.013682458026052651,-0.01893725726496415
256,1.0,1.0,5.121704472364473,-0.018997127273165847
257,0.0,0.0,-0.013682458026052651,-0.019056959515223352
258,0.04444444444444443,0.04444444444444443,0.21455696110241507,-0.019116754040311875
259,-0.05,-0.05,-0.27045180454557893,-0.019176510897832455
260,-0.125,-0.125,-0.6556058243248685,-0.01923623013763945
261,0.0,0.0,-0.013682458026052651,-0.019295911810112396
262,-0.05,-0.05,-0.27045180454557893,-0.01935555596644149
263,0.0,0.0,-0.013682458026052651,-0.019415162658784468
264,0.0,0.0,-0.013682458026052651,-0.01947473194051246
265,0.0,0.0,-0.013682458026052651,-0.01953426386620824
266,0.1,0.1,0.49985623501299997,-0.019593758491805172
267,-0.125,-0.125,-0.6556058243248685,-0.0196532158746532
268,0.0,0.0,-0.013682458026052651,-0.019712636073458117
269,0.0,0.0,-0.013682458026052651,-0.019772019147814457
270,-0.30000000000000004,-0.30000000000000004,-1.5542985371432105,-0.019831365157589497
271,0.0,0.0,-0.013682458026052651,-0.019890674162802786
272,0.0,0.0,-0.013682458026052651,-0.01994994622364096
273,0.0,0.0,-0.013682458026052651,-0.020009181400474092
274,0.0,0.0,-0.013682458026052651,-0.02006837975387126
275,0.0,0.0,-0.013682458026052651,-0.020127541344736873
276,-0.18333333333333335,-0.18333333333333335,-0.9551700619309825,-0.02018666623467448
277,0.0,0.0,-0.013682458026052651,-0.02024575448558247
278,-0.6,-0.6,-3.094914616260368,-0.02030480615950269
279,0.6,0.6,3.0675497002082626,-0.02036382131852597
280,0.16666666666666666,0.16666666666666666,0.8422153637057015,-0.020422800024836107
281,0.0,0.0,-0.013682458026052651,-0.020481742340739885
282,0.5,0.5,2.55401100716921,-0.020540648328681715
283,0.0,0.0,-0.013682458026052651,-0.02059951805137673
284,0.7,0.7,3.581088393247315,-0.020658351572267763
285,-0.04583333333333334,-0.04583333333333334,-0.2490543590022851,-0.020717148955491826
286,0.0,0.0,-0.013682458026052651,-0.02077591026573038
287,-0.2,-0.2,-1.040759844104158,-0.020834635568194926
288,0.0,0.0,-0.013682458026052651,-0.02089332492864776
289,0.25,0.25,1.2701642745715787,-0.0209519784133912
290,-0.03125,-0.03125,-0.17416329960075655,-0.021010596089147883
291,0.13333333333333333,0.13333333333333333,0.6710357993593508,-0.021069178022993063
292,-0.05,-0.05,-0.27045180454557893,-0.02112772428235851
293,0.0,0.0,-0.013682458026052651,-0.021186234935118065
294,0.0,0.0,-0.013682458026052651,-0.021244710049897367
295,-0.055,-0.055,-0.2961287391975316,-0.02130314969623664
296,0.0,0.0,-0.013682458026052651,-0.02136155394463476
297,0.0,0.0,-0.013682458026052651,-0.021419922866575375
298,0.16785714285714287,0.16785714285714287,0.8483289195752142,-0.021478256534587806
299,-0.4,-0.4,-2.067837230182263,-0.021536555022402034
300,0.0,0.0,-0.013682458026052651,-0.021594818404994186
301,0.0,0.0,-0.013682458026052651,-0.021653046758613143
302,0.5,0.5,2.55401100716921,-0.021711240160812273
303,0.0,0.0,-0.013682458026052651,-0.021769398690481476
304,0.0,0.0,-0.013682458026052651,-0.02182752242787972
305,0.0,0.0,-0.013682458026052651,-0.02188561145468666
306,0.0,0.0,-0.013682458026052651,-0.021943665854109277
307,0.0,0.0,-0.013682458026052651,-0.022001685710925006
308,0.0,0.0,-0.013682458026052651,-0.022059671111473455
309,-0.07777777777777779,-0.07777777777777779,-0.41310144150087136,-0.022117622143676983
310,0.0,0.0,-0.013682458026052651,-0.022175538897113926
311,-0.2,-0.2,-1.040759844104158,-0.022233421463259035
312,0.0,0.0,-0.013682458026052651,-0.02229126993554618
313,0.3,0.3,1.526933621091105,-0.02234908440952552
314,0.0,0.0,-0.013682458026052651,-0.022406864983144106
315,0.0,0.0,-0.013682458026052651,-0.022464611756849523
316,0.0,0.0,-0.013682458026052651,-0.02252232483365288
317,-0.5,-0.5,-2.5813759232213154,-0.022580004319142505
318,0.2857142857142857,0.2857142857142857,1.4535709506569547,-0.022637650321178517
319,0.0,0.0,-0.013682458026052651,-0.022695262949757444
320,0.0,0.0,-0.013682458026052651,-0.022752842317001316
321,0.2857142857142857,0.2857142857142857,1.4535709506569547,-0.02281038853711252
322,0.2857142857142857,0.2857142857142857,1.4535709506569547,-0.022867901726288165
323,0.1,0.1,0.49985623501299997,-0.022925382002660744
324,0.0,0.0,-0.013682458026052651,-0.022982829486044767
325,-0.3,-0.3,-1.5542985371432103,-0.023040244297899887
326,0.0,0.0,-0.013682458026052651,-0.023097626561368486
327,0.0,0.0,-0.013682458026052651,-0.023154976401311995
328,0.2857142857142857,0.2857142857142857,1.4535709506569547,-0.0232122939443497
329,-0.2,-0.2,-1.040759844104158,-0.023269579318896685
330,0.0,0.0,-0.013682458026052651,-0.023326832655202995
331,0.3666666666666667,0.3666666666666667,1.869292749783807,-0.023384054085339608
332,0.0,0.0,-0.013682458026052651,-0.023441243743023442
333,-0.011666666666666669,-0.011666666666666669,-0.07359530554727546,-0.023498401763598412
334,-0.39375,-0.39375,-2.035741061867322,-0.023555528284070367
335,-0.3,-0.3,-1.5542985371432103,-0.023612623443141963
336,0.0,0.0,-0.013682458026052651,-0.023669687381231087
337,0.0,0.0,-0.013682458026052651,-0.023726720240437715
338,0.0,0.0,-0.013682458026052651,-0.02378372216456103
339,-0.4,-0.4,-2.067837230182263,-0.02384069329913382
340,-0.09375,-0.09375,-0.4951249827501644,-0.02389763379145691
341,-0.0875,-0.0875,-0.4630288144352236,-0.023954543790634195
342,0.0,0.0,-0.013682458026052651,-0.024011423447607733
343,0.0,0.0,-0.013682458026052651,-0.02406827291519297
344,0.0,0.0,-0.013682458026052651,-0.024125092348114652
345,0.2,0.2,1.0133949280520524,-0.024181881903042185
346,0.022727272727272724,0.022727272727272724,0.10303088130100474,-0.02423864173862598
347,-0.09722222222222222,-0.09722222222222222,-0.5129561873695759,-0.024295372015533553
348,0.009772727272727271,0.009772727272727271,0.03650427788458203,-0.024352072896485583
349,0.0,0.0,-0.013682458026052651,-0.024408744546292493
350,0.0,0.0,-0.013682458026052651,-0.02446538713189084
351,0.3214285714285714,0.3214285714285714,1.6369776267423306,-0.02452200082237974
352,0.0,0.0,-0.013682458026052651,-0.024578585789057264
353,-0.008928571428571433,-0.008928571428571433,-0.059534127047396655,-0.024635142205457202
354,-0.05,-0.05,-0.27045180454557893,-0.024691670247385
355,0.0,0.0,-0.013682458026052651,-0.024748170092954373
356,0.0,0.0,-0.013682458026052651,-0.024804641922645573
357,0.0,0.0,-0.013682458026052651,-0.024861085919432365
358,0.0,0.0,-0.013682458026052651,-0.02491750226884306
359,0.0,0.0,-0.013682458026052651,-0.024973891158972094
360,0.0,0.0,-0.013682458026052651,-0.02503025278041119
361,0.0,0.0,-0.013682458026052651,-0.02508658732625724
362,0.0,0.0,-0.013682458026052651,-0.02514289499214565
363,0.0,0.0,-0.013682458026052651,-0.025199175976282618
364,-0.425,-0.425,-2.196221903442026,-0.025255430479477786
365,0.0,0.0,-0.013682458026052651,-0.025311658705194792
366,0.0,0.0,-0.013682458026052651,-0.02536786085968446
367,-0.30000000000000004,-0.30000000000000004,-1.5542985371432105,-0.025424037152119494
368,0.0,0.0,-0.013682458026052651,-0.025480187794627594
369,0.0,0.0,-0.013682458026052651,-0.0255363130022408
370,0.0,0.0,-0.013682458026052651,-0.025592412992903973
371,0.0,0.0,-0.013682458026052651,-0.02564848798750119
372,-0.2916666666666667,-0.2916666666666667,-1.5115036460566227,-0.025704538209881687
373,0.0,0.0,-0.013682458026052651,-0.025760563886883095
374,0.0,0.0,-0.013682458026052651,-0.02581656524835328
375,-0.04895833333333333,-0.04895833333333333,-0.2651024431597555,-0.02587254252716994
376,0.0,0.0,-0.013682458026052651,-0.02592849595925787
377,0.1,0.1,0.49985623501299997,-0.025984425783603736
378,0.7,0.7,3.581088393247315,-0.02604033224222357
379,0.0,0.0,-0.013682458026052651,-0.026096215579990853
380,0.015625,0.015625,0.06655796276129931,-0.02615207604459186
381,0.0,0.0,-0.013682458026052651,-0.02620791388652115
382,-0.13333333333333333,-0.13333333333333333,-0.6984007154114561,-0.026263729359073923
383,0.0,0.0,-0.013682458026052651,-0.026319522718333137
384,0.2857142857142857,0.2857142857142857,1.4535709506569547,-0.026375294223153406
385,0.1,0.1,0.49985623501299997,-0.02643104413513956
386,0.0,0.0,-0.013682458026052651,-0.026486772718619992
387,0.0,0.0,-0.013682458026052651,-0.026542480240615052
388,0.0,0.0,-0.013682458026052651,-0.026598166970798875
389,0.0,0.0,-0.013682458026052651,-0.02665383318145615
390,0.12222222222222222,0.12222222222222222,0.6139759445772338,-0.02670947914743087
391,0.13636363636363635,0.13636363636363635,0.6865975779362916,-0.026765105146069203
392,-0.15,-0.15,-0.7839904975846316,-0.0268207114571542
393,0.19999999999999998,0.19999999999999998,1.0133949280520524,-0.026876298362832153
394,-0.17708333333333331,-0.17708333333333331,-0.9230738936160415,-0.02693186614753107
395,-0.23333333333333336,-0.23333333333333336,-1.2119394084505088,-0.02698741509786975
396,0.18888888888888883,0.18888888888888883,0.9563350732699352,-0.02704294550246588
397,0.0,0.0,-0.013682458026052651,-0.02709845765145654
398,0.17045454545454544,0.17045454545454544,0.8616675869268777,-0.027153951836271596
399,-0.125,-0.125,-0.6556058243248685,-0.02720942834948425
400,-0.03291666666666667,-0.03291666666666667,-0.18272227781807415,-0.027264887484559186
401,0.0,0.0,-0.013682458026052651,-0.02732032953531305
402,0.015000000000000005,0.015000000000000005,0.06334834592980526,-0.027375754795620873
403,0.0,0.0,-0.013682458026052651,-0.027431163559107505
404,-0.15555555555555559,-0.15555555555555559,-0.8125204249756902,-0.027486556118481414
405,0.0,0.0,-0.013682458026052651,-0.02754193276485604
406,0.0,0.0,-0.013682458026052651,-0.027597293787361154
407,0.0,0.0,-0.013682458026052651,-0.02765263947283662
408,0.0,0.0,-0.013682458026052651,-0.0277079701056386
409,0.125,0.125,0.6282409082727631,-0.027763285967314026
410,0.20714285714285713,0.20714285714285713,1.0500762632691276,-0.027818587336115884
411,0.0,0.0,-0.013682458026052651,-0.027873874486197752
412,0.0,0.0,-0.013682458026052651,-0.02792914768705979
413,0.0,0.0,-0.013682458026052651,-0.02798440720311563
414,0.3333333333333333,0.3333333333333333,1.6981131854374558,-0.028039653293397575
415,0.0,0.0,-0.013682458026052651,-0.028094886211071503
416,0.0,0.0,-0.013682458026052651,-0.028150106202865635
417,0.0,0.0,-0.013682458026052651,-0.028205313508463854
418,-0.5,-0.5,-2.5813759232213154,-0.028260508359802896
419,-0.0625,-0.0625,-0.3346441411754605,-0.02831569098014574
420,0.1,0.1,0.49985623501299997,-0.028370861583287832
421,0.1,0.1,0.49985623501299997,-0.028426020372780542
422,0.0,0.0,-0.013682458026052651,-0.02848116754110839
423,0.15,0.15,0.7566255815325261,-0.028536303268819965
424,0.24761904761904763,0.24761904761904763,1.2579371628325537,-0.028591427723608964
425,0.0,0.0,-0.013682458026052651,-0.0286465410593435
426,0.0,0.0,-0.013682458026052651,-0.028701643415009432
427,0.39285714285714285,0.39285714285714285,2.0037909789130826,-0.028756734913469063
428,0.0,0.0,-0.013682458026052651,-0.028811815660235905
429,0.0,0.0,-0.013682458026052651,-0.0288668857425563
430,0.0,0.0,-0.013682458026052651,-0.028921945228224114
431,0.0,0.0,-0.013682458026052651,-0.028976994164246452
432,-0.015277777777777779,-0.015277777777777779,-0.09213975835146347,-0.029032032575439796
433,0.0,0.0,-0.013682458026052651,-0.029087060462951383
434,0.07083333333333333,0.07083333333333333,0.35007411620994294,-0.02914207780270412
435,-0.07777777777777779,-0.07777777777777779,-0.41310144150087136,-0.029197084543760916
436,0.0,0.0,-0.013682458026052651,-0.029252080606605592
