,sentimentr_jockers,sentimentr_jockers_rstd,sentimentr_jockers_rzstd,sentimentr_jockers_smalowess_rzstd
0,0.42426406871192845,1.9292341855040829,1.727502019875258,0.05524030737783701
1,-0.14433756729740646,-0.6563387984470711,-0.6229821421107303,0.055177867513663395
2,-0.08779789626315253,-0.3992388594218296,-0.3892585773622637,0.055115532976517244
3,-0.14433756729740646,-0.6563387984470711,-0.6229821421107303,0.055053304057416055
4,0.0,0.0,-0.026319831581305735,0.054991181043609734
5,0.0,0.0,-0.026319831581305735,0.05492916421898725
6,0.0,0.0,-0.026319831581305735,0.05486725386410212
7,-0.07905694150420949,-0.35949156527529746,-0.3531252382714237,0.05480545025633643
8,-0.01178511301977579,-0.05358983848622453,-0.07503710523287695,0.054743753670443825
9,0.11094003924504584,0.5044719363166976,0.43228385272343506,0.054682164378568085
10,0.2946278254943948,1.3397459621556134,1.1916120097079748,0.05462068265023156
11,0.5102520385624567,2.320242859609766,2.0829588959291234,0.0545593087523616
12,0.0,0.0,-0.026319831581305735,0.05449804294931343
13,-0.30151134457776363,-1.371047034557344,-1.2727067485501804,0.054436885503002894
14,-0.1336306209562122,-0.6076516518628639,-0.5787217914461786,0.05437583667333461
15,0.0,0.0,-0.026319831581305735,0.05431489671828563
16,-0.43301270189221935,-1.969016395341213,-1.816306763169579,0.05425406589326372
17,-0.06708203932499367,-0.30503870830263496,-0.30362341462011755,0.05419334444855369
18,-0.1,-0.4547248583556144,-0.4396996063006665,0.05413273262870646
19,-0.08333333333333333,-0.3789373819630119,-0.370802977180773,0.05407223067212687
20,-0.18973665961010275,-0.8627797566607138,-0.8106528076375887,0.05401183881046777
21,-1.09206601131842,-4.965895623117492,-4.540699848956098,0.05395155726856265
22,0.0,0.0,-0.026319831581305735,0.05389138626463676
23,-0.2773500981126146,-1.261179840791744,-1.1728290423431578,0.053831326010373055
24,-0.22360679774997896,-1.0167956943421168,-0.9506651083773452,0.05377137671077846
25,-0.30151134457776363,-1.371047034557344,-1.2727067485501804,0.0537115385636049
26,-0.3674234614174768,-1.6707658144959165,-1.5451741086549484,0.05365181175908289
27,-0.4,-1.8188994334224575,-1.6798389304587487,0.05359219647941047
28,0.35355339059327373,1.607695154586736,1.4351983779658308,0.05353269289859202
29,0.23717082451262844,1.0784746958258924,0.9540963884890482,0.05347330118231481
30,0.0,0.0,-0.026319831581305735,0.05341402148787643
31,0.282842712474619,1.2861561236693888,1.1428947360564037,0.05335485396420441
32,-0.19006577808748212,-0.8642763401907994,-0.8120133168579394,0.05329579875181846
33,-0.01961161351381841,-0.08917888177196129,-0.10739027534355998,0.05323685598282624
34,0.1889822365046136,0.8593492072628763,0.7548945119410755,0.053178025780979334
35,0.0,0.0,-0.026319831581305735,0.05311930826167368
36,0.0,0.0,-0.026319831581305735,0.053060703532138986
37,-0.20654609733079113,-0.9392164485264893,-0.8801396234189617,0.05300221169154368
38,-0.2872621298570349,-1.306252313101723,-1.213803376838354,0.05294383283084638
39,0.0,0.0,-0.026319831581305735,0.05288556703268997
40,0.0,0.0,-0.026319831581305735,0.05282741437144919
41,0.33541019662496846,1.5251935415131754,1.3601980836127538,0.05276937491329108
42,0.0,0.0,-0.026319831581305735,0.05271144871581696
43,0.0,0.0,-0.026319831581305735,0.052653635827924754
44,0.15,0.6820872875334215,0.5937498304977353,0.052595936289789286
45,0.12510864843424485,0.5689001243832434,0.49085401747061264,0.05253835013283898
46,-0.30833333333333335,-1.4020683132631442,-1.3009074702993344,0.05248087737974212
47,0.5450415695155737,2.4784395049589096,2.2267717806090404,0.05242351804439489
48,0.057353933467640436,0.26080259272210127,0.21076972937991834,0.052366272131889074
49,0.30237157840738177,1.3749587316206022,1.2236231180545043,0.05230913963850802
50,-0.22000000000000003,-1.0003946883823518,-0.9357553359638995,0.0522521205517139
51,-0.10206207261596577,-0.4641016151377546,-0.4482237974350954,0.0521952148501334
52,-0.11180339887498948,-0.5083978471710584,-0.4884924699793255,0.05213842250353712
53,-0.1875,-0.8526091094167769,-0.8014069091801072,0.05208174347281657
54,-0.07462025072446364,-0.33931682941142155,-0.3347848559211157,0.0520251777099538
55,0.2598076211353316,1.181409837204728,1.0476723273716584,0.05196872515799242
56,-0.1414213562373095,-0.6430780618346944,-0.6109271154001603,0.05191238575101232
57,0.0,0.0,-0.026319831581305735,0.05185615941409742
58,0.0,0.0,-0.026319831581305735,0.051800046063297314
59,-0.36084391824351614,-1.6408469961176775,-1.5179756079048667,0.0517440456056661
60,-1.0410331406828508,-4.733836474405097,-4.32974028328996,0.051688157939484954
61,-0.11094003924504584,-0.5044719363166976,-0.4849235158860466,0.051632382954257
62,0.28867513459481287,1.3126775968941418,1.167004789477543,0.05157672053066088
63,0.05,0.2273624291778072,0.18037005577837464,0.051521170540510475
64,-0.09805806756909202,-0.4458944088598063,-0.4316720503925769,0.051465732846707864
65,0.282842712474619,1.2861561236693888,1.1428947360564037,0.05141040730315725
66,-0.06454972243679027,-0.29352363391963676,-0.293155328772482,0.05135519375469458
67,0.1469936830518334,0.6684168170491501,0.5813223242700543,0.05130009203695938
68,0.2267786838055363,1.0312190487154516,0.9111373806455517,0.05124510197635458
69,0.013363062095621232,0.060765165186286434,0.0289203644051816,0.051190223390049944
70,0.0,0.0,-0.026319831581305735,0.051135456086131785
71,-0.300416377715996,-1.3660679480461302,-1.2681803770037536,0.051080799864307344
72,0.0,0.0,-0.026319831581305735,0.051026254517677345
73,-0.2004459314343183,-0.9114774777942958,-0.854922771378615,0.0509718198335659
74,-0.25724787771376323,-1.1697700475567339,-1.0897305289447967,0.05091749559355876
75,-0.13568010505999364,-0.6169711655508048,-0.5871939442172994,0.05086328157342906
76,0.06000000000000001,0.27283491501336865,0.22170803325031074,0.05080917754306639
77,0.10206207261596577,0.4641016151377546,0.3955841342724839,0.050755183266406836
78,0.05999999999999999,0.27283491501336854,0.22170803325031066,0.05070129850136351
79,0.18559364213248256,0.843940426303957,0.7408867481594071,0.05064752299975612
80,0.027735009811261452,0.12611798407917438,0.08833108949487944,0.05059385650724231
81,-0.14230249470757705,-0.6470848174955354,-0.614569563623518,0.05054029876314743
82,0.0,0.0,-0.026319831581305735,0.05048684949999192
83,-0.013867504905630726,-0.06305899203958719,-0.08364529211939833,0.05043350844330967
84,0.0,0.0,-0.026319831581305735,0.05038027531138226
85,-0.04902903378454601,-0.22294720442990315,-0.2289959409869413,0.05032714981456901
86,-0.07905694150420949,-0.35949156527529746,-0.3531252382714237,0.05027413165499969
87,0.15811388300841897,0.7189831305505949,0.6272909817989302,0.0502212205261669
88,-0.25,-1.136812145889036,-1.0597692683797075,0.05016841611297306
89,0.0,0.0,-0.026319831581305735,0.05011571809173751
90,0.0,0.0,-0.026319831581305735,0.05006312613014041
91,0.0,0.0,-0.026319831581305735,0.05001063988693731
92,-0.1636634176769943,-0.7442182442116698,-0.7028712988724712,0.04995825901165365
93,-0.3175426480542942,-1.4439453565835563,-1.3389769147460395,0.04990598314448812
94,0.18973665961010278,0.8627797566607139,0.7580131444749774,0.04985381191629524
95,0.17500000000000002,0.7957685021223252,0.6970947741775756,0.04980174494859419
96,-0.05590169943749474,-0.2541989235855292,-0.25740615078031565,0.04974978185338589
97,0.06454972243679027,0.29352363391963676,0.2405156656098705,0.049697922233012476
98,-0.07302967433402215,-0.33208408317294863,-0.3282097348215693,0.04964616568010588
99,0.5480077554195744,2.491927489609441,2.239033393216756,0.04959451177755279
100,0.22360679774997896,1.0167956943421168,0.8980254452147338,0.04954296009844149
101,0.0,0.0,-0.026319831581305735,0.04949151020603219
102,0.0,0.0,-0.026319831581305735,0.0494401616537604
103,0.0,0.0,-0.026319831581305735,0.049388913985342515
104,0.12060453783110546,0.5484188138229377,0.4722349352062442,0.04933776673508623
105,0.775,3.5241176522560114,3.1773734224937398,0.04928671942839275
106,0.22613350843332272,1.028285275918008,0.9084703561453502,0.04923577158194177
107,0.25,1.136812145889036,1.0071296052170962,0.04918492270398533
108,-0.11180339887498948,-0.5083978471710584,-0.4884924699793255,0.049134172294420166
109,0.0,0.0,-0.026319831581305735,0.049083519844825084
110,0.20412414523193154,0.9282032302755092,0.8174881001262736,0.049032964838606544
111,0.2886751345948129,1.3126775968941422,1.1670047894775435,0.04898250675103836
112,0.33541019662496846,1.5251935415131754,1.3601980836127538,0.04893214504935968
113,0.1392715036327889,0.6333021476239336,0.5494003963841833,0.048881879193130084
