,sentimentr_senticnet,sentimentr_senticnet_rstd,sentimentr_senticnet_rzstd,sentimentr_senticnet_smalowess_rzstd
0,0.18384776310850234,0.20609938727725483,0.20526092204079543,0.0007707685361632875
1,0.25143604223208205,0.3449414584804505,0.37937228847139715,0.0007561033117033942
2,-0.5422039120487248,-1.285379900056909,-1.6650907262045258,0.0007414780470931524
3,0.5274094709047231,0.9118551738584946,1.0902960076102728,0.0007268928107144037
4,-0.15649999999999997,-0.4930542081702317,-0.6714948537361087,0.000712347665325095
5,0.24605487192900694,0.3338872810392701,0.365510078534803,0.000697842668055772
6,-0.012472827609304496,-0.19718884240613344,-0.30047242036080446,0.0006833778704182959
7,0.2295813581282243,0.30004684589646824,0.32307334194437554,0.0006689533183086736
8,0.20567379242112713,0.25093513624440483,0.2614860521469664,0.0006545690522062327
9,0.15803408590456777,0.1530720805483486,0.13876337736507183,0.000640225107501236
10,0.3078271520765437,0.4607819354059902,0.524639090894423,0.0006259215150327586
11,-0.377586508536218,-0.9472174027106068,-1.2410266512572325,0.0006116583014281509
12,0.04427414595449584,-0.0806173384963334,-0.15428889214980818,0.0005974354894536263
13,-0.3238231840765181,-0.8367750091543851,-1.1025291779243984,0.0005832530980441878
14,-0.3527848393244002,-0.8962689961626442,-1.1771360984539307,0.0005691111429544432
15,-0.23465537039910864,-0.653603546643912,-0.8728276663262615,0.0005550096371354498
16,-0.4792007234273894,-1.1559566729231374,-1.5027908215082002,0.0005409485907100515
17,-0.026832815729997468,-0.22668760341889496,-0.3374645909862702,0.0005269280105984525
18,-0.10300000000000002,-0.3831527444003172,-0.5336757196373467,0.000512947900601595
19,-0.47533333333333333,-1.1480121526931182,-1.4928281980692295,0.0004990082615582761
20,-0.19511253163238898,-0.5723733436143752,-0.7709629971928734,0.0004851090910638824
21,-0.6826972665042009,-1.5739859805167646,-2.0270098375631083,0.00047125038409726386
22,-0.22149999999999997,-0.6265793510682587,-0.8389386615196514,0.00045743213395245223
23,0.5155938323913505,0.8875830996903482,1.0598582306245345,0.0004436543322215111
24,0.08049844718999243,-0.0062041846678586535,-0.06097297010104454,0.00042991696875545175
25,-0.3229186500427848,-0.8349168855219177,-1.100199045264735,0.0004162200314278356
26,-0.06001249869818788,-0.2948464020287236,-0.4229373980208019,0.0004025635058729641
27,0.0,-0.1715667487311359,-0.26834168576496376,0.0003889473746731278
28,0.0,-0.1715667487311359,-0.26834168576496376,0.000375371617780597
29,0.14609722789977914,0.12855099330461225,0.10801333186825224,0.00036183621326541405
30,0.02939911039993715,-0.11117412692765159,-0.19260785513705264,0.00034834113687839534
31,0.38996938982438095,0.6295212282251238,0.736242307330714,0.0003348863614628543
32,-0.28554588072672316,-0.7581445107000389,-1.0039246021616997,0.00032147185659087564
33,0.07381811326601244,-0.01992714684948889,-0.07818190163176429,0.00030809758856524837
34,0.8768775773814073,1.6297440793292972,1.9905463221850501,0.000294763520907034
35,0.2996447897094158,0.4439734568780796,0.5035608461033975,0.0002814696153234535
36,0.2575464653575774,0.35749369111120705,0.3951130963991134,0.0002682158324861508
37,0.19523096330310435,0.22948313239450224,0.23458471258458813,0.00025500213218022623
38,0.056568542494923796,-0.05536178380547722,-0.1226178064401148,0.00024182847306915647
39,-0.05480077554195742,-0.2841403085028677,-0.4095116938609112,0.00022869481141041302
40,-0.2531139400875951,-0.6915217490338864,-0.9203780231705392,0.00021560110070874015
41,-0.10107027258299046,-0.37918863472169506,-0.5287046287652178,0.00020254729164715716
