,afinn,afinn_rstd,afinn_rzstd,afinn_smalowess_rzstd
0,2.0,2.0,1.1014115804707871,0.05618814134003354
1,0.0,0.0,-0.008985588441480494,0.056137199620840475
2,2.0,2.0,1.1014115804707871,0.056086297826022244
3,-2.0,-2.0,-1.1193827573537483,0.05603543602440098
4,0.0,0.0,-0.008985588441480494,0.05598461428426103
5,0.0,0.0,-0.008985588441480494,0.0559338326735983
6,0.0,0.0,-0.008985588441480494,0.0558830912599821
7,0.0,0.0,-0.008985588441480494,0.05583239010999065
8,0.0,0.0,-0.008985588441480494,0.05578172928719857
9,0.0,0.0,-0.008985588441480494,0.055731108851005795
10,4.0,4.0,2.2118087493830547,0.05568052885619079
11,3.0,3.0,1.656610164926921,0.05562998935213505
12,0.0,0.0,-0.008985588441480494,0.05557949038251746
13,-3.0,-3.0,-1.674581341809882,0.055529031985170146
14,-2.0,-2.0,-1.1193827573537483,0.05547861419177431
15,-1.0,-1.0,-0.5641841728976144,0.055428237027059256
16,-3.0,-3.0,-1.674581341809882,0.05537790050897354
17,-3.0,-3.0,-1.674581341809882,0.055327604650450696
18,-2.0,-2.0,-1.1193827573537483,0.05527734945989236
19,0.0,0.0,-0.008985588441480494,0.055227134941762596
20,0.0,0.0,-0.008985588441480494,0.05517696109715324
21,-2.0,-2.0,-1.1193827573537483,0.05512682792366004
22,0.0,0.0,-0.008985588441480494,0.05507673541468985
23,0.0,0.0,-0.008985588441480494,0.05502668355919232
24,0.0,0.0,-0.008985588441480494,0.05497667234166859
25,-1.0,-1.0,-0.5641841728976144,0.05492670174261001
26,-1.0,-1.0,-0.5641841728976144,0.05487677173906134
27,0.0,0.0,-0.008985588441480494,0.05482688230670498
28,-1.0,-1.0,-0.5641841728976144,0.054777033420325284
29,3.0,3.0,1.656610164926921,0.05472722505380542
30,0.0,0.0,-0.008985588441480494,0.05467745718041296
31,0.0,0.0,-0.008985588441480494,0.054627729773161444
32,0.0,0.0,-0.008985588441480494,0.05457804280488537
33,3.0,3.0,1.656610164926921,0.054528396248233864
34,2.0,2.0,1.1014115804707871,0.05447879007567021
35,1.0,1.0,0.5462129960146533,0.05442922425947124
36,0.0,0.0,-0.008985588441480494,0.05437969877172036
37,-1.0,-1.0,-0.5641841728976144,0.054330213584309395
38,-1.0,-1.0,-0.5641841728976144,0.054280768668932694
39,-1.0,-1.0,-0.5641841728976144,0.05423136399708621
40,0.0,0.0,-0.008985588441480494,0.05418199954006473
41,3.0,3.0,1.656610164926921,0.05413267526895972
42,0.0,0.0,-0.008985588441480494,0.05408339115465385
43,0.0,0.0,-0.008985588441480494,0.05403414716782343
44,1.0,1.0,0.5462129960146533,0.05398494327893045
45,2.0,2.0,1.1014115804707871,0.053935779458223
46,-4.0,-4.0,-2.2297799262660156,0.0538866556757346
47,4.0,4.0,2.2118087493830547,0.053837571901274986
48,2.0,2.0,1.1014115804707871,0.05378852810443414
49,0.0,0.0,-0.008985588441480494,0.053739524254576315
50,-3.0,-3.0,-1.674581341809882,0.05369056032083757
51,-2.0,-2.0,-1.1193827573537483,0.05364163627212458
52,-1.0,-1.0,-0.5641841728976144,0.05359275207711104
53,3.0,3.0,1.656610164926921,0.05354390770423249
54,1.0,1.0,0.5462129960146533,0.053495103121690306
55,0.0,0.0,-0.008985588441480494,0.05344633829744136
56,0.0,0.0,-0.008985588441480494,0.0533976131992006
57,0.0,0.0,-0.008985588441480494,0.05334892779443625
58,0.0,0.0,-0.008985588441480494,0.053300282050367
59,-2.0,-2.0,-1.1193827573537483,0.053251675933960824
60,-9.0,-9.0,-5.005772848546685,0.053203109411931335
61,2.0,2.0,1.1014115804707871,0.05315458245073368
62,4.0,4.0,2.2118087493830547,0.05310609501656564
63,1.0,1.0,0.5462129960146533,0.05305764707536152
64,0.0,0.0,-0.008985588441480494,0.053009238592789436
65,0.0,0.0,-0.008985588441480494,0.05296086953425271
66,1.0,1.0,0.5462129960146533,0.05291253986488268
67,2.0,2.0,1.1014115804707871,0.05286424954953747
68,0.0,0.0,-0.008985588441480494,0.05281599855280084
69,-1.0,-1.0,-0.5641841728976144,0.05276778683897844
70,0.0,0.0,-0.008985588441480494,0.05271961437209316
71,-3.0,-3.0,-1.674581341809882,0.05267148111588806
72,0.0,0.0,-0.008985588441480494,0.05262338703381681
73,-3.0,-3.0,-1.674581341809882,0.05257533208904592
74,-4.0,-4.0,-2.2297799262660156,0.05252731624445192
75,-2.0,-2.0,-1.1193827573537483,0.052479339462615036
76,-3.0,-3.0,-1.674581341809882,0.052431401705821945
77,0.0,0.0,-0.008985588441480494,0.05238350293605892
78,2.0,2.0,1.1014115804707871,0.0523356431150106
79,0.0,0.0,-0.008985588441480494,0.052287822204059024
80,2.0,2.0,1.1014115804707871,0.05224004016427832
81,-2.0,-2.0,-1.1193827573537483,0.05219229695643517
82,0.0,0.0,-0.008985588441480494,0.05214459254098355
83,0.0,0.0,-0.008985588441480494,0.05209692687806457
84,0.0,0.0,-0.008985588441480494,0.052049299927502825
85,0.0,0.0,-0.008985588441480494,0.05200171164880257
86,-1.0,-1.0,-0.5641841728976144,0.05195416200114975
87,2.0,2.0,1.1014115804707871,0.05190665094340536
88,2.0,2.0,1.1014115804707871,0.051859178434102975
89,0.0,0.0,-0.008985588441480494,0.051811744431450014
90,0.0,0.0,-0.008985588441480494,0.05176434889332288
91,0.0,0.0,-0.008985588441480494,0.05171699177723934
92,-2.0,-2.0,-1.1193827573537483,0.05166967304025265
93,-5.0,-5.0,-2.784978510722149,0.051622392638900866
94,-5.0,-5.0,-2.784978510722149,0.05157515052920154
95,0.0,0.0,-0.008985588441480494,0.05152794666674706
96,0.0,0.0,-0.008985588441480494,0.051480781006767604
97,0.0,0.0,-0.008985588441480494,0.051433653504131774
98,0.0,0.0,-0.008985588441480494,0.05138656411333835
99,4.0,4.0,2.2118087493830547,0.051339512788477065
100,1.0,1.0,0.5462129960146533,0.051292499483116906
101,0.0,0.0,-0.008985588441480494,0.05124552415025101
102,0.0,0.0,-0.008985588441480494,0.05119858674216766
103,0.0,0.0,-0.008985588441480494,0.05115168720938869
104,0.0,0.0,-0.008985588441480494,0.05110482549749887
105,4.0,4.0,2.2118087493830547,0.05105800154429406
106,3.0,3.0,1.656610164926921,0.051011215279064846
107,-2.0,-2.0,-1.1193827573537483,0.05096446662210581
