,sentimentr_nrc,sentimentr_nrc_rstd,sentimentr_nrc_rzstd,sentimentr_nrc_smalowess_rzstd
0,0.7071067811865475,3.601543847419262,2.0158421857638302,0.023629097388232517
1,-0.2886751345948129,-1.470324118739558,-0.8720098588615933,0.02356573941304926
2,0.0,0.0,-0.03482747538959713,0.023502512900701794
3,-0.2886751345948129,-1.470324118739558,-0.8720098588615933,0.02343941820387043
4,0.0,0.0,-0.03482747538959713,0.02337645567298458
5,0.0,0.0,-0.03482747538959713,0.02331362565513859
6,0.3779644730092272,1.925106162926646,1.061301565394394,0.023250928493793267
7,0.0,0.0,-0.03482747538959713,0.02318836452866255
8,0.04714045207910316,0.2401029231612841,0.1018838353539647,0.02312593409546895
9,0.27762744821072716,1.4140543614929155,0.7703156802082632,0.023063637525299174
10,0.23570226039551587,1.2005146158064208,0.6487290783282122,0.023001475144357932
11,0.680336051416609,3.465191093267963,1.9382047980215868,0.022939447273856568
12,0.0,0.0,-0.03482747538959713,0.022877554230116275
13,0.0,0.0,-0.03482747538959713,0.022815796325165068
14,-0.2672612419124244,-1.361255622309446,-0.8099077531834629,0.022754173866107813
15,-0.2672612419124244,-1.361255622309446,-0.8099077531834629,0.022692687154336526
16,-0.5773502691896258,-2.940648237479116,-1.7091922423335897,0.022631336485735953
17,-0.08944271909999156,-0.45556326603243213,-0.29421894970361884,0.022570122151998485
18,-0.2,-1.0186704309003396,-0.6148444447396405,0.02250904443975421
19,-0.6666666666666666,-3.395568103001131,-1.9682173732230746,0.02244810363123924
20,-0.31622776601683794,-1.6106593733551202,-0.9519148277367019,0.022387300005160024
21,-1.2480754415067656,-6.356887738979141,-3.654352150904454,0.022326633836771494
22,0.0,0.0,-0.03482747538959713,0.02226610539777246
23,-0.2773500981126146,-1.4126417197731425,-0.8391662921706764,0.022205714956202244
24,-0.4472135954999579,-2.2778163301621612,-1.331784846959706,0.022145462776672894
25,-0.6030226891555273,-3.071406913023712,-1.7836444384561079,0.022085349121612627
26,-0.4082482904638631,-2.079352309805752,-1.2187821562755274,0.022025374251767465
27,-1.0,-5.093352154501697,-2.9349123221398137,0.02196553842714955
28,0.7071067811865475,3.601543847419262,2.0158421857638302,0.021905841907316093
29,0.31622776601683794,1.6106593733551202,0.8822598769575077,0.02184628495158732
30,0.0,0.0,-0.03482747538959713,0.021786867818613304
31,0.0,0.0,-0.03482747538959713,0.021727590766083302
32,-0.22360679774997896,-1.1389081650810806,-0.6833061611746515,0.021668454051500956
33,-0.3530090432487313,-1.7979993709895083,-1.0585836524810346,0.021609457932219172
34,0.3779644730092272,1.925106162926646,1.061301565394394,0.021550602664573083
35,0.0,0.0,-0.03482747538959713,0.021491888502473383
36,-0.21320071635561041,-1.0859063279911536,-0.6531276422087939,0.021433315696098576
37,-0.3592106040535498,-1.829586104076004,-1.0765687049972887,0.02137488449152729
38,-0.795495128834866,-4.0517368283466695,-2.341830844187203,0.021316595130659217
39,0.0,0.0,-0.03482747538959713,0.021258447851469235
40,0.0,0.0,-0.03482747538959713,0.021200442887611203
41,0.4472135954999579,2.2778163301621612,1.2621298961805116,0.021142580468641467
42,0.0,0.0,-0.03482747538959713,0.02108486082134487
43,0.0,0.0,-0.03482747538959713,0.021027284168943706
44,0.25,1.2733380386254243,0.690193736297957,0.020969850730720503
45,0.5838403593598094,2.97370455223033,1.6583591037109868,0.020912560722111045
46,-0.3333333333333333,-1.6977840515005655,-1.0015224243063359,0.02085541435517406
47,0.9503288904374105,4.8403597015945925,2.721206939196884,0.020798411837933017
48,0.22941573387056174,1.1684951223862137,0.6304976180144994,0.020741553373950793
49,-0.3779644730092272,-1.925106162926646,-1.1309565161735882,0.02068483916166613
50,-0.4,-2.037340861800679,-1.194861414089684,0.02062826939398215
51,0.0,0.0,-0.03482747538959713,0.020571844257474613
52,0.0,0.0,-0.03482747538959713,0.02051556393212496
53,-0.25,-1.2733380386254243,-0.7598486870771511,0.02045942859122787
54,-0.42640143271122083,-2.171812655982307,-1.271427809027991,0.020403438401297942
55,0.649519052838329,3.3082292671640046,1.8488328874223938,0.020347593521980203
56,0.0,0.0,-0.03482747538959713,0.02029189410595782
57,0.0,0.0,-0.03482747538959713,0.020236340298735438
58,0.0,0.0,-0.03482747538959713,0.020180932238044853
59,-0.5773502691896258,-2.940648237479116,-1.7091922423335897,0.020125670054074733
60,-1.3063945294843617,-6.653927391378405,-3.8234824542245733,0.020070553870949536
61,-0.4021576422632911,-2.0483304936710565,-1.2011187597221622,0.020015583806224587
62,0.6158402871356008,3.136691453311056,1.751161609350661,0.019960759970580572
63,0.2,1.0186704309003396,0.5451894939604462,0.0199060824677348
64,-0.3922322702763681,-1.9977770788772313,-1.1723343388245275,0.019851551394162628
65,0.35355339059327373,1.800771923709631,0.9905073551871166,0.01979716683824938
66,0.0,0.0,-0.03482747538959713,0.019742928880016157
67,0.16035674514745465,0.8167533733856678,0.4302206912867224,0.019688837591209766
68,0.3779644730092272,1.925106162926646,1.061301565394394,0.019634893035915577
69,0.0,0.0,-0.03482747538959713,0.019581095270896562
70,0.0,0.0,-0.03482747538959713,0.01952744434651309
71,-0.6324555320336759,-3.2213187467102404,-1.8690021800838068,0.019473940307532984
72,0.3779644730092272,1.925106162926646,1.061301565394394,0.019420583195632564
73,-0.2672612419124244,-1.361255622309446,-0.8099077531834629,0.019367373049810236
74,-0.17149858514250882,-0.8735026881295901,-0.5321879234004888,0.019314309905597103
75,0.06030226891555271,0.3071406913023711,0.14005422091705388,0.01926139379443812
76,0.4,2.037340861800679,1.1252064633104897,0.019208624743513328
77,0.0,0.0,-0.03482747538959713,0.019156002775651566
