,syuzhetr_afinn,syuzhetr_afinn_rstd,syuzhetr_afinn_rzstd,syuzhetr_afinn_smalowess_rzstd
7889,0,0.0,-0.012946511079982062,-0.02299872456255688
7890,0,0.0,-0.012946511079982062,-0.023188967091358682
7891,0,0.0,-0.012946511079982062,-0.023378188461137032
7892,1,1.0,0.5485461641725092,-0.02356636988103122
7893,3,3.0,1.6715315146774918,-0.023753492943212287
7894,0,0.0,-0.012946511079982062,-0.023939539645951163
7895,0,0.0,-0.012946511079982062,-0.024124492415502644
7896,-1,-1.0,-0.5744391863324734,-0.024308334129848404
7897,2,2.0,1.1100388394250005,-0.024491048132874435
7898,0,0.0,-0.012946511079982062,-0.024672618242991808
7899,1,1.0,0.5485461641725092,-0.024853028763018575
7900,-6,-6.0,-3.3819025625949295,-0.025032264502927025
7901,-3,-3.0,-1.697424536837456,-0.025210310795181504
7902,2,2.0,1.1100388394250005,-0.025387153485409795
7903,-2,-2.0,-1.1359318615849647,-0.02556277891804129
7904,-1,-1.0,-0.5744391863324734,-0.025737173956153957
7905,-3,-3.0,-1.697424536837456,-0.025910326031217755
7906,-2,-2.0,-1.1359318615849647,-0.026082223174974
7907,0,0.0,-0.012946511079982062,-0.026252854023655903
7908,-1,-1.0,-0.5744391863324734,-0.026422207805368893
7909,0,0.0,-0.012946511079982062,-0.026590274328349685
7910,-2,-2.0,-1.1359318615849647,-0.026757043963706074
7911,3,3.0,1.6715315146774918,-0.026922507635614136
7912,-2,-2.0,-1.1359318615849647,-0.02708665682032763
7913,-2,-2.0,-1.1359318615849647,-0.027249483544744036
7914,-1,-1.0,-0.5744391863324734,-0.027410980396482768
7915,0,0.0,-0.012946511079982062,-0.027571140512060832
7916,0,0.0,-0.012946511079982062,-0.027729957544814228
7917,6,6.0,3.356009540434966,-0.0278874256549323
7918,0,0.0,-0.012946511079982062,-0.028043539510626683
7919,2,2.0,1.1100388394250005,-0.028198294281819712
7920,-2,-2.0,-1.1359318615849647,-0.02835168564848981
7921,1,1.0,0.5485461641725092,-0.028503709802691575
7922,2,2.0,1.1100388394250005,-0.028654363445402124
7923,-2,-2.0,-1.1359318615849647,-0.02880364378590875
7924,0,0.0,-0.012946511079982062,-0.02895154853727188
7925,-3,-3.0,-1.697424536837456,-0.029098075895006983
7926,-1,-1.0,-0.5744391863324734,-0.029243224515979972
7927,-2,-2.0,-1.1359318615849647,-0.02938699351332606
7928,0,0.0,-0.012946511079982062,-0.029529382442811
7929,2,2.0,1.1100388394250005,-0.029670391297139023
7930,0,0.0,-0.012946511079982062,-0.029810020497064386
7931,-2,-2.0,-1.1359318615849647,-0.029948270879159876
7932,1,1.0,0.5485461641725092,-0.030085143689727038
7933,1,1.0,0.5485461641725092,-0.03022064057363416
7934,1,1.0,0.5485461641725092,-0.030354763560382976
7935,0,0.0,-0.012946511079982062,-0.030487515054034697
7936,0,0.0,-0.012946511079982062,-0.030618897822498412
7937,-1,-1.0,-0.5744391863324734,-0.030748914987043345
7938,3,3.0,1.6715315146774918,-0.03087757000801094
