,pysentimentr_huliu,pysentimentr_huliu_rstd,pysentimentr_huliu_rzstd,pysentimentr_huliu_smalowess_rzstd
0,0.0,0.0,0.12061426841297684,0.08294287452106583
1,-1.0,-1.0,-0.921590056638234,0.08284533740865908
2,0.0,0.0,0.12061426841297684,0.0827478635593394
3,-1.0,-1.0,-0.921590056638234,0.08265045316361593
4,0.0,0.0,0.12061426841297684,0.08255310640878102
5,0.0,0.0,0.12061426841297684,0.08245582347975586
6,0.0,0.0,0.12061426841297684,0.08235860455916398
7,1.0,1.0,1.1628185934641875,0.08226144982774443
8,0.0,0.0,0.12061426841297684,0.08216435946613299
9,0.0,0.0,0.12061426841297684,0.08206733365457922
10,2.0,2.0,2.2050229185153984,0.08197037257267163
11,1.0,1.0,1.1628185934641875,0.08187347639924002
12,0.0,0.0,0.12061426841297684,0.08177664531225823
13,-1.0,-1.0,-0.921590056638234,0.08167987948908624
14,-3.0,-3.0,-3.0059987067406557,0.0815831791075696
15,0.0,0.0,0.12061426841297684,0.08148654434559513
16,-1.0,-1.0,-0.921590056638234,0.08138997538049263
17,-1.0,-1.0,-0.921590056638234,0.08129347238746464
18,0.0,0.0,0.12061426841297684,0.08119703553855002
19,0.0,0.0,0.12061426841297684,0.08110066500238075
20,0.0,0.0,0.12061426841297684,0.08100436094409172
21,-3.0,-3.0,-3.0059987067406557,0.08090812352538616
22,0.0,0.0,0.12061426841297684,0.08081195290504323
23,0.0,0.0,0.12061426841297684,0.08071584923897585
24,0.0,0.0,0.12061426841297684,0.0806198126801422
25,0.0,0.0,0.12061426841297684,0.08052384337845514
26,-1.0,-1.0,-0.921590056638234,0.08042794148069204
27,0.0,0.0,0.12061426841297684,0.08033210713040327
28,-1.0,-1.0,-0.921590056638234,0.0802363404676861
29,1.0,1.0,1.1628185934641875,0.0801406416285281
30,0.0,0.0,0.12061426841297684,0.08004501074445654
31,1.0,1.0,1.1628185934641875,0.07994944794206482
32,-1.0,-1.0,-0.921590056638234,0.07985395334331731
33,2.0,2.0,2.2050229185153984,0.07975852706559033
34,0.0,0.0,0.12061426841297684,0.07966316922159476
35,0.0,0.0,0.12061426841297684,0.07956787991942359
36,0.0,0.0,0.12061426841297684,0.07947265926314334
37,-3.0,-3.0,-3.0059987067406557,0.07937750735340258
38,0.0,0.0,0.12061426841297684,0.07928242428734686
39,0.0,0.0,0.12061426841297684,0.0791874101579763
40,0.0,0.0,0.12061426841297684,0.07909246505392217
41,1.0,1.0,1.1628185934641875,0.07899758905892866
42,0.0,0.0,0.12061426841297684,0.07890278225003909
43,0.0,0.0,0.12061426841297684,0.07880804469709708
44,0.0,0.0,0.12061426841297684,0.07871337646268148
45,1.0,1.0,1.1628185934641875,0.07861877760204793
46,-3.0,-3.0,-3.0059987067406557,0.07852424816306848
47,2.0,2.0,2.2050229185153984,0.07842978818610007
48,-1.0,-1.0,-0.921590056638234,0.07833539770365588
49,2.0,2.0,2.2050229185153984,0.07824107674028244
50,-1.0,-1.0,-0.921590056638234,0.07814682531250607
51,-1.0,-1.0,-0.921590056638234,0.07805264342877892
52,-1.0,-1.0,-0.921590056638234,0.07795853108937904
53,2.0,2.0,2.2050229185153984,0.0778644882861731
54,-2.0,-2.0,-1.9637943816894448,0.07777051500252002
55,0.0,0.0,0.12061426841297684,0.07767661121322518
56,-1.0,-1.0,-0.921590056638234,0.07758277688449657
57,0.0,0.0,0.12061426841297684,0.07748901197393882
58,0.0,0.0,0.12061426841297684,0.07739531643072846
59,-1.0,-1.0,-0.921590056638234,0.07730169019582553
60,-3.0,-3.0,-3.0059987067406557,0.07720813320191808
61,0.0,0.0,0.12061426841297684,0.07711464537315958
62,1.0,1.0,1.1628185934641875,0.07702122662506154
63,0.0,0.0,0.12061426841297684,0.07692787686444538
64,0.0,0.0,0.12061426841297684,0.0768345959893929
65,1.0,1.0,1.1628185934641875,0.07674138388919877
66,0.0,0.0,0.12061426841297684,0.0766482404442858
67,-1.0,-1.0,-0.921590056638234,0.07655516552603402
68,0.0,0.0,0.12061426841297684,0.07646215899670361
69,0.0,0.0,0.12061426841297684,0.07636922070937882
70,0.0,0.0,0.12061426841297684,0.07627635050788735
71,-2.0,-2.0,-1.9637943816894448,0.07618354822685068
72,1.0,1.0,1.1628185934641875,0.07609081369180237
73,-1.0,-1.0,-0.921590056638234,0.07599814671919582
74,-3.0,-3.0,-3.0059987067406557,0.07590554711638556
75,1.0,1.0,1.1628185934641875,0.07581301468160724
76,-1.0,-1.0,-0.921590056638234,0.07572054920395896
77,1.0,1.0,1.1628185934641875,0.07562815046338028
78,1.0,1.0,1.1628185934641875,0.07553581823063309
79,0.0,0.0,0.12061426841297684,0.07544355226728329
80,0.0,0.0,0.12061426841297684,0.07535135232568009
81,0.0,0.0,0.12061426841297684,0.07525921814893631
82,0.0,0.0,0.12061426841297684,0.07516714947091108
83,0.0,0.0,0.12061426841297684,0.07507514601614985
84,0.0,0.0,0.12061426841297684,0.07498320749967113
85,-1.0,-1.0,-0.921590056638234,0.07489133362674906
86,0.0,0.0,0.12061426841297684,0.07479952409283601
87,1.0,1.0,1.1628185934641875,0.07470777858352376
88,1.0,1.0,1.1628185934641875,0.0746160967745041
89,0.0,0.0,0.12061426841297684,0.07452447833152809
90,0.0,0.0,0.12061426841297684,0.07443292291037577
91,0.0,0.0,0.12061426841297684,0.07434143015690826
92,-1.0,-1.0,-0.921590056638234,0.07424999970725124
93,-2.0,-2.0,-1.9637943816894448,0.0741586311877952
