,pysentimentr_senticnet,pysentimentr_senticnet_rstd,pysentimentr_senticnet_rzstd,pysentimentr_senticnet_smalowess_rzstd
0,0.26,-0.12747252747252735,-0.18979619820468419,0.006190685922035351
1,0.8709999999999999,0.3201465201465202,0.3256910018636725,0.006251077449057763
2,-1.365,-1.317948717948718,-1.560772794131165,0.006311488390163664
3,1.827,1.0205128205128207,1.1322470792210362,0.006371918743062813
4,-0.31299999999999994,-0.5472527472527471,-0.6732236378759909,0.0064323685001761955
5,0.651,0.1589743589743591,0.14008186272285675,0.006492837648737109
6,-0.032999999999999995,-0.34212454212454196,-0.43699382442404344,0.006553326170986777
7,0.726,0.21391941391941402,0.20335770561177122,0.006613834044626638
8,0.975,0.3963369963369964,0.41343350400296736,0.006674361243528026
9,-0.984,-1.0388278388278387,-1.2393315122554793,0.006734907738568156
10,1.3059999999999996,0.6388278388278387,0.6926908906193764,0.006795473498330253
11,-0.555,-0.7245421245421244,-0.8773936909308884,0.006856058489491899
12,0.099,-0.24542124542124533,-0.325628340939554,0.006916662677205851
13,-1.0739999999999998,-1.1047619047619044,-1.3152625237221764,0.006977286025288785
14,-1.3199999999999998,-1.2849816849816846,-1.522807288397816,0.0070379284974341864
15,-0.878,-0.9611721611721611,-1.1499016543058136,0.007098590057915446
16,-0.83,-0.9260073260073258,-1.1094051148569082,0.007159270671792567
17,-0.3,-0.5377289377289376,-0.662255825108579,0.00721997030493732
18,-0.5150000000000002,-0.6952380952380953,-0.8436465747234676,0.007280688924315554
19,-1.4260000000000002,-1.3626373626373625,-1.612237146347482,0.0073414264982073684
20,-0.617,-0.7699633699633698,-0.929701721052391,0.007402182995776453
21,-0.5740000000000001,-0.7384615384615385,-0.8934235711294136,0.007462958387567553
22,-0.443,-0.6424908424908423,-0.7829017655501094,0.00752375264621627
23,1.859,1.0439560439560442,1.1592447721869732,0.007584565746597764
24,0.18,-0.18608058608058597,-0.25729043061952633,0.007645397665880277
25,-1.071,-1.1025641025641024,-1.3127314900066203,0.0077062483832341325
26,-0.14700000000000002,-0.4256410256410255,-0.5331731056151935,0.007767117879621845
27,0.0,-0.3179487179487178,-0.4091524535529211,0.007828006136898607
28,0.0,-0.3179487179487178,-0.4091524535529211,0.007888913137951582
29,0.462,0.02051282051282065,-0.019373261357207783,0.007949838866647975
30,0.10600000000000005,-0.24029304029304013,-0.3197225956032552,0.008010783307376814
31,1.103,0.4901098901098902,0.5214242758667148,0.00807174644408572
32,-1.2770000000000001,-1.2534798534798535,-1.4865291384748387,0.008132728259678593
33,2.0740000000000003,1.2014652014652019,1.3406355218018615,0.008193728735951238
34,2.3200000000000003,1.381684981684982,1.5481802864775012,0.008254747853118381
35,1.038,0.44249084249084264,0.4665852120296556,0.008315785589607742
36,1.2080000000000002,0.5670329670329673,0.6100104559111953,0.008376841922581386
37,1.0870000000000002,0.47838827838827863,0.5079254293837465,0.008437916827957694
38,0.059999999999999956,-0.2739926739926739,-0.3585317792417896,0.008499010279320093
39,-0.15500000000000008,-0.43150183150183147,-0.5399225288566779,0.008560122246888117
40,0.62,0.1362637362637364,0.11392784766210541,0.008621252697528305
41,-0.22599999999999995,-0.48351648351648335,-0.5998236601248501,0.008682401594708148
42,0.0,-0.3179487179487178,-0.4091524535529211,0.008743568897414102
43,1.262,0.6065934065934068,0.6555690627912136,0.00880475455996137
44,1.1409999999999998,0.5179487179487179,0.5534840362637646,0.008865958532266703
45,2.5039999999999996,1.5164835164835164,1.7034170210316375,0.008927180760427153
46,1.221,0.5765567765567767,0.620978268678607,0.008988421186721354
47,2.0439999999999996,1.1794871794871793,1.315325184646295,0.009049679749294022
48,2.865,1.7809523809523813,2.007984744803613,0.0091109563822558
49,0.511,0.05641025641025654,0.021966955996883017,0.009172251015902801
50,-1.0160000000000002,-1.0622710622710625,-1.2663292052214166,0.009233563576849204
51,-2.4569999999999994,-2.1179487179487175,-2.48206906659376,0.009294893987914683
52,0.818,0.28131868131868143,0.2809760728888397,0.009356242168192218
53,3.2310000000000003,2.0490842490842494,2.316770858101516,0.009417608032959483
54,-2.0620000000000003,-1.8285714285714285,-2.1488162940454774,0.009478991493753659
55,-0.636,-0.7838827838827838,-0.945731601250916,0.00954039245829545
