,syuzhetr_syuzhet,syuzhetr_syuzhet_rstd,syuzhetr_syuzhet_rzstd,syuzhetr_syuzhet_smalowess_rzstd
0,0.0,0.0,0.13146448456789192,-0.0017300466258866598
1,-0.25,-1.0,-0.2686430981692446,-0.001808369143759241
2,-0.5,-2.0,-0.6687506809063811,-0.0018866427739498072
3,0.09999999999999998,0.3999999999999999,0.2915075176627465,-0.001964867360748272
4,3.25,13.0,5.332863060150667,-0.0020430427483473703
5,-0.9,-3.6,-1.3089228132857997,-0.0021211687810305203
6,0.5,2.0,0.931679650042165,-0.0021992453032747016
7,0.0,0.0,0.13146448456789192,-0.0022772721597386627
8,0.0,0.0,0.13146448456789192,-0.0023552491949875936
9,0.0,0.0,0.13146448456789192,-0.0024331762536412087
10,0.0,0.0,0.13146448456789192,-0.0025110531810857064
11,0.0,0.0,0.13146448456789192,-0.00258887982375187
12,0.0,0.0,0.13146448456789192,-0.0026666560294032952
13,0.0,0.0,0.13146448456789192,-0.002744381647342683
14,0.0,0.0,0.13146448456789192,-0.0028220565282594677
15,0.0,0.0,0.13146448456789192,-0.0028996805233657877
16,0.0,0.0,0.13146448456789192,-0.0029772534843336192
17,0.0,0.0,0.13146448456789192,-0.0030547752632357084
18,0.0,0.0,0.13146448456789192,-0.0031322457120916028
19,0.0,0.0,0.13146448456789192,-0.00320966468323089
20,0.0,0.0,0.13146448456789192,-0.003287032029572186
21,0.0,0.0,0.13146448456789192,-0.0033643476047443767
22,0.0,0.0,0.13146448456789192,-0.0034416112632940673
23,0.0,0.0,0.13146448456789192,-0.0035188228609311853
24,0.0,0.0,0.13146448456789192,-0.0035959822546432515
25,0.0,0.0,0.13146448456789192,-0.0036730893028041516
26,0.0,0.0,0.13146448456789192,-0.003750143865282383
27,0.0,0.0,0.13146448456789192,-0.0038271458035746973
28,0.0,0.0,0.13146448456789192,-0.0039040949811632248
29,0.0,0.0,0.13146448456789192,-0.0039809912638935725
30,0.0,0.0,0.13146448456789192,-0.004057834520382245
31,0.0,0.0,0.13146448456789192,-0.004134624622134087
32,0.0,0.0,0.13146448456789192,-0.004211361443536554
33,0.0,0.0,0.13146448456789192,-0.004288044861730635
34,0.0,0.0,0.13146448456789192,-0.0043646747566085135
35,0.0,0.0,0.13146448456789192,-0.004441251010848037
36,0.0,0.0,0.13146448456789192,-0.004517773509928615
37,0.0,0.0,0.13146448456789192,-0.004594242142150406
38,0.0,0.0,0.13146448456789192,-0.004670656798616668
39,0.6499999999999999,2.5999999999999996,1.1717441996844469,-0.004747017373258505
40,-0.15,-0.6,-0.10860006507438999,-0.004823323762888274
41,1.1,4.4,1.8919378486112928,-0.004899575867296422
42,0.0,0.0,0.13146448456789192,-0.0049757735893007585
43,-1.0,-4.0,-1.4689658463806543,-0.005051916834779127
44,-1.35,-5.4,-2.0291164622126456,-0.0051280055126780655
45,-0.5,-2.0,-0.6687506809063811,-0.0052040395349523495
46,0.0,0.0,0.13146448456789192,-0.005280018816606833
47,-1.05,-4.2,-1.5489873629280815,-0.005355943275851461
48,0.0,0.0,0.13146448456789192,-0.00543181283412189
49,0.0,0.0,0.13146448456789192,-0.005507627415955581
50,0.0,0.0,0.13146448456789192,-0.005583386949013687
51,0.25,1.0,0.5315720673050285,-0.005659091364186866
52,0.0,0.0,0.13146448456789192,-0.005734740595498232
53,0.1,0.4,0.2915075176627465,-0.005810334580095265
54,-0.5,-2.0,-0.6687506809063811,-0.00588587325827052
55,-0.5,-2.0,-0.6687506809063811,-0.005961356573387091
