,nlptown,nlptown_rstd,nlptown_rzstd,nlptown_smalowess_rzstd
0,2.2644842863082886,-0.005963084617072965,0.07919573196277349,0.04648835721367239
1,3.3294187784194946,0.36207706423757,0.7650794748841695,0.04641901938384175
2,2.3466093838214874,0.022419255646447665,0.1320893791189174,0.04634969034116876
3,3.3281890749931335,0.36165208013250294,0.7642874697467609,0.046280370115643836
4,3.3068022429943085,0.35426081532637166,0.7505130258826086,0.04621105873639916
5,3.4190254509449005,0.3930450283132193,0.8227917195318329,0.04614175623158923
6,4.464559733867645,0.7543804869447318,1.4961805266705965,0.046072462628053104
7,4.229146257042885,0.6730218571935167,1.3445596731675766,0.046003177951284446
8,3.24209725856781,0.3318988463260484,0.7088390100319858,0.04593390222577974
9,4.276808947324753,0.6894940287271623,1.3752573965021095,0.045864635475359926
10,3.3284648656845093,0.36174739308166415,0.7644650960261845,0.04579537772301382
11,4.614571571350098,0.80622440730414,1.5927974372291065,0.045726128990817336
12,4.4124574065208435,0.7363739818925996,1.4626234022087021,0.04565688929981631
13,4.550784528255463,0.7841796777837299,1.551714632425872,0.04558765866961765
14,4.365125507116318,0.7200161313098095,1.4321387286784122,0.04551843711808281
15,4.494956165552139,0.7648854591516447,1.5157577105158524,0.04544922466144567
16,4.47169229388237,0.756845491570819,1.5007743368962496,0.04538002131419007
17,4.4260808527469635,0.7410822294084015,1.471397745004694,0.045310827088982264
18,4.253993898630142,0.6816091738559072,1.3605630926650998,0.04524164199675054
19,4.351064175367355,0.7151565510555131,1.4230823604962548,0.0451724660467214
20,4.329484343528748,0.7076985857243367,1.4091836127866795,0.04510329924672285
21,4.3342205286026,0.709335405897311,1.4122340091910464,0.04503414160351997
22,4.319778203964233,0.7043441549339077,1.402932258000876,0.04496499312284243
23,4.329277664422989,0.7076271576605336,1.4090504986470853,0.04489585380943475
24,4.435215711593628,0.7442392262327109,1.4772811596402629,0.04482672366733193
25,4.445627301931381,0.7478374600077515,1.483986868398428,0.044757602699974766
26,4.429711073637009,0.7423368296177523,1.4737358320045428,0.044688490910383315
27,4.43010213971138,0.7424719816081233,1.4739877027673047,0.04461938830089671
28,4.306300342082977,0.6996862212020535,1.3942516805360903,0.044550294873282714
29,4.278404027223587,0.6900452865254125,1.3762847267082166,0.04448121062913394
30,4.402322590351105,0.7328714009551276,1.4560959531498026,0.044412135570302956
31,4.643589735031128,0.8162530516571671,1.6114869311516795,0.04434306969917757
32,4.477781563997269,0.7589499363945194,1.5046962038364273,0.0442740130184024
33,4.567884087562561,0.7900892660254036,1.5627278072518724,0.04420496553068491
34,4.439797610044479,0.7458227251243141,1.4802321859075456,0.044135927238359275
35,4.3872568011283875,0.7276646813407135,1.4463926521686723,0.04406689814302784
36,3.3071671426296234,0.3543869242251754,0.7507480438386562,0.04399787824571417
37,4.426902025938034,0.7413660259289536,1.4719266313785044,0.04392886754681446
38,1.3443813920021057,-0.3239495980510593,-0.513407495460565,0.043859866045765084
39,2.2490675151348114,-0.01129110319434335,0.06926637687609177,0.04379087374096527
40,0.22244112193584442,-0.711690878909193,-1.2360064886077715,0.043721890629952166
41,3.333522468805313,0.3634952949659746,0.7677225055517516,0.043652916709756386
42,1.317529320716858,-0.3332296433365547,-0.5307018917776621,0.043583951977135736
43,2.34234282374382,0.02094473733784362,0.1293414502865364,0.04351499642834633
44,1.3610201179981232,-0.31819927327738634,-0.5026911258170504,0.04344605005936594
45,2.360407382249832,0.02718782820474342,0.14097614433965397,0.043377112866041644
46,1.3947298228740692,-0.3065492376251523,-0.4809799889120444,0.04330818484390826
47,0.6059325933456421,-0.5791566627037051,-0.9890142390962225,0.04323926598797081
48,2.2876334488391876,0.0020372396158684215,0.09410522579531126,0.04317035629263331
49,0.3085399270057678,-0.681935229835116,-1.1805535277732078,0.04310145575169175
50,0.2471872866153717,-0.7031386325506596,-1.220068426521253,0.04303256435847975
51,3.2569749653339386,0.3370405648574544,0.7184211742669045,0.0429636821059701
