,pysentimentr_sentiword,pysentimentr_sentiword_rstd,pysentimentr_sentiword_rzstd,pysentimentr_sentiword_smalowess_rzstd
0,0.0,0.0,0.05265382492859992,-0.04598804017863895
1,0.4375,0.6774193548387097,0.7983666667222562,-0.04595539436902735
2,-0.7083333333333334,-1.0967741935483872,-1.1546907760706533,-0.04592268616859609
3,-1.0491071428571428,-1.6244239631336406,-1.7355351324337391,-0.04588991537913785
4,0.0,0.0,0.05265382492859992,-0.0458570818011081
5,0.16666666666666666,0.25806451612903225,0.33673490751665947,-0.04582418523443658
6,0.40625,0.6290322580645162,0.7451014637369952,-0.045791225478778355
7,0.48125,0.7451612903225807,0.8729379509016219,-0.04575820233350903
8,0.32291666666666663,0.5,0.6030609224429653,-0.045725115597573286
9,-0.20505952380952377,-0.3175115207373272,-0.29686736418420906,-0.04569196507011601
10,-0.008333333333333387,-0.012903225806451698,0.038449770799196856,-0.045658750550673845
11,0.625,0.9677419354838711,1.1179578846338234,-0.0456254718389586
12,-0.25,-0.38709677419354843,-0.3734677989534894,-0.045592128734647366
13,-0.5,-0.7741935483870969,-0.7995894228355789,-0.04555872103738375
14,-0.0625,-0.09677419354838711,-0.05387658104192242,-0.04552524854636688
15,-0.3208333333333335,-0.4967741935483875,-0.49420225905341514,-0.0454917110601142
16,-0.25,-0.38709677419354843,-0.3734677989534894,-0.045458108376986744
17,-0.125,-0.19354838709677422,-0.16040698701244474,-0.04542444029591879
18,0.4553571428571429,0.7050691244239633,0.828803925570977,-0.04539070661685182
19,-1.1875,-1.838709677419355,-1.9714238885113244,-0.04535690714096916
20,-0.6458333333333334,-1.0000000000000002,-1.0481603701001312,-0.045323041670728564
21,-2.189583333333333,-3.3903225806451616,-3.679461397572033,-0.04528911000993112
22,0.5,0.7741935483870969,0.9048970726927786,-0.045255111963250334
23,0.11249999999999999,0.17419354838709677,0.24440855567554012,-0.0452210473363545
24,-0.23958333333333334,-0.37096774193548393,-0.35571273129173575,-0.04518691593634769
25,0.012499999999999997,0.019354838709677417,0.0739599061227044,-0.04515271757230526
26,-1.0,-1.5483870967741937,-1.6518326705997575,-0.04511845205569891
27,0.0,0.0,0.05265382492859992,-0.0450841192003031
28,-0.125,-0.19354838709677422,-0.16040698701244474,-0.04504971882197606
29,0.7583333333333333,1.1741935483870969,1.345222750704271,-0.045015250738650966
30,-0.2708333333333333,-0.41935483870967744,-0.40897793427699686,-0.044980714770609435
31,-0.25,-0.38709677419354843,-0.3734677989534894,-0.0449461107409189
32,-0.5104166666666667,-0.7903225806451615,-0.8173444904973327,-0.04491143847538416
33,0.0625,0.09677419354838711,0.15918423089912226,-0.0448766978025978
34,0.29166666666666663,0.45161290322580644,0.5497957194577041,-0.04484188855456541
35,-0.675,-1.0451612903225809,-1.0978745595530415,-0.044807010567013784
36,-0.9166666666666666,-1.4193548387096775,-1.5097921293057277,-0.04477206367951417
37,-2.802083333333333,-4.338709677419355,-4.723459376083151,-0.04473704773584639
38,0.15625,0.24193548387096778,0.31897983985490574,-0.04470196258453978
39,0.55,0.8516129032258066,0.9901213974691966,-0.04466680807921641
40,0.0,0.0,0.05265382492859992,-0.04463158407912932
41,0.34375,0.5322580645161291,0.6385710577664728,-0.044596290449679554
42,0.0,0.0,0.05265382492859992,-0.04456092706309909
43,0.0,0.0,0.05265382492859992,-0.044525493798619836
44,-0.6458333333333334,-1.0000000000000002,-1.0481603701001312,-0.044489990542505756
45,-0.25,-0.38709677419354843,-0.3734677989534894,-0.044454417188042036
46,0.5,0.7741935483870969,0.9048970726927786,-0.04441877363538897
47,1.1333333333333333,1.7548387096774196,1.9844051865274053,-0.044383059791600815
48,0.01041666666666663,0.01612903225806446,0.07040889259035357,-0.044347275570739544
49,-0.375,-0.5806451612903226,-0.5865286108945341,-0.044311420893902886
50,-2.052083333333333,-3.1774193548387095,-3.445094504436883,-0.04427549568926339
51,-0.2,-0.3096774193548388,-0.2882434741770716,-0.04423949989214686
52,0.0,0.0,0.05265382492859992,-0.0442034334450794
53,0.0,0.0,0.05265382492859992,-0.04416729629784842
54,-0.25,-0.38709677419354843,-0.3734677989534894,-0.04413108840753457
55,0.3125,0.48387096774193555,0.5853058547812117,-0.04409480973853534
56,0.47916666666666663,0.7419354838709677,0.8693869373692711,-0.044058460262588514
57,0.14583333333333331,0.22580645161290322,0.301224772193152,-0.04402203995879107
58,0.375,0.5806451612903226,0.6918362607517339,-0.04398554881359457
59,0.29910714285714285,0.46313364055299544,0.5624779106446711,-0.043948986820741054
60,-1.5833333333333335,-2.451612903225807,-2.6461164596579665,-0.04391235398128045
61,0.53125,0.8225806451612904,0.9581622756780397,-0.04387565030364677
62,-0.84375,-1.306451612903226,-1.3855066556734517,-0.04383887580371537
63,-0.043749999999999956,-0.0677419354838709,-0.021917459250765638,-0.04380203050485779
64,-0.4875,-0.7548387096774194,-0.7782833416414744,-0.04376511443797159
65,0.4806,0.7441548387096776,0.8718300346795286,-0.043728127641497846
66,-0.4375,-0.6774193548387097,-0.6930590168650566,-0.04369107016143272
67,0.06944444444444445,0.10752688172043012,0.17102094267362475,-0.04365394205133996
68,-0.125,-0.19354838709677422,-0.16040698701244474,-0.04361674337238524
69,-0.025000000000000022,-0.038709677419354875,0.010041662540390952,-0.04357947419337201
70,0.0,0.0,0.05265382492859992,-0.04354213459076719
71,-0.7708333333333333,-1.1935483870967742,-1.2612211820411754,-0.0435047246487224
72,0.25,0.38709677419354843,0.4787754488106893,-0.043467244459083565
73,-0.22916666666666666,-0.3548387096774194,-0.337957663629982,-0.04342969412136173
74,-0.6458333333333333,-1.0,-1.048160370100131,-0.04339207374270948
75,-0.07500000000000001,-0.11612903225806455,-0.07518266223602692,-0.04335438343759708
76,-0.375,-0.5806451612903226,-0.5865286108945341,-0.043316623327741575
77,0.13541666666666669,0.20967741935483877,0.28346970453139836,-0.043278793542083534
78,-0.7,-1.0838709677419356,-1.1404867219412502,-0.04324089421668929
79,0.01874999999999999,0.029032258064516116,0.08461294671975661,-0.04320292549474211
80,-0.020833333333333343,-0.03225806451612905,0.01714368960509246,-0.04316488752659877
81,0.16666666666666669,0.2580645161290323,0.3367349075166595,-0.04312678046975381
82,0.625,0.9677419354838711,1.1179578846338234,-0.043088604488577535
83,-0.25,-0.38709677419354843,-0.3734677989534894,-0.043050359754047834
84,0.0,0.0,0.05265382492859992,-0.04301204644372251
85,-0.375,-0.5806451612903226,-0.5865286108945341,-0.04297366474203467
86,-1.0,-1.5483870967741937,-1.6518326705997575,-0.042935214840304645
87,-0.5,-0.7741935483870969,-0.7995894228355789,-0.04289669693669291
88,0.25,0.38709677419354843,0.4787754488106893,-0.04285811123647896
89,0.125,0.19354838709677422,0.26571463686964464,-0.042819457952069144
90,-0.9583333333333334,-1.4838709677419357,-1.5808123999527426,-0.0427807373026899
91,0.4166666666666667,0.6451612903225807,0.7628565313987489,-0.042741949514147774
92,0.9166666666666666,1.4193548387096775,1.6150997791629276,-0.04270309481838781
93,-1.5583333333333333,-2.412903225806452,-2.6035042972697573,-0.04266417345334591
94,-1.2053571428571428,-1.8663594470046083,-2.001861147360045,-0.04262518566272441
95,-0.012499999999999997,-0.019354838709677417,0.03134774373449546,-0.04258613169572412
96,0.28541666666666665,0.44193548387096776,0.5391426788606519,-0.04254701180699296
97,0.44999999999999996,0.6967741935483871,0.8196727479163607,-0.04250782625662002
98,-0.14791666666666675,-0.2290322580645163,-0.19946813586830311,-0.042468575310082926
99,0.75,1.1612903225806452,1.331018696574868,-0.04242925923834367
100,0.20535714285714285,0.31797235023041476,0.4026823016888876,-0.04238987831806545
101,-0.10416666666666663,-0.16129032258064513,-0.12489685168893724,-0.04235043283183576
102,0.125,0.19354838709677422,0.26571463686964464,-0.04231092306820154
103,0.15625,0.24193548387096778,0.31897983985490574,-0.042271349321755566
104,1.0416666666666667,1.612903225806452,1.8281605911039724,-0.04223171189387999
105,0.4791666666666667,0.7419354838709679,0.8693869373692712,-0.04219201109372799
106,1.58125,2.448387096774194,2.7478730959828153,-0.0421522472384719
107,0.020833333333333336,0.03225806451612904,0.08816396025210738,-0.042112420653427234
108,0.0625,0.09677419354838711,0.15918423089912226,-0.042072531672192166
109,-0.4166666666666667,-0.6451612903225807,-0.6575488815415491,-0.042032580636717255
110,-0.0625,-0.09677419354838711,-0.05387658104192242,-0.04199256789738876
111,0.25,0.38709677419354843,0.4787754488106893,-0.04195249381306875
112,0.03125,0.048387096774193554,0.1059190279138611,-0.04191235875104877
113,0.9652777777777778,1.4946236559139787,1.697956761584445,-0.04187216308703544
114,-0.25,-0.38709677419354843,-0.3734677989534894,-0.04183190720521654
115,0.41666666666666663,0.6451612903225806,0.7628565313987488,-0.04179159149831034
116,-0.4375,-0.6774193548387097,-0.6930590168650566,-0.041751216367631884
117,-0.125,-0.19354838709677422,-0.16040698701244474,-0.04171078222316658
118,-0.14583333333333334,-0.22580645161290328,-0.19591712233595224,-0.041670289483529036
