,sentimentr_sentiword,sentimentr_sentiword_rstd,sentimentr_sentiword_rzstd,sentimentr_sentiword_smalowess_rzstd
0,0.0,0.0,-0.027580939718272857,-0.09261653867205501
1,0.06933752452815364,0.3771365958555681,0.38038518763861473,-0.09262520277651225
2,-0.24375421723747184,-1.3258136390065711,-1.4617749740452857,-0.09263379929278075
3,0.3186887195995491,1.733392988360037,1.8475105587467813,-0.09264232805139345
4,0.18928571428571428,1.0295517530456155,1.086132887630294,-0.09265078888659686
5,-0.1595215537664783,-0.8676602772089564,-0.9661692577024114,-0.09265918163636597
6,-0.17160161824591105,-0.9333654552707892,-1.0372455927379176,-0.09266750614240359
7,0.0,0.0,-0.027580939718272857,-0.09267576225014736
8,0.0,0.0,-0.027580939718272857,-0.09268394980875348
9,0.0,0.0,-0.027580939718272857,-0.09269206867106138
10,0.0,0.0,-0.027580939718272857,-0.09270011869347974
11,0.0,0.0,-0.027580939718272857,-0.0927080997360267
12,0.0,0.0,-0.027580939718272857,-0.09271601166228151
13,0.0,0.0,-0.027580939718272857,-0.09272385433924267
14,0.0,0.0,-0.027580939718272857,-0.09273162763705838
15,0.0,0.0,-0.027580939718272857,-0.09273933142902915
16,0.0,0.0,-0.027580939718272857,-0.09274696559174163
17,0.0,0.0,-0.027580939718272857,-0.09275453000500812
18,0.0,0.0,-0.027580939718272857,-0.09276202455202674
19,0.0,0.0,-0.027580939718272857,-0.09276944911944109
20,0.0,0.0,-0.027580939718272857,-0.09277680359734417
21,0.0,0.0,-0.027580939718272857,-0.0927840878792519
22,0.0,0.0,-0.027580939718272857,-0.0927913018620718
23,0.0,0.0,-0.027580939718272857,-0.09279844544606769
24,0.0,0.0,-0.027580939718272857,-0.09280551853480593
25,0.0,0.0,-0.027580939718272857,-0.09281252103516477
26,0.0,0.0,-0.027580939718272857,-0.0928194528575056
27,0.0,0.0,-0.027580939718272857,-0.09282631391564135
28,0.0,0.0,-0.027580939718272857,-0.09283310412675168
29,0.0,0.0,-0.027580939718272857,-0.0928398234110897
30,0.0,0.0,-0.027580939718272857,-0.09284647169195336
31,0.0,0.0,-0.027580939718272857,-0.09285304889589263
32,0.0,0.0,-0.027580939718272857,-0.09285955495265902
33,0.0,0.0,-0.027580939718272857,-0.09286598979518326
34,0.0,0.0,-0.027580939718272857,-0.09287235335981393
35,0.0,0.0,-0.027580939718272857,-0.09287864558647213
36,0.0,0.0,-0.027580939718272857,-0.09288486641864437
37,0.0,0.0,-0.027580939718272857,-0.09289101580323447
38,-0.06324555320336758,-0.34400150280005126,-0.39970330186642344,-0.09289709369046766
39,-0.11219093348196883,-0.6102223439209777,-0.6876867189289023,-0.09290310003372859
40,-0.13176156917368248,-0.716669797500107,-0.8028358608602535,-0.09290903478968424
41,0.1976423537605237,1.0750046962501603,1.1353014419946978,-0.09291489791837614
42,-0.17334381132038412,-0.9428414896389202,-1.0474962581104916,-0.09292068938307617
43,-0.1875,-1.0198390006583928,-1.1307880328465705,-0.09292640915009855
44,-0.33407655239053047,-1.817089585777919,-1.9932109250253691,-0.09293205718881674
45,0.0,0.0,-0.027580939718272857,-0.09293763347216254
46,-0.07456011350793257,-0.40554299546083356,-0.46627558551241793,-0.09294313797674802
47,-0.16358257627039396,-0.8897487525798609,-0.9900633848046694,-0.09294857068294941
48,0.05524271728019902,0.3004729471183589,0.29745456720010977,-0.09295393157489018
49,-0.3768891807222045,-2.0499535222756986,-2.2451106330305337,-0.092959220640528
50,0.051031036307982884,0.2775650190447756,0.2726740001465507,-0.09296443787161435
51,0.0,0.0,-0.027580939718272857,-0.09296958326360781
52,-0.051031036307982884,-0.2775650190447756,-0.32783587958309635,-0.0929746568156587
53,-0.5921793630533875,-3.2209472524100815,-3.5118287995833097,-0.09297965853051397
54,-0.2551551815399144,-1.387825095223878,-1.5288556390423904,-0.09298458841440715
55,-0.03156726701725658,-0.17169882692477653,-0.21331551510020577,-0.09298944647699439
56,-0.1875,-1.0198390006583928,-1.1307880328465705,-0.09299423273123993
57,-0.15002479953724476,-0.8160060887148769,-0.910292529023016,-0.09299894719334448
58,-0.20412414523193154,-1.1102600761791024,-1.2286006991775669,-0.09300358988279898
59,0.15937273055755297,0.8668508067414087,0.9101317365607534,-0.09300816082226282
60,-0.17923104208637636,-0.9748629698577729,-1.0821353767234294,-0.09301266003748485
61,0.06944444444444445,0.37771814839199735,0.38101427995887444,-0.09301708755728169
62,-0.06773847009408929,-0.3684391127833837,-0.4261385967073841,-0.09302144341354228
63,-0.18042195912175807,-0.9813405359336702,-1.0891424600341517,-0.09302572764142451
64,0.020833333333333332,0.1133154445175992,0.0949976261848713,-0.0930299402792445
65,0.11900960182307543,0.6473100447573253,0.6726443236502135,-0.09303408136846515
66,0.0,0.0,-0.027580939718272857,-0.0930381509537514
67,0.0625,0.33994633355279763,0.3401547579911597,-0.09304214908309151
68,-0.08300978857941996,-0.45150197242506734,-0.5159915400377206,-0.0930460758078574
69,0.15625,0.8498658338819941,0.8917583045553086,-0.09304993118286968
70,-0.05653337710833068,-0.3074930283413548,-0.36021039371511193,-0.09305371526637812
71,-0.00743444212997523,-0.04043698150552849,-0.07132349593822232,-0.09305742812004973
72,0.09622504486493763,0.5233816191646241,0.5385852044501959,-0.09306106980885986
73,0.34316646471648365,1.8665309036583058,1.9915320096096547,-0.0930646404010342
74,-0.08838834764831843,-0.4807567153893743,-0.5476377507876851,-0.09306813996817943
75,-0.1275775907699572,-0.693912547611939,-0.7782182893803316,-0.09307156858566677
76,0.0625,0.33994633355279763,0.3401547579911597,-0.09307492633286107
77,0.07169241683455055,0.3899451879431092,0.39424083508378976,-0.0930782132931589
78,0.001547926034373541,0.008419388479939312,-0.018473297154225674,-0.09308142955393303
79,-0.3125789373986404,-1.700161019431956,-1.866723877855266,-0.09308457520659746
80,-0.125,-0.6798926671055953,-0.7630523351371379,-0.0930876503466116
81,-0.251259453814803,-1.3666356815171326,-1.5059340685931135,-0.0930906550734347
82,0.11180339887498948,0.6081144884206985,0.630244674547011,-0.09309358949062092
83,0.04899559349388661,0.2664939578958409,0.2606979204123211,-0.09309645370584785
84,-0.6,-3.263484802106857,-3.557843637728825,-0.0930992478309227
85,0.19846415503393386,1.079474589527037,1.1401367326291934,-0.09310197198176871
86,-0.08351913809763262,-0.45427239644447975,-0.5189884360450469,-0.09310462627839045
87,-0.07216878364870323,-0.3925362143734681,-0.45220554784462436,-0.09310721084491978
88,-0.08838834764831843,-0.4807567153893743,-0.5476377507876851,-0.09310972580960251
89,0.2206551964506235,1.2001748002041879,1.270703742201438,-0.09311217130480173
90,0.08333333333333333,0.4532617780703968,0.4627333238943038,-0.0931145474670298
91,0.0,0.0,-0.027580939718272857,-0.09311685443696564
92,0.0,0.0,-0.027580939718272857,-0.09311909235945853
93,-0.15309310892394865,-0.8326950571343268,-0.9283457593127433,-0.09312126138354859
94,0.0,0.0,-0.027580939718272857,-0.0931233616624522
