,pysentimentr_jockersrinker,pysentimentr_jockersrinker_rstd,pysentimentr_jockersrinker_rzstd,pysentimentr_jockersrinker_smalowess_rzstd
92,-0.75,-0.8333333333333333,-0.9798878039994388,0.053976344020457194
93,-1.1,-1.2222222222222223,-1.4371451247540286,0.05391128084534466
94,-1.5,-1.6666666666666665,-1.9597249199021305,0.05384635583041417
95,-0.09999999999999998,-0.11111111111111108,-0.13069563688377253,0.05378156844394374
96,-0.25,-0.2777777777777778,-0.32666306006431095,0.05371691814350556
97,-1.25,-1.3888888888888888,-1.6331125479345667,0.05365240437614029
98,-0.4,-0.4444444444444445,-0.5226304832448493,0.05358802657833783
99,1.55,1.7222222222222223,2.0249460181021495,0.0535237841759304
100,0.5,0.5555555555555556,0.653174055838381,0.05345967658384258
101,0.0,0.0,-5.068809674699342e-05,0.053395703205986515
102,0.0,0.0,-5.068809674699342e-05,0.053331863435138696
103,0.0,0.0,-5.068809674699342e-05,0.05326815665251671
104,0.4,0.4444444444444445,0.5225291070513554,0.053204582227113745
105,1.55,1.7222222222222223,2.0249460181021495,0.05314113951520409
106,0.75,0.8333333333333333,0.9797864278059448,0.05307782786021936
107,-0.75,-0.8333333333333333,-0.9798878039994388,0.05301464659271643
108,-0.25,-0.2777777777777778,-0.32666306006431095,0.05295159503034201
109,0.0,0.0,-5.068809674699342e-05,0.05288867247780614
110,0.5,0.5555555555555556,0.653174055838381,0.05282587822689536
111,0.5,0.5555555555555556,0.653174055838381,0.05276321155644807
112,0.75,0.8333333333333333,0.9797864278059448,0.05270067173237268
113,0.75,0.8333333333333333,0.9797864278059448,0.05263825800784547
114,-0.5,-0.5555555555555556,-0.6532754320318749,0.05257596962341129
115,0.15000000000000002,0.16666666666666669,0.19591673508379143,0.05251380580700856
116,0.0,0.0,-5.068809674699342e-05,0.05245176577407839
117,-0.25,-0.2777777777777778,-0.32666306006431095,0.05238984872754473
118,0.35,0.38888888888888884,0.4572066326578425,0.052328053857598644
119,0.25,0.2777777777777778,0.32656168387081697,0.05226638034125463
120,0.6,0.6666666666666666,0.7838190046254064,0.052204827342140075
121,0.6,0.6666666666666666,0.7838190046254064,0.0521433940104522
122,0.44999999999999996,0.49999999999999994,0.587851581444868,0.05208207948293398
123,0.8,0.888888888888889,1.0451089021994577,0.05202088288288543
124,-0.4,-0.4444444444444445,-0.5226304832448493,0.05195980332032804
125,0.4,0.4444444444444445,0.5225291070513554,0.051898839892110735
126,0.35,0.38888888888888884,0.4572066326578425,0.05183799168204821
127,0.0,0.0,-5.068809674699342e-05,0.05177725776112734
128,0.25,0.2777777777777778,0.32656168387081697,0.05171663718753388
129,0.0,0.0,-5.068809674699342e-05,0.051656129006648344
130,0.0,0.0,-5.068809674699342e-05,0.051595732251034955
131,-0.1,-0.11111111111111112,-0.1306956368837726,0.051535445940555744
132,0.5,0.5555555555555556,0.653174055838381,0.0514752690827291
133,0.5,0.5555555555555556,0.653174055838381,0.051415200673019086
134,0.25,0.2777777777777778,0.32656168387081697,0.051355239694776685
135,0.5,0.5555555555555556,0.653174055838381,0.051295385119232616
136,0.09999999999999998,0.11111111111111108,0.13059426069027855,0.05123563590569585
137,0.5,0.5555555555555556,0.653174055838381,0.05117599100187223
138,1.25,1.3888888888888888,1.6330111717410727,0.05111644934449171
139,0.85,0.9444444444444444,1.1104313765929705,0.05105700986029961
140,0.0,0.0,-5.068809674699342e-05,0.05099767146717837
141,-0.5,-0.5555555555555556,-0.6532754320318749,0.05093843307487434
142,1.2000000000000002,1.3333333333333335,1.5676886973475601,0.050879293585554604
143,1.65,1.8333333333333333,2.155590966889175,0.05082025189395394
144,1.55,1.7222222222222223,2.0249460181021495,0.050761306888350614
145,-0.25,-0.2777777777777778,-0.32666306006431095,0.05070245745116082
146,0.0,0.0,-5.068809674699342e-05,0.05064370245968481
147,0.0,0.0,-5.068809674699342e-05,0.05058504078658487
148,0.0,0.0,-5.068809674699342e-05,0.050526471300492946
149,-0.25,-0.2777777777777778,-0.32666306006431095,0.050467992865841256
150,0.0,0.0,-5.068809674699342e-05,0.05040960434302076
151,0.0,0.0,-5.068809674699342e-05,0.05035130458938572
152,0.0,0.0,-5.068809674699342e-05,0.05029309245952486
153,0.0,0.0,-5.068809674699342e-05,0.05023496680536748
154,-0.6,-0.6666666666666666,-0.7839203808189005,0.050176926476249634
155,1.0,1.1111111111111112,1.306398799773509,0.050118970319285396
156,0.0,0.0,-5.068809674699342e-05,0.0500610971802631
157,0.75,0.8333333333333333,0.9797864278059448,0.050003305904487844
158,0.4,0.4444444444444445,0.5225291070513554,0.04994559533697956
159,0.0,0.0,-5.068809674699342e-05,0.04988796432303541
160,0.75,0.8333333333333333,0.9797864278059448,0.049830411708809
161,0.0,0.0,-5.068809674699342e-05,0.04977293634166581
162,-0.5,-0.5555555555555556,-0.6532754320318749,0.04971553707007157
163,0.0,0.0,-5.068809674699342e-05,0.049658212743642044
164,0.0,0.0,-5.068809674699342e-05,0.049600962213401566
165,0.0,0.0,-5.068809674699342e-05,0.04954378433231218
166,-0.5,-0.5555555555555556,-0.6532754320318749,0.049486677955423566
167,-0.5,-0.5555555555555556,-0.6532754320318749,0.049429641939855655
168,-0.75,-0.8333333333333333,-0.9798878039994388,0.049372675144794625
169,-0.25,-0.2777777777777778,-0.32666306006431095,0.049315776431500986
170,0.5,0.5555555555555556,0.653174055838381,0.04925894466332025
171,0.0,0.0,-5.068809674699342e-05,0.049202178705714805
172,-0.6,-0.6666666666666666,-0.7839203808189005,0.04914547742627907
173,0.0,0.0,-5.068809674699342e-05,0.04908883969478609
174,0.0,0.0,-5.068809674699342e-05,0.04903226438320468
175,0.0,0.0,-5.068809674699342e-05,0.048975750365700885
176,0.5,0.5555555555555556,0.653174055838381,0.04891929651865888
177,-0.5,-0.5555555555555556,-0.6532754320318749,0.04886290172068894
178,-0.19999999999999996,-0.22222222222222215,-0.26134058567079804,0.04880656485263891
179,-0.5,-0.5555555555555556,-0.6532754320318749,0.04875028479760106
180,1.25,1.3888888888888888,1.6330111717410727,0.048694060440924454
181,0.0,0.0,-5.068809674699342e-05,0.048637890670230964
182,-0.15000000000000002,-0.16666666666666669,-0.19601811127728538,0.04858177437542432
183,1.3,1.4444444444444444,1.6983336461345855,0.048525710448588236
184,0.0,0.0,-5.068809674699342e-05,0.04846969778367806
185,0.0,0.0,-5.068809674699342e-05,0.04841373527646714
186,0.0,0.0,-5.068809674699342e-05,0.04835782182453586
187,0.0,0.0,-5.068809674699342e-05,0.04830195632712235
188,-0.25,-0.2777777777777778,-0.32666306006431095,0.048246137685145386
189,0.5,0.5555555555555556,0.653174055838381,0.04819036480122836
190,0.0,0.0,-5.068809674699342e-05,0.04813463657965865
191,0.5,0.5555555555555556,0.653174055838381,0.048078951926346286
192,1.1,1.2222222222222223,1.4370437485605345,0.048023309748876294
193,0.30000000000000004,0.33333333333333337,0.3918841582643298,0.04796770895673426
194,0.75,0.8333333333333333,0.9797864278059448,0.047912148461500895
195,0.8,0.888888888888889,1.0451089021994577,0.04785662717682533
196,0.55,0.6111111111111112,0.7184965302318937,0.0478011440185118
197,0.0,0.0,-5.068809674699342e-05,0.047745697904568896
198,-1.0,-1.1111111111111112,-1.3065001759670027,0.04769028775523461
199,0.75,0.8333333333333333,0.9797864278059448,0.04763491249299882
200,0.25,0.2777777777777778,0.32656168387081697,0.047579571042577797
201,0.75,0.8333333333333333,0.9797864278059448,0.0475242623308537
202,-0.5,-0.5555555555555556,-0.6532754320318749,0.047468985287023376
203,1.05,1.1666666666666667,1.3717212741670217,0.04741373884266816
204,0.55,0.6111111111111112,0.7184965302318937,0.04735852193173565
205,0.0,0.0,-5.068809674699342e-05,0.04730333349062497
206,-1.0,-1.1111111111111112,-1.3065001759670027,0.047248172458335826
207,1.0,1.1111111111111112,1.306398799773509,0.04719303777652982
208,1.5,1.6666666666666665,1.9596235437086367,0.04713792838952759
209,0.6,0.6666666666666666,0.7838190046254064,0.04708284324423623
210,0.0,0.0,-5.068809674699342e-05,0.04702778129014062
211,1.3,1.4444444444444444,1.6983336461345855,0.046972741479275625
212,0.0,0.0,-5.068809674699342e-05,0.04691772276624513
213,0.5,0.5555555555555556,0.653174055838381,0.046862724108275584
214,0.8,0.888888888888889,1.0451089021994577,0.04680774446532437
215,1.65,1.8333333333333333,2.155590966889175,0.04675278280018626
216,0.65,0.7222222222222222,0.8491414790189192,0.04669783807863622
217,-0.35,-0.38888888888888884,-0.45730800885133643,0.04664290926950323
218,0.6,0.6666666666666666,0.7838190046254064,0.04658799534474673
219,0.75,0.8333333333333333,0.9797864278059448,0.046533095279503583
220,0.25,0.2777777777777778,0.32656168387081697,0.046478208052127566
221,0.75,0.8333333333333333,0.9797864278059448,0.04642333264422112
222,0.75,0.8333333333333333,0.9797864278059448,0.04636846804067218
223,1.25,1.3888888888888888,1.6330111717410727,0.04631361322970131
224,-0.75,-0.8333333333333333,-0.9798878039994388,0.04625876720291822
225,0.0,0.0,-5.068809674699342e-05,0.046203928955369934
226,-0.75,-0.8333333333333333,-0.9798878039994388,0.046149097485584656
227,0.0,0.0,-5.068809674699342e-05,0.04609427179560835
228,0.25,0.2777777777777778,0.32656168387081697,0.04603945089106122
229,0.4,0.4444444444444445,0.5225291070513554,0.045984633781178445
230,0.5,0.5555555555555556,0.653174055838381,0.045929819478866325
231,1.5,1.6666666666666665,1.9596235437086367,0.04587500700076304
232,0.0,0.0,-5.068809674699342e-05,0.045820195367277806
233,0.0,0.0,-5.068809674699342e-05,0.045765383602645565
234,0.0,0.0,-5.068809674699342e-05,0.04571057073500534
235,0.0,0.0,-5.068809674699342e-05,0.04565575579645172
236,-0.5,-0.5555555555555556,-0.6532754320318749,0.04560093782306656
237,-0.5,-0.5555555555555556,-0.6532754320318749,0.045546115854980175
238,0.0,0.0,-5.068809674699342e-05,0.04549128893646263
239,0.0,0.0,-5.068809674699342e-05,0.04543645611599901
240,0.6,0.6666666666666666,0.7838190046254064,0.04538161644632122
241,1.5,1.6666666666666665,1.9596235437086367,0.045326768984479196
242,0.0,0.0,-5.068809674699342e-05,0.04527191279194711
243,0.0,0.0,-5.068809674699342e-05,0.04521704693469786
244,1.3,1.4444444444444444,1.6983336461345855,0.04516217048324592
245,-1.75,-1.9444444444444444,-2.2863372918696947,0.04510728251274039
246,0.8,0.888888888888889,1.0451089021994577,0.04505238210304275
247,0.0,0.0,-5.068809674699342e-05,0.04499746833883589
248,0.0,0.0,-5.068809674699342e-05,0.044942540309730716
249,0.0,0.0,-5.068809674699342e-05,0.04488759711035276
250,0.0,0.0,-5.068809674699342e-05,0.0448326378404114
251,0.0,0.0,-5.068809674699342e-05,0.044777661604811926
252,-1.0,-1.1111111111111112,-1.3065001759670027,0.04472266751376231
253,0.25,0.2777777777777778,0.32656168387081697,0.04466765468288073
254,-0.050000000000000044,-0.0555555555555556,-0.06537316249025983,0.044612622233308474
255,0.75,0.8333333333333333,0.9797864278059448,0.04455756929179067
256,0.0,0.0,-5.068809674699342e-05,0.044502494990804047
257,0.0,0.0,-5.068809674699342e-05,0.04444739846868299
258,0.0,0.0,-5.068809674699342e-05,0.044392278869742736
259,0.0,0.0,-5.068809674699342e-05,0.044337135344397136
260,0.0,0.0,-5.068809674699342e-05,0.04428196704926728
261,0.25,0.2777777777777778,0.32656168387081697,0.04422677314730888
262,-0.25,-0.2777777777777778,-0.32666306006431095,0.04417155280794276
263,0.85,0.9444444444444444,1.1104313765929705,0.04411630520719382
264,0.09999999999999998,0.11111111111111108,0.13059426069027855,0.044061029527829136
265,-0.25,-0.2777777777777778,-0.32666306006431095,0.04400572495945092
266,-0.75,-0.8333333333333333,-0.9798878039994388,0.04395039069845602
267,-1.25,-1.3888888888888888,-1.6331125479345667,0.04389502594804968
268,0.30000000000000004,0.33333333333333337,0.3918841582643298,0.04383962991838489
269,0.75,0.8333333333333333,0.9797864278059448,0.043784201826811676
270,0.0,0.0,-5.068809674699342e-05,0.043728740898085025
271,1.3,1.4444444444444444,1.6983336461345855,0.04367324636444452
272,-0.5,-0.5555555555555556,-0.6532754320318749,0.043617717465741196
273,-1.75,-1.9444444444444444,-2.2863372918696947,0.043562153449609814
274,0.5,0.5555555555555556,0.653174055838381,0.04350655357167697
275,0.0,0.0,-5.068809674699342e-05,0.04345091709585402
276,0.5,0.5555555555555556,0.653174055838381,0.04339524329456815
277,0.0,0.0,-5.068809674699342e-05,0.043339531449000594
278,0.75,0.8333333333333333,0.9797864278059448,0.04328378084930713
279,0.0,0.0,-5.068809674699342e-05,0.04322799079484111
280,-0.75,-0.8333333333333333,-0.9798878039994388,0.04317216059438259
281,-0.25,-0.2777777777777778,-0.32666306006431095,0.043116289566352425
282,0.8,0.888888888888889,1.0451089021994577,0.04306037703896534
283,-0.25,-0.2777777777777778,-0.32666306006431095,0.04300442235047598
284,0.0,0.0,-5.068809674699342e-05,0.04294842484937394
285,0.75,0.8333333333333333,0.9797864278059448,0.04289238389463352
286,0.8,0.888888888888889,1.0451089021994577,0.04283629885598175
287,0.25,0.2777777777777778,0.32656168387081697,0.04278016911414491
288,-1.0,-1.1111111111111112,-1.3065001759670027,0.0427239940611953
289,-0.35,-0.38888888888888884,-0.45730800885133643,0.042667773101119216
290,-0.5,-0.5555555555555556,-0.6532754320318749,0.04261150565028675
291,0.25,0.2777777777777778,0.32656168387081697,0.0425551911378517
292,-0.75,-0.8333333333333333,-0.9798878039994388,0.042498829006126025
293,1.35,1.5,1.7636561205280983,0.04244241871099036
294,0.6,0.6666666666666666,0.7838190046254064,0.042385959722329
295,0.0,0.0,-5.068809674699342e-05,0.0423294515244457
296,0.0,0.0,-5.068809674699342e-05,0.042272893616479464
297,-0.65,-0.7222222222222222,-0.8492428552124133,0.04221628551282148
298,-0.5,-0.5555555555555556,-0.6532754320318749,0.0421596267435597
299,0.8,0.888888888888889,1.0451089021994577,0.04210291685493026
300,1.1,1.2222222222222223,1.4370437485605345,0.042046155409701295
301,0.0,0.0,-5.068809674699342e-05,0.041989341987484434
302,0.0,0.0,-5.068809674699342e-05,0.04193247618511758
303,0.0,0.0,-5.068809674699342e-05,0.04187555761709613
304,0.09999999999999998,0.11111111111111108,0.13059426069027855,0.04181858591608806
305,0.75,0.8333333333333333,0.9797864278059448,0.04176156073335337
306,0.5,0.5555555555555556,0.653174055838381,0.041704481738888424
307,0.0,0.0,-5.068809674699342e-05,0.04164734862192091
308,0.0,0.0,-5.068809674699342e-05,0.041590161091747464
309,0.75,0.8333333333333333,0.9797864278059448,0.04153291887828904
310,0.0,0.0,-5.068809674699342e-05,0.04147562173255152
311,-0.75,-0.8333333333333333,-0.9798878039994388,0.0414182694273297
312,-0.75,-0.8333333333333333,-0.9798878039994388,0.041360861758133936
313,-0.25,-0.2777777777777778,-0.32666306006431095,0.041303398543786764
314,-1.7,-1.8888888888888888,-2.2210148174761817,0.04124587962677961
315,0.15000000000000002,0.16666666666666669,0.19591673508379143,0.04118830487397059
316,0.6,0.6666666666666666,0.7838190046254064,0.041130674177412126
317,-0.5,-0.5555555555555556,-0.6532754320318749,0.04107298745521244
318,-0.5,-0.5555555555555556,-0.6532754320318749,0.04101524465243126
319,0.5,0.5555555555555556,0.653174055838381,0.040957445742018796
320,3.1,3.4444444444444446,4.049942724301046,0.04089959072585084
321,-1.0,-1.1111111111111112,-1.3065001759670027,0.0408416796358529
322,1.3,1.4444444444444444,1.6983336461345855,0.04078371253489519
323,0.35,0.38888888888888884,0.4572066326578425,0.040725689517626236
324,0.0,0.0,-5.068809674699342e-05,0.040667610711551776
325,-0.95,-1.0555555555555556,-1.24117770157349,0.040609476278164094
326,0.0,0.0,-5.068809674699342e-05,0.04055128641394329
327,-0.5,-0.5555555555555556,-0.6532754320318749,0.040493041351547104
328,0.25,0.2777777777777778,0.32656168387081697,0.040434741361490965
329,1.55,1.7222222222222223,2.0249460181021495,0.04037638675351334
330,0.35,0.38888888888888884,0.4572066326578425,0.04031797787777171
331,0.5,0.5555555555555556,0.653174055838381,0.040259515126381304
332,0.0,0.0,-5.068809674699342e-05,0.04020099893520134
333,2.0,2.2222222222222223,2.612848287643765,0.04014242978548156
334,0.9,1.0,1.1757538509864833,0.04008380820545189
335,0.0,0.0,-5.068809674699342e-05,0.040025134772264805
336,1.5,1.6666666666666665,1.9596235437086367,0.039966410113864204
337,-1.5,-1.6666666666666665,-1.9597249199021305,0.039907634910782544
338,0.0,0.0,-5.068809674699342e-05,0.039848809898025875
339,0.15000000000000002,0.16666666666666669,0.19591673508379143,0.039789935866765776
340,0.25,0.2777777777777778,0.32656168387081697,0.03973101366615317
341,0.0,0.0,-5.068809674699342e-05,0.03967204420520956
342,0.9,1.0,1.1757538509864833,0.03961302845499621
343,-1.0,-1.1111111111111112,-1.3065001759670027,0.039553967450713726
344,-0.25,-0.2777777777777778,-0.32666306006431095,0.039494862294050366
345,0.0,0.0,-5.068809674699342e-05,0.03943571415548749
346,-0.25,-0.2777777777777778,-0.32666306006431095,0.03937652427706608
347,1.8,2.0,2.3515583900697137,0.039317293975384575
348,0.25,0.2777777777777778,0.32656168387081697,0.039258024644762336
349,-0.25,-0.2777777777777778,-0.32666306006431095,0.0391987177605046
350,0.25,0.2777777777777778,0.32656168387081697,0.03913937488195222
351,0.9,1.0,1.1757538509864833,0.039079997655708305
352,-1.1,-1.2222222222222223,-1.4371451247540286,0.03902058781832979
353,-0.75,-0.8333333333333333,-0.9798878039994388,0.038961147199218144
354,0.0,0.0,-5.068809674699342e-05,0.03890167772426123
355,-0.4,-0.4444444444444445,-0.5226304832448493,0.03884218141958841
356,-2.5,-2.7777777777777777,-3.2661744077723864,0.03878266041602522
357,-1.0,-1.1111111111111112,-1.3065001759670027,0.03872311695344256
358,1.75,1.9444444444444444,2.2862359156762007,0.03866355338516452
359,-1.1,-1.2222222222222223,-1.4371451247540286,0.03860397218249683
360,-1.55,-1.7222222222222223,-2.0250473942956435,0.038544375939241364
361,0.10000000000000009,0.1111111111111112,0.13059426069027869,0.03848476737652308
362,-0.6,-0.6666666666666666,-0.7839203808189005,0.03842514934792636
363,0.65,0.7222222222222222,0.8491414790189192,0.038365524844857876
364,-1.2000000000000002,-1.3333333333333335,-1.5677900735410542,0.03830589700208555
365,-1.25,-1.3888888888888888,-1.6331125479345667,0.03824626910334137
366,1.1,1.2222222222222223,1.4370437485605345,0.03818664458703017
367,-0.3500000000000001,-0.38888888888888895,-0.4573080088513366,0.03812702705204427
368,0.45000000000000007,0.5000000000000001,0.5878515814448683,0.03806742026404172
369,0.5,0.5555555555555556,0.653174055838381,0.03800782816166152
370,0.6,0.6666666666666666,0.7838190046254064,0.03794825486295401
371,-0.5,-0.5555555555555556,-0.6532754320318749,0.03788870467247375
372,0.0,0.0,-5.068809674699342e-05,0.037829182088610455
373,-1.35,-1.5,-1.7637574967215923,0.0377696918107789
374,3.0500000000000003,3.3888888888888893,3.984620249907534,0.03771023874721355
375,1.0499999999999998,1.1666666666666665,1.3717212741670215,0.03765082802289485
376,0.5,0.5555555555555556,0.653174055838381,0.0375914649876783
377,0.5,0.5555555555555556,0.653174055838381,0.03753215522471107
378,0.0,0.0,-5.068809674699342e-05,0.03747290455900075
379,0.5,0.5555555555555556,0.653174055838381,0.03741371906654337
380,-0.75,-0.8333333333333333,-0.9798878039994388,0.037354605083245014
381,0.0,0.0,-5.068809674699342e-05,0.03729556921437979
382,0.0,0.0,-5.068809674699342e-05,0.03723661834557473
383,0.8999999999999999,0.9999999999999999,1.175753850986483,0.037177759653599624
384,-1.0,-1.1111111111111112,-1.3065001759670027,0.03711900061720009
385,0.0,0.0,-5.068809674699342e-05,0.03706034902846414
386,1.25,1.3888888888888888,1.6330111717410727,0.03700181300402565
387,0.65,0.7222222222222222,0.8491414790189192,0.03694340099697727
388,0.35,0.38888888888888884,0.4572066326578425,0.03688512180904059
389,-0.25,-0.2777777777777778,-0.32666306006431095,0.03682698460307245
390,-0.8500000000000001,-0.9444444444444445,-1.1105327527864646,0.03676899891655986
391,0.15000000000000002,0.16666666666666669,0.19591673508379143,0.036711174676229204
392,0.8,0.888888888888889,1.0451089021994577,0.036653522211855534
393,0.6,0.6666666666666666,0.7838190046254064,0.03659605227035825
394,0.25,0.2777777777777778,0.32656168387081697,0.036538776029181874
395,-0.5,-0.5555555555555556,-0.6532754320318749,0.036481705110275285
396,0.55,0.6111111111111112,0.7184965302318937,0.036424851595204435
397,0.0,0.0,-5.068809674699342e-05,0.03636822803994521
398,0.0,0.0,-5.068809674699342e-05,0.036311847490234445
399,0.0,0.0,-5.068809674699342e-05,0.036255723496070695
400,-0.25,-0.2777777777777778,-0.32666306006431095,0.03619987012542255
401,-1.25,-1.3888888888888888,-1.6331125479345667,0.036144301977994064
402,0.85,0.9444444444444444,1.1104313765929705,0.03608903419854474
403,0.0,0.0,-5.068809674699342e-05,0.03603408249028419
404,0.0,0.0,-5.068809674699342e-05,0.035979463128029736
405,-1.9,-2.111111111111111,-2.482304715050233,0.03592519297091164
406,-2.25,-2.5,-2.9395620358048227,0.035871289474457925
407,-0.75,-0.8333333333333333,-0.9798878039994388,0.03581777070175206
408,0.0,0.0,-5.068809674699342e-05,0.03576465533389315
409,-0.75,-0.8333333333333333,-0.9798878039994388,0.035711962680128065
410,0.0,0.0,-5.068809674699342e-05,0.035659712686611805
