,textblob,textblob_rstd,textblob_rzstd,textblob_smalowess_rzstd
0,0.0,0.0,-0.04743837141515752,0.0008137992852471415
1,0.0,0.0,-0.04743837141515752,0.0007144187253949011
2,0.07500000000000001,0.07500000000000001,0.2109767220468614,0.0006150463317963675
3,1.0,1.0,3.3980962080784276,0.0005156821871213194
4,1.9527777777777775,1.9527777777777775,6.680924987984815,0.0004163263779520699
5,0.635,0.635,2.140476086563269,0.00031697899478370776
6,0.275,0.275,0.9000836379455786,0.00021764013202599998
7,0.0,0.0,-0.04743837141515752,0.00011830988800285489
8,0.0,0.0,-0.04743837141515752,1.8988364952361858e-05
9,0.0,0.0,-0.04743837141515752,-8.032433101559261e-05
10,0.0,0.0,-0.04743837141515752,-0.00017962809009288393
11,0.0,0.0,-0.04743837141515752,-0.0002789227988578884
12,0.0,0.0,-0.04743837141515752,-0.0003782083404328085
13,0.0,0.0,-0.04743837141515752,-0.0004774845945986126
14,0.0,0.0,-0.04743837141515752,-0.0005767514380639791
15,0.0,0.0,-0.04743837141515752,-0.0006760087444382755
16,0.0,0.0,-0.04743837141515752,-0.0007752563842418309
17,0.0,0.0,-0.04743837141515752,-0.0008744942250380959
18,0.0,0.0,-0.04743837141515752,-0.0009737221315610614
19,0.0,0.0,-0.04743837141515752,-0.0010729399660807657
20,0.0,0.0,-0.04743837141515752,-0.0011721475884219693
21,0.0,0.0,-0.04743837141515752,-0.0012713448555488093
22,0.0,0.0,-0.04743837141515752,-0.0013705316210224146
23,0.0,0.0,-0.04743837141515752,-0.0014697077348149055
24,0.0,0.0,-0.04743837141515752,-0.001568873043332889
25,0.0,0.0,-0.04743837141515752,-0.0016680273895849343
26,0.0,0.0,-0.04743837141515752,-0.0017671706132826722
27,0.0,0.0,-0.04743837141515752,-0.0018663025511001493
28,0.0,0.0,-0.04743837141515752,-0.0019654230368781667
29,0.0,0.0,-0.04743837141515752,-0.002064531901841332
30,0.0,0.0,-0.04743837141515752,-0.002163628975066075
31,0.0,0.0,-0.04743837141515752,-0.0022627140837018214
32,0.0,0.0,-0.04743837141515752,-0.0023617870533878833
33,0.0,0.0,-0.04743837141515752,-0.002460847708361842
34,0.0,0.0,-0.04743837141515752,-0.0025598958714646704
35,0.0,0.0,-0.04743837141515752,-0.002658931364134401
36,0.0,0.0,-0.04743837141515752,-0.002757954006369442
37,0.0,0.0,-0.04743837141515752,-0.002856963616723303
38,0.2,0.2,0.6416685444835595,-0.0029559600121905356
39,0.0,0.0,-0.04743837141515752,-0.0030549430077349508
40,0.0,0.0,-0.04743837141515752,-0.003153912416172575
41,0.0,0.0,-0.04743837141515752,-0.0032528680482382917
42,0.0,0.0,-0.04743837141515752,-0.003351809712896638
43,-0.2,-0.2,-0.7365452873138746,-0.0034507372174259984
44,0.0,0.0,-0.04743837141515752,-0.0035496503675369463
45,0.0,0.0,-0.04743837141515752,-0.003648548967835108
46,0.2,0.2,0.6416685444835595,-0.003747432822014073
47,0.2,0.2,0.6416685444835595,-0.0038463017331651366
48,0.0,0.0,-0.04743837141515752,-0.003945155503938163
49,0.0,0.0,-0.04743837141515752,-0.004043993936871208
50,0.0,0.0,-0.04743837141515752,-0.004142816834525612
51,0.0,0.0,-0.04743837141515752,-0.00424162399964694
52,0.0,0.0,-0.04743837141515752,-0.004340415235061058
53,0.0,0.0,-0.04743837141515752,-0.004439190343638585
54,0.1,0.1,0.297115086534201,-0.0045379491283621155
55,-0.2,-0.2,-0.7365452873138746,-0.004636691392650265
56,0.0,0.0,-0.04743837141515752,-0.004735416940679682
57,-0.75,-0.75,-2.6315893060353464,-0.004834125577451016
58,0.0,0.0,-0.04743837141515752,-0.004932817108765104
59,0.1,0.1,0.297115086534201,-0.005031491341119512
60,-0.7,-0.7,-2.459312577060667,-0.005130148081685479
61,0.16,0.16,0.5038471613038161,-0.005228787138310253
62,0.0,0.0,-0.04743837141515752,-0.005327408319634874
63,0.0,0.0,-0.04743837141515752,-0.00542601143562507
64,0.0,0.0,-0.04743837141515752,-0.005524596297921334
65,-0.15555555555555559,-0.15555555555555559,-0.5834104171141598,-0.005623162719711661
66,0.0,0.0,-0.04743837141515752,-0.005721710515684335
67,0.0,0.0,-0.04743837141515752,-0.005820239502029414
68,0.0,0.0,-0.04743837141515752,-0.005918749496440942
69,0.0,0.0,-0.04743837141515752,-0.006017240318093014
70,0.0,0.0,-0.04743837141515752,-0.006115711787474537
71,-0.125,-0.125,-0.4781301938518557,-0.0062141637260387525
72,0.0,0.0,-0.04743837141515752,-0.006312595955823908
73,0.0,0.0,-0.04743837141515752,-0.006411008299401893
74,0.0,0.0,-0.04743837141515752,-0.00650940058005638
75,-0.1,-0.1,-0.3919918293645161,-0.006607772622135857
76,0.0,0.0,-0.04743837141515752,-0.006706124251250827
77,0.3142857142857143,0.3142857142857143,1.0354439249971121,-0.006804455294235858
78,0.95,0.95,3.225819479103748,-0.006902765578865347
79,-0.45,-0.45,-1.5979289321872707,-0.007001054933786024
80,0.0,0.0,-0.04743837141515752,-0.007099323188437771
81,-0.16666666666666666,-0.16666666666666666,-0.6216941346640884,-0.007197570172756815
82,0.0,0.0,-0.04743837141515752,-0.007295795717233692
83,-0.1875,-0.1875,-0.6934761050702047,-0.007393999652953826
84,0.0,0.0,-0.04743837141515752,-0.007492181811626933
85,0.0,0.0,-0.04743837141515752,-0.0075903420256920335
86,0.0,0.0,-0.04743837141515752,-0.00768848012834732
87,0.0,0.0,-0.04743837141515752,-0.007786595953587574
88,0.0,0.0,-0.04743837141515752,-0.007884689336271802
89,0.1,0.1,0.297115086534201,-0.007982760111903457
90,0.0,0.0,-0.04743837141515752,-0.008080808116419225
91,0.0,0.0,-0.04743837141515752,-0.008178833185574833
92,0.0,0.0,-0.04743837141515752,-0.00827683515476252
93,0.0,0.0,-0.04743837141515752,-0.008374813858877905
94,0.0,0.0,-0.04743837141515752,-0.008472769132292697
