,sentimentr_huliu,sentimentr_huliu_rstd,sentimentr_huliu_rzstd,sentimentr_huliu_smalowess_rzstd
0,0.0,0.0,0.08624107307537562,0.10285074376422354
1,-0.2886751345948129,-1.527525231651947,-0.8104928364146787,0.10274862276312009
2,-0.35143412067764646,-1.8596145710714294,-1.0054459314385493,0.10264655749725346
3,-0.2886751345948129,-1.527525231651947,-0.8104928364146787,0.10254454807989334
4,0.0,0.0,0.08624107307537562,0.1024425946228077
5,0.0,0.0,0.08624107307537562,0.10234069723716324
6,0.0,0.0,0.08624107307537562,0.1022388560336255
7,0.31622776601683794,1.6733200530681513,1.068563853690373,0.10213707112242526
8,0.0,0.0,0.08624107307537562,0.1020353426136636
9,0.0,0.0,0.08624107307537562,0.10193367061699897
10,0.47140452079103173,2.4944382578492945,1.5506014152765402,0.10183205524150818
11,0.680336051416609,3.6000000000000005,2.1996215968609,0.10173049659564508
12,0.0,0.0,0.08624107307537562,0.10162899478719721
13,-0.30151134457776363,-1.5954480704349314,-0.8503669488047296,0.10152754992346204
14,-0.8017837257372732,-4.242640687119286,-2.4044017595851606,0.10142616211196522
15,0.0,0.0,0.08624107307537562,0.10132483146026874
16,-0.5773502691896258,-3.055050463303894,-1.707226745904733,0.10122355807521548
17,-0.08944271909999156,-0.4732863826479692,-0.19160176671938023,0.10112234206022454
18,0.0,0.0,0.08624107307537562,0.1010211835137919
19,0.0,0.0,0.08624107307537562,0.10092008252924065
20,0.0,0.0,0.08624107307537562,0.10081903919470267
21,-1.8721131622601483,-9.90629170702213,-5.729248914857575,0.10071805359328984
22,0.0,0.0,0.08624107307537562,0.10061712580389601
23,0.0,0.0,0.08624107307537562,0.1005162559013781
24,0.0,0.0,0.08624107307537562,0.10041544395630116
25,0.0,0.0,0.08624107307537562,0.10031469003406232
26,-0.4082482904638631,-2.1602468994692874,-1.1819321835653067,0.1002139941946435
27,0.0,0.0,0.08624107307537562,0.10011335649258409
28,0.7071067811865475,3.7416573867739413,2.2827815863771224,0.10001277697686833
29,0.31622776601683794,1.6733200530681513,1.068563853690373,0.0999122556905639
30,0.0,0.0,0.08624107307537562,0.09981179267077397
31,0.35355339059327373,1.8708286933869707,1.1845113297262488,0.09971138794892488
32,-0.22360679774997896,-1.1832159566199232,-0.6083660264115142,0.09961104155106947
33,0.23533936216582085,1.2452988519906503,0.8172939453224624,0.09951075349792235
34,0.0,0.0,0.08624107307537562,0.09941052380483067
35,0.0,0.0,0.08624107307537562,0.09931035248189335
36,0.0,0.0,0.08624107307537562,0.09921023953471828
37,-0.5388159060803247,-2.851145779868949,-1.5875244718269368,0.09911018496528573
38,0.0,0.0,0.08624107307537562,0.09901018877201162
39,0.0,0.0,0.08624107307537562,0.09891025094939562
40,0.0,0.0,0.08624107307537562,0.098810371487901
41,0.4472135954999579,2.3664319132398464,1.4754552720491552,0.09871055037357725
42,0.0,0.0,0.08624107307537562,0.09861078758661566
43,0.0,0.0,0.08624107307537562,0.09851108310083599
44,0.0,0.0,0.08624107307537562,0.09841143688362321
45,0.3753259453027346,1.986038223722534,1.2521451012722649,0.0983118488959025
46,-0.5,-2.6457513110645907,-1.4669476190312691,0.09821231909210791
47,0.7267220926874316,3.8454518590147506,2.3437141464077675,0.09811284742003766
48,-0.22941573387056174,-1.2139539573337679,-0.6264107742028322,0.09801343382033707
49,0.7559289460184544,4.0,2.4344416550592913,0.09791407822635002
50,-0.2,-1.0583005244258363,-0.5350344037672824,0.0978147805640975
51,-0.20412414523193154,-1.0801234497346437,-0.5478455552449656,0.09771554075225532
52,-0.22360679774997896,-1.1832159566199232,-0.6083660264115142,0.09761635870205009
53,-0.5,-2.6457513110645907,-1.4669476190312691,0.09751723431693239
54,-0.42640143271122083,-2.256304299271065,-1.2383226940949057,0.09741816749247706
55,0.0,0.0,0.08624107307537562,0.09731915811635927
56,-0.23570226039551587,-1.2472191289246473,-0.6459390980252067,0.09722020606834066
57,0.0,0.0,0.08624107307537562,0.09712131122027129
58,0.0,0.0,0.08624107307537562,0.09702247343620102
59,-0.2886751345948129,-1.527525231651947,-0.8104928364146787,0.09692369257242166
