,sentimentr_sentiword,sentimentr_sentiword_rstd,sentimentr_sentiword_rzstd,sentimentr_sentiword_smalowess_rzstd
0,0.0,0.0,0.021295183345902833,0.007198863863514333
1,0.08118988160479113,0.3800689926892583,0.45391391917186774,0.007141964266457231
2,-0.03944235602153364,-0.18463897503098176,-0.18887265854224913,0.007085144429952845
3,-0.3028511456686653,-1.4177176711424713,-1.5924413709255532,0.0070284046329208245
4,0.0,0.0,0.021295183345902833,0.006971745152540047
5,0.0629940788348712,0.2948901465911778,0.35695793110947327,0.006915166263562857
6,0.15354806715999855,0.7187947323159959,0.8394731310196059,0.0068586682381392315
7,0.15218461239560324,0.7124120788542804,0.8322079883088449,0.006802251345821726
8,-0.047631498454927174,-0.2229742830044457,-0.23250834783021593,0.006745915853645298
9,0.17622627126862592,0.8249567567111487,0.9603135091351296,0.006689662025789971
10,-0.001964185503295965,-0.009194815793997757,0.010829058348949486,0.006633490123392044
11,0.4252100321353806,1.9905084894904501,2.287018730750003,0.006577400404452704
12,0.0,0.0,0.021295183345902833,0.0065213931244425686
13,-0.15075567228888181,-0.705722873053753,-0.7820035415085105,0.006465468536427734
14,-0.016703827619526525,-0.07819455838489384,-0.06771084357984604,0.006409626891339294
15,-0.08574631511356948,-0.40139873304245494,-0.4356024215396079,0.006353868438077289
16,-0.14433756729740646,-0.6756782092253482,-0.7478047914558126,0.00629819342287464
17,-0.011180339887498945,-0.052337809034500464,-0.038279044533608905,0.006242602088231598
18,0.09107142857142857,0.42632684560870215,0.5065675537407759,0.006187094672400331
19,-0.3958333333333333,-1.8529892309136402,-2.0878951847102445,0.0061316714092328195
20,-0.20423043221920784,-0.9560508417524975,-1.0669427800242792,0.006076332528239956
21,-0.9691363584570475,-4.536755963388051,-5.142729421093544,0.006021078254628135
22,0.375,1.7554634819181856,2.019475532030674,0.005965908809984545
23,0.03120188603766914,0.14606339068293622,0.18755383807222875,0.0059108244122273125
24,-0.10714492392186492,-0.5015706699139629,-0.5496245004994181,0.00585582527530442
25,0.0037688918072220443,0.01764307182634382,0.04137765146726315,0.005800911608950346
26,-0.4082482904638631,-1.9111065745729063,-2.1540480470248804,0.005746083618231354
27,0.0,0.0,0.021295183345902833,0.005691341503580643
28,0.08838834764831843,0.41376671072989907,0.4922708082088035,0.005636685460966298
29,0.1343968005571561,0.6291431345726112,0.7374259721443451,0.005582115681618921
30,-0.07511565157216644,-0.35163408868114276,-0.3789571335878447,0.005527632352535561
31,-0.08838834764831843,-0.41376671072989907,-0.44968044151699776,0.00547323565721757
32,-0.11413263635155178,-0.5342818005605258,-0.586858392924113,0.0054189257759835515
33,0.012257258446136503,0.05737911890833566,0.08660775122809054,0.005364702886390753
34,0.1102396379610246,0.5160577565345611,0.6087049919321511,0.00531056716374203
35,-0.19485571585149872,-0.9121655824542201,-1.016989782636413,0.005256518781331062
36,-0.1954339899926429,-0.9148726201537299,-1.0200711053697114,0.00520255791038611
37,-0.5032690233875255,-2.355921045699814,-2.660364210346711,0.0051486847196563655
38,0.013810679320049755,0.06465104855154673,0.09488512473073106,0.0050948993751751765
39,0.19445436482630057,0.910286763605778,1.0574415580442842,0.00504120204000747
40,0.0,0.0,0.021295183345902833,0.004987592873956192
41,0.15372967345311053,0.7196448742243815,0.8404408166891894,0.004934072033051497
42,0.0,0.0,0.021295183345902833,0.004880639668347679
43,0.0,0.0,0.021295183345902833,0.004827295925310093
44,0.040572916666666674,0.18993139616864815,0.23748719607165797,0.0047740409435301405
45,0.0,0.0,0.021295183345902833,0.004720874856637054
46,0.10416666666666667,0.48762874497727376,0.5763452802027837,0.004667797792569924
47,0.4420892730515209,2.069524198905873,2.3769594440815967,0.004614809873557165
48,-0.0788616585180056,-0.36917003107162943,-0.39891766016174457,0.004561911215853214
49,-0.1417366773784602,-0.6635028298301501,-0.7339459991221307,0.004509101929676151
50,-0.4104166666666667,-1.9212572552104588,-2.165602198270208,0.004456382119201173
51,0.01786086270779401,0.08361091263756465,0.11646644967462459,0.004403751882603994
52,0.0,0.0,0.021295183345902833,0.0043512113120032616
53,-0.0625,-0.2925772469863643,-0.31173487476822576,0.004298760493256021
54,0.04264014327112209,0.19960857166990473,0.24850237361112776,0.004246399505884579
55,0.09021097956087903,0.4222988807658426,0.501982667596975,0.004194128423046591
56,0.11294066643951801,0.5287019081548711,0.6230973706707204,0.004141947311510637
57,0.05953620902598002,0.27870304212521546,0.3385327377749754,0.004089856231634154
