,sentimentr_socal_google,sentimentr_socal_google_rstd,sentimentr_socal_google_rzstd,sentimentr_socal_google_smalowess_rzstd
0,0.0,0.0,-0.1635349090392569,0.020855694038903347
1,0.03957551776221446,1.0012713917212246,-0.08638851749683606,0.02077193951460113
2,-0.19397031444718135,-4.907501851676731,-0.5416502356878962,0.02068826395196089
3,-0.04395642677876377,-1.1121095845241615,-0.24922120963184105,0.020604667594013734
4,0.0,0.0,-0.1635349090392569,0.02052115067968346
5,0.0,0.0,-0.1635349090392569,0.020437713443791507
6,0.0,0.0,-0.1635349090392569,0.020354356117064702
7,0.0,0.0,-0.1635349090392569,0.020271078926157003
8,-0.033914142820729166,-0.8580370618313239,-0.2296453199400985,0.020187882093689217
9,0.0,0.0,-0.1635349090392569,0.02010476583822064
10,0.5980678624762031,15.131280015167087,1.0023065024300282,0.020021730374272118
11,1.694827536906975,42.87959886722014,3.140270982893717,0.019938775912417227
12,0.0,0.0,-0.1635349090392569,0.01985590265933255
13,-0.6579793283659784,-16.6470564401767,-1.446164518534997,0.01977311081784983
14,0.0,0.0,-0.1635349090392569,0.01969040058705971
15,0.24785677151472188,6.270843910449665,0.31962378661200974,0.019607772162342354
16,0.0,0.0,-0.1635349090392569,0.01952522573530287
17,0.0,0.0,-0.1635349090392569,0.019442761493407797
18,-0.1438855222,-3.6403429495818616,-0.4440176281693418,0.019360379619892825
19,-0.166113497,-4.2027167736431075,-0.48734764996259083,0.019278080293760675
20,0.7265649370200027,18.382291042581045,1.2527918071169657,0.019195863689775754
21,-0.1823845516980966,-4.61437889466001,-0.5190655712312289,0.01911372997846026
22,-0.0378835545,-0.9584642597848194,-0.2373830781531941,0.019031679326066937
23,0.5749073627397655,14.545313055912217,0.9571586665452053,0.018949711894575647
24,-0.06140228131772569,-1.55349446188565,-0.28322922269540957,0.018867827841701976
25,0.5719077317747312,14.469421574490397,0.9513113468385695,0.018786027320907384
26,0.0,0.0,-0.1635349090392569,0.018704310481417026
27,0.0,0.0,-0.1635349090392569,0.018622677468241346
28,0.0,0.0,-0.1635349090392569,0.01854112842215815
29,0.0,0.0,-0.1635349090392569,0.01845966347970344
30,0.0,0.0,-0.1635349090392569,0.01837828277313043
31,0.0,0.0,-0.1635349090392569,0.01829698643033165
