,pattern,pattern_rstd,pattern_rzstd,pattern_smalowess_rzstd
0,0.0,0.0,-0.10423262514961416,0.0770285726561073
1,-0.3625,-14.499999999999998,-1.6505096303187992,0.07686229060133948
2,-0.05,-2.0,-0.31751221206950175,0.07669605042190145
3,-0.6999999999999998,-27.999999999999993,-3.09014684202804,0.07652985220399149
4,0.0,0.0,-0.10423262514961416,0.07636369602939709
5,0.0,0.0,-0.10423262514961416,0.07619758197563908
6,0.0,0.0,-0.10423262514961416,0.07603151011602058
7,0.2,8.0,0.7488857225299363,0.07586548051974844
8,-0.1875,-7.5,-0.9040310760991926,0.07569949325230013
9,-0.02777777777777779,-1.1111111111111116,-0.22272128454955178,0.0755335483756061
10,0.4,16.0,1.6020040702094869,0.07536764594812335
11,1.0,40.0,4.161359113248138,0.0752017860248967
12,0.0,0.0,-0.10423262514961416,0.0750359686576127
13,-0.7,-27.999999999999996,-3.0901468420280405,0.07487019389466516
14,-0.16666666666666666,-6.666666666666666,-0.8151645815492394,0.07470446178114153
15,0.35000000000000003,14.0,1.388724483289599,0.07453877235860107
16,-0.8,-32.0,-3.516706015867816,0.0743731256648396
17,-0.1875,-7.5,-0.9040310760991926,0.07420752173303714
18,0.0,0.0,-0.10423262514961416,0.07404196059168983
19,0.0,0.0,-0.10423262514961416,0.07387644226511977
20,0.0,0.0,-0.10423262514961416,0.07371096677367957
21,-0.2916666666666667,-11.666666666666666,-1.3483635488489585,0.07354553413392936
22,0.5,20.0,2.028563244049262,0.07338014435915752
23,0.0,0.0,-0.10423262514961416,0.07321479745955561
24,0.0,0.0,-0.10423262514961416,0.07304949344227396
25,0.3666666666666667,14.666666666666668,1.4598176789295618,0.07288423231148038
26,0.0,0.0,-0.10423262514961416,0.07271901406842833
27,0.0,0.0,-0.10423262514961416,0.07255383871155097
28,0.0,0.0,-0.10423262514961416,0.07238870623653035
29,0.5,20.0,2.028563244049262,0.07222361663647098
30,0.0,0.0,-0.10423262514961416,0.07205856990231492
31,0.0,0.0,-0.10423262514961416,0.07189356602239738
32,-0.1,-4.0,-0.5307917989893893,0.07172860498181653
33,0.2708333333333333,10.833333333333332,1.051031803999777,0.07156368676233642
34,0.0,0.0,-0.10423262514961416,0.07139881134244157
35,-0.05,-2.0,-0.31751221206950175,0.07123397869761357
36,-0.25,-10.0,-1.170630559749052,0.07106918880123651
37,0.225,9.0,0.8555255159898801,0.07090444162477957
38,-0.13333333333333333,-5.333333333333333,-0.6729781902693145,0.07073973713793412
39,0.0,0.0,-0.10423262514961416,0.07057507530783584
40,0.0,0.0,-0.10423262514961416,0.07041045609883094
41,0.7,27.999999999999996,2.881681591728812,0.07024587947227726
42,0.0,0.0,-0.10423262514961416,0.07008134538630253
43,0.0,0.0,-0.10423262514961416,0.06991685379521935
44,-0.1,-4.0,-0.5307917989893893,0.06975240464941919
45,0.33,13.2,1.303412648521644,0.06958799789541303
46,0.11818181818181818,4.727272727272727,0.39988276211557466,0.06942363347580202
47,0.41666666666666663,16.666666666666664,1.673097265849449,0.06925931132902949
48,-0.09204545454545454,-3.6818181818181817,-0.4968609556157708,0.06909503138936234
49,0.14285714285714285,5.7142857142857135,0.5051376231929219,0.06893079358699443
50,-0.07692307692307693,-3.076923076923077,-0.43235506656482586,0.06876659784810314
51,-0.16666666666666666,-6.666666666666666,-0.8151645815492394,0.06860244409488787
52,-0.1,-4.0,-0.5307917989893893,0.0684383322456123
53,0.75,30.0,3.0949611786487,0.06827426221457569
54,0.15000000000000002,6.000000000000001,0.5356061356100488,0.06811023391189423
55,0.0,0.0,-0.10423262514961416,0.0679462472434097
56,0.0,0.0,-0.10423262514961416,0.06778230211046515
57,0.0,0.0,-0.10423262514961416,0.06761839840977008
58,0.0,0.0,-0.10423262514961416,0.0674545360334728
59,-0.3,-11.999999999999998,-1.3839101466689396,0.06729071486948618
60,-0.15,-5.999999999999999,-0.7440713859092769,0.06712693480157599
61,0.011111111111111118,0.4444444444444447,-0.05683716138963912,0.06696319570940153
62,0.06874999999999998,2.749999999999999,0.1890268068652312,0.06679949746880251
63,0.35,13.999999999999998,1.388724483289599,0.06663583995190672
64,-0.05,-2.0,-0.31751221206950175,0.06647222302716671
65,0.0,0.0,-0.10423262514961416,0.06630864655940125
66,0.0,0.0,-0.10423262514961416,0.06614511040974055
67,0.30000000000000004,12.000000000000002,1.1754448963697117,0.0659816144352757
68,0.0,0.0,-0.10423262514961416,0.06581815848900018
69,-0.06666666666666667,-2.6666666666666665,-0.3886054077094643,0.06565474241984229
70,0.0,0.0,-0.10423262514961416,0.06549136607261667
71,0.0,0.0,-0.10423262514961416,0.06532802928766318
72,0.3333333333333333,13.333333333333332,1.3176312876496366,0.06516473190058346
73,0.0,0.0,-0.10423262514961416,0.06500147374219113
74,0.1,4.0,0.3223265486901611,0.06483825463844277
75,-0.1,-4.0,-0.5307917989893893,0.06467507441043781
76,0.0,0.0,-0.10423262514961416,0.06451193287443924
77,0.0,0.0,-0.10423262514961416,0.06434882984190161
78,-0.08333333333333333,-3.333333333333333,-0.45969860334942686,0.06418576511949005
79,0.011458333333333341,0.45833333333333365,-0.05535605314713988,0.06402273850908363
80,0.27291666666666664,10.916666666666664,1.059918453454772,0.06385974980770315
81,-0.4,-16.0,-1.810469320508715,0.0636967988075523
82,0.0,0.0,-0.10423262514961416,0.06353388529620808
83,0.0,0.0,-0.10423262514961416,0.06337100905668673
84,0.0,0.0,-0.10423262514961416,0.06320816986747405
