,pysentimentr_sentiword,pysentimentr_sentiword_rstd,pysentimentr_sentiword_rzstd,pysentimentr_sentiword_smalowess_rzstd
0,0.0,0.0,-0.01794308560797571,-0.14667678203021547
1,0.125,0.2727272727272727,0.22450116060806413,-0.14667550020028688
2,-1.0625,-2.318181818181818,-2.078719178444314,-0.1466741329461348
3,0.625,1.3636363636363635,1.1942781454722233,-0.14667268004144943
4,1.1375,2.4818181818181815,2.1882995549579864,-0.14667114125951605
5,-1.21875,-2.6590909090909087,-2.381774486214364,-0.14666951637306114
6,-0.375,-0.8181818181818181,-0.7452758242560951,-0.14666780515419583
7,0.0,0.0,-0.01794308560797571,-0.14666600737440202
8,0.0,0.0,-0.01794308560797571,-0.14666412280451313
9,0.0,0.0,-0.01794308560797571,-0.14666215121468823
10,0.0,0.0,-0.01794308560797571,-0.14666009237438862
11,0.0,0.0,-0.01794308560797571,-0.14665794605238794
12,0.0,0.0,-0.01794308560797571,-0.1466557120167508
13,0.0,0.0,-0.01794308560797571,-0.14665339003484965
14,0.0,0.0,-0.01794308560797571,-0.1466509798733504
15,0.0,0.0,-0.01794308560797571,-0.1466484812982204
16,0.0,0.0,-0.01794308560797571,-0.1466458940747393
17,0.0,0.0,-0.01794308560797571,-0.1466432179675166
18,0.0,0.0,-0.01794308560797571,-0.14664045274061244
19,0.0,0.0,-0.01794308560797571,-0.14663759815757488
20,0.0,0.0,-0.01794308560797571,-0.14663465398140385
21,0.0,0.0,-0.01794308560797571,-0.14663161997447252
22,0.0,0.0,-0.01794308560797571,-0.14662849589855606
23,0.0,0.0,-0.01794308560797571,-0.14662528151476312
24,0.0,0.0,-0.01794308560797571,-0.1466219765835085
25,0.0,0.0,-0.01794308560797571,-0.14661858086458962
26,0.0,0.0,-0.01794308560797571,-0.14661509411756923
27,0.0,0.0,-0.01794308560797571,-0.14661151610176706
28,0.0,0.0,-0.01794308560797571,-0.14660784657642656
29,0.0,0.0,-0.01794308560797571,-0.14660408530114477
30,0.0,0.0,-0.01794308560797571,-0.146600232036025
31,0.0,0.0,-0.01794308560797571,-0.14659628654191062
32,0.0,0.0,-0.01794308560797571,-0.14659224858023184
33,0.0,0.0,-0.01794308560797571,-0.14658811791320808
34,0.0,0.0,-0.01794308560797571,-0.14658389430431776
35,0.0,0.0,-0.01794308560797571,-0.1465795775185988
36,0.0,0.0,-0.01794308560797571,-0.1465751673225525
37,0.0,0.0,-0.01794308560797571,-0.14657066348377795
38,0.2,0.43636363636363634,0.369967708337688,-0.14656606577072764
39,-0.6041666666666665,-1.3181818181818177,-1.1897569423188343,-0.14656137395227078
40,-0.9166666666666667,-2.0,-1.7958675578589347,-0.1465565877981088
41,0.625,1.3636363636363635,1.1942781454722233,-0.14655170707935253
42,-0.5,-1.0909090909090908,-0.987720070472135,-0.1465467315682895
