,pysentimentr_lmcd,pysentimentr_lmcd_rstd,pysentimentr_lmcd_rzstd,pysentimentr_lmcd_smalowess_rzstd
0,0.0,0.0,0.26284545192530223,0.08942987942840172
1,0.0,0.0,0.26284545192530223,0.0893210670476444
2,1.0,1.0,2.2774633177418697,0.08921226979403134
3,0.0,0.0,0.26284545192530223,0.08910348767237301
4,1.0,1.0,2.2774633177418697,0.08899472068662095
5,-4.0,-4.0,-7.795626011340968,0.0888859688397715
6,1.0,1.0,2.2774633177418697,0.08877723213377343
7,0.0,0.0,0.26284545192530223,0.08866851056943696
8,0.0,0.0,0.26284545192530223,0.08855980414634296
9,0.0,0.0,0.26284545192530223,0.08845111286263291
10,0.0,0.0,0.26284545192530223,0.08834243671443555
11,0.0,0.0,0.26284545192530223,0.08823377569567126
12,0.0,0.0,0.26284545192530223,0.088125129797975
13,0.0,0.0,0.26284545192530223,0.0880164990106242
14,0.0,0.0,0.26284545192530223,0.08790788332057772
15,0.0,0.0,0.26284545192530223,0.08779928271284591
16,0.0,0.0,0.26284545192530223,0.08769069717052272
17,0.0,0.0,0.26284545192530223,0.08758212667482443
18,0.0,0.0,0.26284545192530223,0.08747357120548818
19,0.0,0.0,0.26284545192530223,0.08736503074080464
20,0.0,0.0,0.26284545192530223,0.08725650525765746
21,0.0,0.0,0.26284545192530223,0.08714799473206519
22,0.0,0.0,0.26284545192530223,0.0870394991397289
23,0.0,0.0,0.26284545192530223,0.08693101845607124
24,0.0,0.0,0.26284545192530223,0.08682255265614151
25,0.0,0.0,0.26284545192530223,0.0867141017145271
26,0.0,0.0,0.26284545192530223,0.08660566560526121
27,0.0,0.0,0.26284545192530223,0.08649724430173072
28,0.0,0.0,0.26284545192530223,0.08638883777659134
29,0.0,0.0,0.26284545192530223,0.086280446001674
30,0.0,0.0,0.26284545192530223,0.08617206894789857
31,0.0,0.0,0.26284545192530223,0.08606370658506786
32,0.0,0.0,0.26284545192530223,0.08595535888131514
33,0.0,0.0,0.26284545192530223,0.08584702580290537
34,0.0,0.0,0.26284545192530223,0.08573870731415914
35,0.0,0.0,0.26284545192530223,0.08563040337748817
36,0.0,0.0,0.26284545192530223,0.0855221139537635
37,0.0,0.0,0.26284545192530223,0.08541383900234592
38,0.0,0.0,0.26284545192530223,0.08530557848100569
39,0.0,0.0,0.26284545192530223,0.0851973323458435
40,0.0,0.0,0.26284545192530223,0.08508910055121145
41,0.0,0.0,0.26284545192530223,0.08498088304963382
42,0.0,0.0,0.26284545192530223,0.08487267979173338
43,0.0,0.0,0.26284545192530223,0.08476449072615728
44,0.0,0.0,0.26284545192530223,0.08465631579949982
45,0.0,0.0,0.26284545192530223,0.0845481549562322
46,0.0,0.0,0.26284545192530223,0.08444000813863232
47,-1.0,-1.0,-1.7517724138912651,0.0843318752867147
48,0.0,0.0,0.26284545192530223,0.08422375633826133
49,0.0,0.0,0.26284545192530223,0.0841156512291543
50,0.0,0.0,0.26284545192530223,0.0840075598934037
51,0.0,0.0,0.26284545192530223,0.08389948226307296
52,0.0,0.0,0.26284545192530223,0.08379141826820535
53,0.0,0.0,0.26284545192530223,0.083683367836751
54,-1.0,-1.0,-1.7517724138912651,0.08357533089450031
55,0.0,0.0,0.26284545192530223,0.08346730736501125
56,0.0,0.0,0.26284545192530223,0.08335929716954188
57,0.0,0.0,0.26284545192530223,0.08325130022698572
58,0.0,0.0,0.26284545192530223,0.08314331645380396
59,0.0,0.0,0.26284545192530223,0.08303534576396245
60,1.0,1.0,2.2774633177418697,0.08292738806887179
61,0.0,0.0,0.26284545192530223,0.08281944327741075
62,0.0,0.0,0.26284545192530223,0.0827115112961399
63,0.0,0.0,0.26284545192530223,0.082603592028903
64,0.0,0.0,0.26284545192530223,0.0824956853764122
65,0.0,0.0,0.26284545192530223,0.08238779123613349
66,0.0,0.0,0.26284545192530223,0.08227990950230639
67,0.0,0.0,0.26284545192530223,0.08217204006615192
68,0.0,0.0,0.26284545192530223,0.08206418281588372
69,0.0,0.0,0.26284545192530223,0.08195633763665855
70,-1.0,-1.0,-1.7517724138912651,0.08184850441053092
71,0.0,0.0,0.26284545192530223,0.08174068301655661
72,0.0,0.0,0.26284545192530223,0.08163287333135692
73,0.0,0.0,0.26284545192530223,0.08152507522920921
74,0.0,0.0,0.26284545192530223,0.08141728858198169
75,0.0,0.0,0.26284545192530223,0.08130951325907143
76,0.0,0.0,0.26284545192530223,0.08120174912734132
77,0.0,0.0,0.26284545192530223,0.08109399605124273
78,1.0,1.0,2.2774633177418697,0.08098625389359083
79,0.0,0.0,0.26284545192530223,0.08087852251608532
80,0.0,0.0,0.26284545192530223,0.08077080177944067
81,0.0,0.0,0.26284545192530223,0.08066309154372604
82,0.0,0.0,0.26284545192530223,0.0805553916683913
83,0.0,0.0,0.26284545192530223,0.08044770201219044
84,0.0,0.0,0.26284545192530223,0.08034002243310197
85,0.0,0.0,0.26284545192530223,0.08023235278825408
86,0.0,0.0,0.26284545192530223,0.0801246929338473
87,0.0,0.0,0.26284545192530223,0.0800170427250771
88,0.0,0.0,0.26284545192530223,0.07990940201605887
89,0.0,0.0,0.26284545192530223,0.07980177065975357
90,0.0,0.0,0.26284545192530223,0.0796941485079923
91,0.0,0.0,0.26284545192530223,0.07958653541180184
92,0.0,0.0,0.26284545192530223,0.07947893122143247
93,0.0,0.0,0.26284545192530223,0.07937133578628092
94,0.0,0.0,0.26284545192530223,0.0792637489548144
95,0.0,0.0,0.26284545192530223,0.07915617057449846
96,0.0,0.0,0.26284545192530223,0.07904860049171926
97,0.0,0.0,0.26284545192530223,0.0789410385517135
98,0.0,0.0,0.26284545192530223,0.07883348459859028
99,0.0,0.0,0.26284545192530223,0.07872593847564892
100,0.0,0.0,0.26284545192530223,0.07861840002540556
101,0.0,0.0,0.26284545192530223,0.07851086908951575
102,0.0,0.0,0.26284545192530223,0.07840334550870487
103,0.0,0.0,0.26284545192530223,0.07829582912269058
104,0.0,0.0,0.26284545192530223,0.07818831977011387
105,0.0,0.0,0.26284545192530223,0.07808081728846383
106,0.0,0.0,0.26284545192530223,0.07797332151400821
107,0.0,0.0,0.26284545192530223,0.07786583228171937
108,0.0,0.0,0.26284545192530223,0.07775834942520565
109,0.0,0.0,0.26284545192530223,0.0776508727766391
110,0.0,0.0,0.26284545192530223,0.0775434021666864
111,0.0,0.0,0.26284545192530223,0.07743593742444096
112,0.0,0.0,0.26284545192530223,0.07732847837744258
113,0.0,0.0,0.26284545192530223,0.07722102485197516
114,1.0,1.0,2.2774633177418697,0.07711357667308906
115,0.0,0.0,0.26284545192530223,0.07700613366452756
116,0.0,0.0,0.26284545192530223,0.07689869564866016
117,0.0,0.0,0.26284545192530223,0.07679126244641221
118,0.0,0.0,0.26284545192530223,0.07668383387719614
119,0.0,0.0,0.26284545192530223,0.07657640975884175
120,0.0,0.0,0.26284545192530223,0.07646898990753216
121,1.0,1.0,2.2774633177418697,0.07636157413773344
122,0.0,0.0,0.26284545192530223,0.07625416226212989
123,0.0,0.0,0.26284545192530223,0.07614675409155726
124,0.0,0.0,0.26284545192530223,0.07603934943493863
125,0.0,0.0,0.26284545192530223,0.07593194809921891
126,-1.0,-1.0,-1.7517724138912651,0.07582454988930273
127,0.0,0.0,0.26284545192530223,0.07571715460798936
128,-2.0,-2.0,-3.7663902797078324,0.07560976205591204
129,0.0,0.0,0.26284545192530223,0.07550237203155623
130,0.0,0.0,0.26284545192530223,0.07539498433160213
131,0.0,0.0,0.26284545192530223,0.07528759875137299
132,0.0,0.0,0.26284545192530223,0.07518021508520148
133,0.0,0.0,0.26284545192530223,0.07507283312645022
134,0.0,0.0,0.26284545192530223,0.074965452667444
135,0.0,0.0,0.26284545192530223,0.07485807349940059
136,0.0,0.0,0.26284545192530223,0.07475069541236319
137,0.0,0.0,0.26284545192530223,0.07464331819513349
138,0.0,0.0,0.26284545192530223,0.07453594163520144
139,0.0,0.0,0.26284545192530223,0.07442856551868114
140,0.0,0.0,0.26284545192530223,0.07432118963024198
141,0.0,0.0,0.26284545192530223,0.07421381375304287
142,0.0,0.0,0.26284545192530223,0.07410643766866548
143,0.0,0.0,0.26284545192530223,0.07399906115713352
144,0.0,0.0,0.26284545192530223,0.07389168399717817
145,0.0,0.0,0.26284545192530223,0.07378430596626041
146,0.0,0.0,0.26284545192530223,0.07367692684049759
147,0.0,0.0,0.26284545192530223,0.07356954639460275
148,0.0,0.0,0.26284545192530223,0.07346216440181529
149,0.0,0.0,0.26284545192530223,0.07335478063391818
150,0.0,0.0,0.26284545192530223,0.0732473948615902
151,0.0,0.0,0.26284545192530223,0.07314000685475491
152,0.0,0.0,0.26284545192530223,0.0730326163826004
153,0.0,0.0,0.26284545192530223,0.07292522321351562
154,0.0,0.0,0.26284545192530223,0.07281782711502041
155,0.0,0.0,0.26284545192530223,0.07271042785370135
156,0.0,0.0,0.26284545192530223,0.07260302519514542
157,0.0,0.0,0.26284545192530223,0.07249561890387346
158,0.0,0.0,0.26284545192530223,0.07238820874327535
159,0.0,0.0,0.26284545192530223,0.07228079447554259
160,0.0,0.0,0.26284545192530223,0.07217337586160277
161,0.0,0.0,0.26284545192530223,0.07206595266121744
162,0.0,0.0,0.26284545192530223,0.07195852463364451
163,0.0,0.0,0.26284545192530223,0.0718510915380556
164,0.0,0.0,0.26284545192530223,0.0717436531335523
165,0.0,0.0,0.26284545192530223,0.07163620917918352
166,0.0,0.0,0.26284545192530223,0.07152875943418725
167,0.0,0.0,0.26284545192530223,0.07142130365801147
168,0.0,0.0,0.26284545192530223,0.07131384161025524
169,-1.0,-1.0,-1.7517724138912651,0.07120637305068278
170,-1.0,-1.0,-1.7517724138912651,0.07109889773945949
171,0.0,0.0,0.26284545192530223,0.07099141543716873
172,0.0,0.0,0.26284545192530223,0.07088392590482688
173,-1.0,-1.0,-1.7517724138912651,0.07077642890410366
174,0.0,0.0,0.26284545192530223,0.07066892419734021
175,0.0,0.0,0.26284545192530223,0.07056141154756539
176,0.0,0.0,0.26284545192530223,0.07045389071875158
177,0.0,0.0,0.26284545192530223,0.07034636147606152
178,0.0,0.0,0.26284545192530223,0.07023882358586343
179,0.0,0.0,0.26284545192530223,0.07013127681574612
180,0.0,0.0,0.26284545192530223,0.07002372093467951
181,0.0,0.0,0.26284545192530223,0.06991615571303142
182,-2.0,-2.0,-3.7663902797078324,0.06980858092254184
183,0.0,0.0,0.26284545192530223,0.06970099633628693
184,1.0,1.0,2.2774633177418697,0.06959340172865247
185,0.0,0.0,0.26284545192530223,0.06948579687529609
186,0.0,0.0,0.26284545192530223,0.0693781815531158
187,0.0,0.0,0.26284545192530223,0.06927055554021512
188,0.0,0.0,0.26284545192530223,0.0691629186158637
189,0.0,0.0,0.26284545192530223,0.069055270560462
190,0.0,0.0,0.26284545192530223,0.06894761115555664
191,0.0,0.0,0.26284545192530223,0.06883994018401383
192,-1.0,-1.0,-1.7517724138912651,0.06873225743008599
193,0.0,0.0,0.26284545192530223,0.06862456267956445
194,0.0,0.0,0.26284545192530223,0.06851685571979978
195,-1.0,-1.0,-1.7517724138912651,0.0684091363396778
196,-1.0,-1.0,-1.7517724138912651,0.0683014043296329
197,0.0,0.0,0.26284545192530223,0.06819365948174587
198,0.0,0.0,0.26284545192530223,0.06808590158959213
199,1.0,1.0,2.2774633177418697,0.06797813044817383
200,0.0,0.0,0.26284545192530223,0.06787034585388686
201,-1.0,-1.0,-1.7517724138912651,0.06776254760449242
202,1.0,1.0,2.2774633177418697,0.06765473549908266
203,0.0,0.0,0.26284545192530223,0.06754690933804693
204,0.0,0.0,0.26284545192530223,0.06743906892303816
205,0.0,0.0,0.26284545192530223,0.06733121405693727
206,0.0,0.0,0.26284545192530223,0.06722334454381727
207,-1.0,-1.0,-1.7517724138912651,0.06711546018890333
208,-1.0,-1.0,-1.7517724138912651,0.06700756079859417
209,-1.0,-1.0,-1.7517724138912651,0.06689964618058832
210,0.0,0.0,0.26284545192530223,0.06679171614367817
211,0.0,0.0,0.26284545192530223,0.06668377049765568
212,0.0,0.0,0.26284545192530223,0.06657580905326674
213,0.0,0.0,0.26284545192530223,0.06646783162217357
214,0.0,0.0,0.26284545192530223,0.06635983801690687
215,0.0,0.0,0.26284545192530223,0.0662518280508243
216,-1.0,-1.0,-1.7517724138912651,0.0661438015380644
217,0.0,0.0,0.26284545192530223,0.0660357582935024
218,0.0,0.0,0.26284545192530223,0.06592769813270283
219,0.0,0.0,0.26284545192530223,0.06581962087187172
220,0.0,0.0,0.26284545192530223,0.06571152632781119
221,0.0,0.0,0.26284545192530223,0.06560341431786876
222,0.0,0.0,0.26284545192530223,0.06549528465988982
223,0.0,0.0,0.26284545192530223,0.06538713717223493
224,0.0,0.0,0.26284545192530223,0.06527897167399839
225,0.0,0.0,0.26284545192530223,0.06517078798503316
226,0.0,0.0,0.26284545192530223,0.06506258592602399
227,0.0,0.0,0.26284545192530223,0.0649543653189385
228,0.0,0.0,0.26284545192530223,0.06484612598711251
229,-1.0,-1.0,-1.7517724138912651,0.06473786775522127
230,0.0,0.0,0.26284545192530223,0.06462959044924019
231,0.0,0.0,0.26284545192530223,0.06452129389641512
232,0.0,0.0,0.26284545192530223,0.06441297792522264
233,0.0,0.0,0.26284545192530223,0.06430464236533606
