,sentimentr_huliu,sentimentr_huliu_rstd,sentimentr_huliu_rzstd,sentimentr_huliu_smalowess_rzstd
0,0.0,0.0,0.16614645072765322,-0.04026660475059159
1,0.0,0.0,0.16614645072765322,-0.04033927466249836
2,0.0,0.0,0.16614645072765322,-0.04041189478213545
3,-0.19611613513818404,-0.19611613513818404,-0.5129503080000039,-0.04048446496642823
4,0.2857142857142857,0.2857142857142857,1.1554972005476345,-0.04055698507178236
5,-0.2672612419124244,-0.2672612419124244,-0.7593064345659145,-0.04062945495459504
6,0.0,0.0,0.16614645072765322,-0.040701874471470945
7,0.0,0.0,0.16614645072765322,-0.04077424347934357
8,0.0,0.0,0.16614645072765322,-0.04084656183559193
9,0.0,0.0,0.16614645072765322,-0.040918829398337964
10,0.0,0.0,0.16614645072765322,-0.040991046027207344
11,0.0,0.0,0.16614645072765322,-0.04106321158331292
12,0.0,0.0,0.16614645072765322,-0.04113532592928291
13,0.0,0.0,0.16614645072765322,-0.04120738892935737
14,0.0,0.0,0.16614645072765322,-0.0412794004495133
15,0.0,0.0,0.16614645072765322,-0.04135136035777409
16,0.0,0.0,0.16614645072765322,-0.041423268524779386
17,0.0,0.0,0.16614645072765322,-0.041495124823897944
18,0.0,0.0,0.16614645072765322,-0.041566929131050326
19,0.0,0.0,0.16614645072765322,-0.041638681324715834
20,0.0,0.0,0.16614645072765322,-0.04171038128602122
21,0.0,0.0,0.16614645072765322,-0.04178202889891327
22,0.0,0.0,0.16614645072765322,-0.04185362405023427
23,0.0,0.0,0.16614645072765322,-0.04192516662976927
24,0.0,0.0,0.16614645072765322,-0.041996656530289174
25,0.0,0.0,0.16614645072765322,-0.042068093647591565
26,0.0,0.0,0.16614645072765322,-0.04213947788053661
27,0.0,0.0,0.16614645072765322,-0.04221080913107772
28,0.0,0.0,0.16614645072765322,-0.04228208730427556
29,0.0,0.0,0.16614645072765322,-0.042353312308328554
30,0.0,0.0,0.16614645072765322,-0.042424484054625886
31,0.0,0.0,0.16614645072765322,-0.04249560245777278
32,0.0,0.0,0.16614645072765322,-0.0425666674356063
33,0.0,0.0,0.16614645072765322,-0.04263767890920817
34,0.0,0.0,0.16614645072765322,-0.04270863680291486
35,0.0,0.0,0.16614645072765322,-0.04277954104432241
36,0.0,0.0,0.16614645072765322,-0.042850391564294966
37,0.0,0.0,0.16614645072765322,-0.04292118829696085
38,0.0,0.0,0.16614645072765322,-0.0429919311797134
39,0.0,0.0,0.16614645072765322,-0.043062620153227156
40,-0.31622776601683794,-0.31622776601683794,-0.9288641702516436,-0.04313325516145927
41,0.31622776601683794,0.31622776601683794,1.26115707170695,-0.043203836151651624
42,0.0,0.0,0.16614645072765322,-0.04327436307432268
43,-0.75,-0.75,-2.4308992675497976,-0.04334483588326458
44,-0.5345224838248488,-0.5345224838248488,-1.6847593198594821,-0.043415254535537094
45,0.0,0.0,0.16614645072765322,-0.04348561899149755
46,0.0,0.0,0.16614645072765322,-0.043555929214812904
47,-0.19245008972987526,-0.19245008972987526,-0.5002557912924586,-0.04362618517246622
48,0.0,0.0,0.16614645072765322,-0.043696386834745804
49,0.0,0.0,0.16614645072765322,-0.043766534175236974
50,0.0,0.0,0.16614645072765322,-0.04383662717081094
51,0.0,0.0,0.16614645072765322,-0.043906665801500606
52,0.0,0.0,0.16614645072765322,-0.043976650050291076
53,-0.5161854012087639,-0.5161854012087639,-1.6212629973344113,-0.044046579903116376
54,-0.4082482904638631,-0.4082482904638631,-1.2475061822633664,-0.04411645534886734
55,0.0,0.0,0.16614645072765322,-0.04418627637919327
56,0.0,0.0,0.16614645072765322,-0.044256042988235045
57,-0.6546536707079772,-0.6546536707079772,-2.100740899228038,-0.044325755172626324
58,-0.4082482904638631,-0.4082482904638631,-1.2475061822633664,-0.04439541293150773
59,0.2886751345948129,0.2886751345948129,1.1657498137578208,-0.04446501626637213
60,-0.045883146774112336,-0.045883146774112336,0.007265610899914177,-0.0445345651810833
61,0.0,0.0,0.16614645072765322,-0.044604059681874204
62,0.0,0.0,0.16614645072765322,-0.04467349977716275
63,0.0,0.0,0.16614645072765322,-0.04474288547777748
64,0.0,0.0,0.16614645072765322,-0.04481221679723508
65,-0.20851441405707477,-0.20851441405707477,-0.5558821709070902,-0.04488149375184309
66,0.0,0.0,0.16614645072765322,-0.04495071636081497
67,0.0,0.0,0.16614645072765322,-0.04501988464650596
68,0.0,0.0,0.16614645072765322,-0.04508899863438496
69,-0.5,-0.5,-1.5652173614573142,-0.0451580583530553
70,-0.30151134457776363,-0.30151134457776363,-0.8779052112026909,-0.04522706383429946
71,0.0,0.0,0.16614645072765322,-0.04529601511306856
72,0.0,0.0,0.16614645072765322,-0.0453649122273152
73,-0.00019611613513818423,-0.00019611613513818423,0.16546735396892556,-0.04543375521799168
74,0.0,0.0,0.16614645072765322,-0.045502544129152465
75,-0.20412414523193154,-0.20412414523193154,-0.5406798657678565,-0.04557127900818487
76,0.0,0.0,0.16614645072765322,-0.04563995990589136
77,0.4588314677411235,0.4588314677411235,1.754954849005044,-0.045708586876506384
78,-0.17077377380084396,-0.17077377380084396,-0.4251966133304318,-0.04577715997768581
79,-0.6882472016116852,-0.6882472016116852,-2.217066146688433,-0.045845679270525304
80,0.0,0.0,0.16614645072765322,-0.045914144819589914
81,0.0,0.0,0.16614645072765322,-0.04598255669293975
82,0.0,0.0,0.16614645072765322,-0.04605091496215028
83,-0.06030226891555271,-0.06030226891555271,-0.042663881658415566,-0.046119219702337726
84,0.0,0.0,0.16614645072765322,-0.04618747099217477
