,syuzhetr_bing,syuzhetr_bing_rstd,syuzhetr_bing_rzstd,syuzhetr_bing_smalowess_rzstd
0,0,0.0,0.22150524272165176,-0.007517124710652355
1,0,0.0,0.22150524272165176,-0.007599497459763839
2,0,0.0,0.22150524272165176,-0.007681827600978782
3,1,1.0,1.477239051544006,-0.007764115002011892
4,2,2.0,2.7329728603663597,-0.007846359529037105
5,-2,-2.0,-2.289962374923056,-0.007928561047158498
6,-2,-2.0,-2.289962374923056,-0.00801071942062175
7,0,0.0,0.22150524272165176,-0.0080928345129354
8,0,0.0,0.22150524272165176,-0.008174906186994754
9,0,0.0,0.22150524272165176,-0.008256934305378483
10,0,0.0,0.22150524272165176,-0.008338918731172358
11,0,0.0,0.22150524272165176,-0.008420859328257112
12,0,0.0,0.22150524272165176,-0.0085027559614202
13,0,0.0,0.22150524272165176,-0.00858460849646428
14,0,0.0,0.22150524272165176,-0.00866641680006144
15,0,0.0,0.22150524272165176,-0.00874818073893749
16,0,0.0,0.22150524272165176,-0.008829900180082331
17,0,0.0,0.22150524272165176,-0.00891157499078
18,0,0.0,0.22150524272165176,-0.00899320503803713
19,0,0.0,0.22150524272165176,-0.009074790188529828
20,0,0.0,0.22150524272165176,-0.009156330308805926
21,0,0.0,0.22150524272165176,-0.009237825265740865
22,0,0.0,0.22150524272165176,-0.009319274926736306
23,0,0.0,0.22150524272165176,-0.009400679159831171
24,0,0.0,0.22150524272165176,-0.00948203783381179
25,0,0.0,0.22150524272165176,-0.009563350818319633
26,0,0.0,0.22150524272165176,-0.009644617983958674
27,0,0.0,0.22150524272165176,-0.009725839202471479
28,0,0.0,0.22150524272165176,-0.009807014347129816
29,0,0.0,0.22150524272165176,-0.009888143292960448
30,0,0.0,0.22150524272165176,-0.009969225917076096
31,0,0.0,0.22150524272165176,-0.010050262098813672
32,0,0.0,0.22150524272165176,-0.010131251719750059
33,0,0.0,0.22150524272165176,-0.010212194663556324
34,0,0.0,0.22150524272165176,-0.01029309081601814
35,0,0.0,0.22150524272165176,-0.01037394006511215
36,0,0.0,0.22150524272165176,-0.01045474230108
37,0,0.0,0.22150524272165176,-0.010535497416444278
38,0,0.0,0.22150524272165176,-0.010616205305917026
39,0,0.0,0.22150524272165176,-0.01069686586662385
40,-1,-1.0,-1.0342285661007022,-0.010777478998218688
41,1,1.0,1.477239051544006,-0.010858044602943819
42,0,0.0,0.22150524272165176,-0.010938562585684344
43,-1,-1.0,-1.0342285661007022,-0.011019032854023125
44,-2,-2.0,-2.289962374923056,-0.01109945531825187
45,0,0.0,0.22150524272165176,-0.011179829891269921
46,0,0.0,0.22150524272165176,-0.011260156488634886
47,-1,-1.0,-1.0342285661007022,-0.011340435028748633
48,0,0.0,0.22150524272165176,-0.011420665432902034
49,0,0.0,0.22150524272165176,-0.011500847625198617
50,0,0.0,0.22150524272165176,-0.011580981532594202
51,0,0.0,0.22150524272165176,-0.01166106708501118
52,0,0.0,0.22150524272165176,-0.011741104215308211
53,-1,-1.0,-1.0342285661007022,-0.011821092859293211
54,-1,-1.0,-1.0342285661007022,-0.011901032955758877
55,0,0.0,0.22150524272165176,-0.011980924446414068
56,0,0.0,0.22150524272165176,-0.01206076727552023
