,sentimentr_socal_google,sentimentr_socal_google_rstd,sentimentr_socal_google_rzstd,sentimentr_socal_google_smalowess_rzstd
0,0.0,0.0,-0.14928260375000194,0.008761008221502725
1,0.0,0.0,-0.14928260375000194,0.008782100092720712
2,1.4651445685529936,1.4651445685529936,3.014026728966478,0.00880313230649068
3,0.3230687471598405,0.3230687471598405,0.5482365386845627,0.00882410469578574
4,1.8296767824285713,1.8296767824285713,3.8010672565556893,0.00884501709321222
5,1.6287614521687888,1.6287614521687888,3.3672825277734137,0.008865869331095037
6,0.7210252367537052,0.7210252367537052,1.4074414967254172,0.008886661241562392
7,0.0,0.0,-0.14928260375000194,0.00890739265715975
8,0.0,0.0,-0.14928260375000194,0.008928063413043684
9,0.0,0.0,-0.14928260375000194,0.008948673347507685
10,0.0,0.0,-0.14928260375000194,0.008969222301854254
11,0.0,0.0,-0.14928260375000194,0.00898971012038912
12,0.0,0.0,-0.14928260375000194,0.009010136650454874
13,0.0,0.0,-0.14928260375000194,0.009030501742428216
14,0.0,0.0,-0.14928260375000194,0.009050805249579798
15,0.0,0.0,-0.14928260375000194,0.009071047027937795
16,0.0,0.0,-0.14928260375000194,0.009091226936273086
17,0.0,0.0,-0.14928260375000194,0.009111344836135984
18,0.0,0.0,-0.14928260375000194,0.009131400591912813
19,0.0,0.0,-0.14928260375000194,0.00915139407092888
20,0.0,0.0,-0.14928260375000194,0.009171325143471158
21,0.0,0.0,-0.14928260375000194,0.009191193682747381
22,0.0,0.0,-0.14928260375000194,0.009210999564835355
23,0.0,0.0,-0.14928260375000194,0.009230742668671117
24,0.0,0.0,-0.14928260375000194,0.00925042287611844
25,0.0,0.0,-0.14928260375000194,0.009270040072157554
26,0.0,0.0,-0.14928260375000194,0.009289594144957787
27,0.0,0.0,-0.14928260375000194,0.0093090849859077
28,0.0,0.0,-0.14928260375000194,0.00932851248960607
29,0.0,0.0,-0.14928260375000194,0.009347876553691766
30,0.0,0.0,-0.14928260375000194,0.009367177078640009
31,0.0,0.0,-0.14928260375000194,0.00938641396769969
32,0.0,0.0,-0.14928260375000194,0.009405587126717806
33,0.0,0.0,-0.14928260375000194,0.009424696464133358
34,0.0,0.0,-0.14928260375000194,0.009443741891028179
35,0.0,0.0,-0.14928260375000194,0.009462723321175209
36,1.9788170510146141,1.9788170510146141,4.123067428844495,0.009481640671086393
37,0.0,0.0,-0.14928260375000194,0.009500493860059162
38,0.0,0.0,-0.14928260375000194,0.009519282810219515
39,-0.33723809614776756,-0.33723809614776756,-0.8773939722720533,0.009538007446509587
40,0.9369325572891786,0.9369325572891786,1.8735945690643454,0.00955666769648163
41,0.0,0.0,-0.14928260375000194,0.009575263490011844
42,0.0,0.0,-0.14928260375000194,0.009593794759239105
43,-0.89411522325,-0.89411522325,-2.0797153343739514,0.009612261438610216
44,0.0,0.0,-0.14928260375000194,0.009630663464907763
45,0.6802783693662927,0.6802783693662927,1.3194672799470266,0.009649000777193417
46,2.0919313443851384,2.0919313443851384,4.367285991000443,0.009667273316754663
47,0.6582588441888576,0.6582588441888576,1.2719261901523462,0.00968548102683909
48,0.0,0.0,-0.14928260375000194,0.009703623852555444
49,0.0,0.0,-0.14928260375000194,0.009721701740572889
50,0.0,0.0,-0.14928260375000194,0.009739714638958228
51,0.0,0.0,-0.14928260375000194,0.009757662496750955
52,0.0,0.0,-0.14928260375000194,0.009775545264112997
53,0.0,0.0,-0.14928260375000194,0.009793362892451257
54,0.0,0.0,-0.14928260375000194,0.009811115334486262
55,-0.4214899583481325,-0.4214899583481325,-1.0592973200491076,0.0098288025442971
56,0.0,0.0,-0.14928260375000194,0.009846424477299914
57,-0.4762104757815745,-0.4762104757815745,-1.1774412405901618,0.009863981090292953
58,0.0,0.0,-0.14928260375000194,0.009881472341536008
59,0.38951593195292067,0.38951593195292067,0.6916988319627461,0.00989889819086825
60,0.22701197789096364,0.22701197789096364,0.3408458953169069,0.00991625859978617
61,0.0,0.0,-0.14928260375000194,0.009933553531506602
62,0.0,0.0,-0.14928260375000194,0.00995078295096943
63,0.2113090983824651,0.2113090983824651,0.30694271172266685,0.0099679468246732
64,0.0,0.0,-0.14928260375000194,0.009985045120719915
65,0.12355900663305276,0.12355900663305276,0.11748653781636917,0.0100020778088324
66,0.0,0.0,-0.14928260375000194,0.010019044860447255
67,0.0,0.0,-0.14928260375000194,0.010035946248959543
68,0.0,0.0,-0.14928260375000194,0.010052781949827987
69,0.0,0.0,-0.14928260375000194,0.010069551940633427
70,0.0,0.0,-0.14928260375000194,0.010086256201136713
71,-0.1473214092575893,-0.1473214092575893,-0.467355781520937,0.010102894713332066
72,0.0,0.0,-0.14928260375000194,0.010119467461526414
73,0.06319209411555368,0.06319209411555368,-0.012848189453909226,0.010135974432536747
74,0.0,0.0,-0.14928260375000194,0.010152415615778983
75,-0.30121708293485616,-0.30121708293485616,-0.7996230753135086,0.010168791003314515
76,0.0,0.0,-0.14928260375000194,0.010185100589881957
77,0.18514805538126358,0.18514805538126358,0.25045990909996807,0.01020134437291632
78,-0.0003991315827555714,-0.0003991315827555714,-0.1501443457840727,0.010217522352494445
79,-0.4688996761507343,-0.4688996761507343,-1.1616569137747559,0.010233634531359092
80,-0.61011621,-0.61011621,-1.46654940632956,0.010249680915011949
81,0.0,0.0,-0.14928260375000194,0.010265661511934249
82,0.0,0.0,-0.14928260375000194,0.010281576333673983
83,0.0,0.0,-0.14928260375000194,0.010297425394888815
84,0.0,0.0,-0.14928260375000194,0.010313208713387593
85,0.0,0.0,-0.14928260375000194,0.010328926310170572
86,0.0,0.0,-0.14928260375000194,0.010344578209469282
87,0.0,0.0,-0.14928260375000194,0.010360164438786205
88,0.0,0.0,-0.14928260375000194,0.010375685028943893
89,-0.03433351425263049,-0.03433351425263049,-0.2234101188030477,0.010391140014164621
90,0.0,0.0,-0.14928260375000194,0.010406529432146011
91,0.0,0.0,-0.14928260375000194,0.010421853324215035
92,0.0,0.0,-0.14928260375000194,0.010437111735389517
93,0.0,0.0,-0.14928260375000194,0.010452304714418352
94,0.0,0.0,-0.14928260375000194,0.010467432313810122
95,0.0685468075,0.0685468075,-0.0012871358987847587,0.010482494589856476
96,0.0,0.0,-0.14928260375000194,0.010497491602655607
97,0.0,0.0,-0.14928260375000194,0.010512423416134413
98,0.964040556768003,0.964040556768003,1.9321218909294695,0.010527290098080315
99,0.0,0.0,-0.14928260375000194,0.010542091720202228
100,0.0,0.0,-0.14928260375000194,0.01055682835815497
101,0.0,0.0,-0.14928260375000194,0.01057150009155139
102,0.0,0.0,-0.14928260375000194,0.010586107003972927
103,0.0,0.0,-0.14928260375000194,0.010600649182977512
104,0.03273586475749567,0.03273586475749567,-0.0786044817922471,0.010615126720101039
105,0.0978741509264523,0.0978741509264523,0.06203184378135754,0.010629539710830329
