,sentimentr_loughran_mcdonald,sentimentr_loughran_mcdonald_rstd,sentimentr_loughran_mcdonald_rzstd,sentimentr_loughran_mcdonald_smalowess_rzstd
0,0.0,0.0,0.08022154453113124,0.06933270787520031
1,0.0,0.0,0.08022154453113124,0.06923981890406504
2,0.0,0.0,0.08022154453113124,0.06914692565863993
3,0.0,0.0,0.08022154453113124,0.06905402815078644
4,0.0,0.0,0.08022154453113124,0.06896112639517267
5,0.0,0.0,0.08022154453113124,0.06886822040922704
6,0.0,0.0,0.08022154453113124,0.06877531021309659
7,0.0,0.0,0.08022154453113124,0.06868239582986403
8,0.0,0.0,0.08022154453113124,0.06858947728654777
9,0.0,0.0,0.08022154453113124,0.06849655461433003
10,0.0,0.0,0.08022154453113124,0.0684036278486386
11,0.680336051416609,0.680336051416609,4.095132322648976,0.06831069702959125
12,0.0,0.0,0.08022154453113124,0.06821776220209413
13,0.0,0.0,0.08022154453113124,0.06812482341581934
14,-0.2672612419124244,-0.2672612419124244,-1.496984364950028,0.06803188072519181
15,0.0,0.0,0.08022154453113124,0.06793893418936588
16,0.0,0.0,0.08022154453113124,0.06784598387189804
17,0.0,0.0,0.08022154453113124,0.06775302983946914
18,0.0,0.0,0.08022154453113124,0.06766007216153729
19,0.0,0.0,0.08022154453113124,0.06756711091029359
20,0.0,0.0,0.08022154453113124,0.0674741461606201
21,0.0,0.0,0.08022154453113124,0.06738117799004414
22,0.0,0.0,0.08022154453113124,0.0672882064786999
23,0.0,0.0,0.08022154453113124,0.06719523170928249
24,0.0,0.0,0.08022154453113124,0.06710225376700389
25,0.0,0.0,0.08022154453113124,0.06700927273955147
26,0.0,0.0,0.08022154453113124,0.06691628871704522
27,0.0,0.0,0.08022154453113124,0.06682330179199036
28,0.0,0.0,0.08022154453113124,0.0667303120592389
29,0.0,0.0,0.08022154453113124,0.06663731961594177
30,0.0,0.0,0.08022154453113124,0.06654432456150787
31,0.0,0.0,0.08022154453113124,0.06645132699768584
32,0.0,0.0,0.08022154453113124,0.06635832702903523
33,0.0392232270276368,0.0392232270276368,0.31169209003275344,0.06626532476301115
34,0.0,0.0,0.08022154453113124,0.06617232030960526
35,0.0,0.0,0.08022154453113124,0.0660793137803156
36,0.0,0.0,0.08022154453113124,0.06598630528918413
37,-0.1796053020267749,-0.1796053020267749,-0.9796947445041515,0.06589329495402291
38,0.0,0.0,0.08022154453113124,0.0658002828966325
39,0.0,0.0,0.08022154453113124,0.06570726924276389
40,0.0,0.0,0.08022154453113124,0.06561425412209104
41,0.4472135954999579,0.4472135954999579,2.7193918206835463,0.06552123766805187
42,0.0,0.0,0.08022154453113124,0.06542822001748724
43,0.0,0.0,0.08022154453113124,0.06533520131114014
44,0.0,0.0,0.08022154453113124,0.06524218169378726
45,0.0,0.0,0.08022154453113124,0.06514916131420836
46,-0.3333333333333333,-0.3333333333333333,-1.886899836026766,0.06505614032499688
47,0.0,0.0,0.08022154453113124,0.06496311888189275
48,0.0,0.0,0.08022154453113124,0.06487009714358544
49,0.0,0.0,0.08022154453113124,0.06477707527167093
50,0.0,0.0,0.08022154453113124,0.06468405343061275
51,-0.20412414523193154,-0.20412414523193154,-1.1243893665903826,0.06459103178770124
52,0.0,0.0,0.08022154453113124,0.06449801051300799
53,-0.25,-0.25,-1.3951194908872917,0.06440498977934901
54,-0.21320071635561041,-0.21320071635561041,-1.177953517949012,0.0643119697622396
55,0.0,0.0,0.08022154453113124,0.06421895063985279
56,0.0,0.0,0.08022154453113124,0.0641259325929792
57,0.0,0.0,0.08022154453113124,0.06403291580498201
58,0.0,0.0,0.08022154453113124,0.06393990046163585
59,-0.2886751345948129,-0.2886751345948129,-1.6233555433595244,0.06384688675060352
60,-0.7348469228349536,-0.7348469228349536,-4.256377735506319,0.06375387486127043
61,0.0,0.0,0.08022154453113124,0.06366086498470208
62,0.03849001794597504,0.03849001794597504,0.30736515624988525,0.06356785731359543
63,0.2,0.2,1.2604943728658697,0.06347485204223968
64,0.0,0.0,0.08022154453113124,0.06338184936646495
65,0.0,0.0,0.08022154453113124,0.06328884948360325
66,0.0,0.0,0.08022154453113124,0.06319585259243891
67,0.0,0.0,0.08022154453113124,0.06310285889316679
68,0.0,0.0,0.08022154453113124,0.06300986858734486
69,-0.2672612419124244,-0.2672612419124244,-1.496984364950028,0.0629168818778519
70,0.0,0.0,0.08022154453113124,0.06282389896883966
71,0.0,0.0,0.08022154453113124,0.06273092006497429
72,0.0,0.0,0.08022154453113124,0.06263794536852867
73,-0.2672612419124244,-0.2672612419124244,-1.496984364950028,0.06254497507863868
74,0.0,0.0,0.08022154453113124,0.06245200939128018
75,-0.30151134457776363,-0.30151134457776363,-1.6991066926679035,0.06235904849924199
76,0.0,0.0,0.08022154453113124,0.06226609259210438
77,0.0,0.0,0.08022154453113124,0.06217314185621429
78,0.0,0.0,0.08022154453113124,0.06208019647465907
79,0.0,0.0,0.08022154453113124,0.061987256627247356
80,0.055470019622522904,0.055470019622522904,0.40757032926942394,0.06189432249048079
81,-0.31622776601683794,-0.31622776601683794,-1.7859536544422145,0.06180139423753308
82,0.0,0.0,0.08022154453113124,0.06170847203822528
83,0.0,0.0,0.08022154453113124,0.06161555605900312
84,0.0,0.0,0.08022154453113124,0.06152264646291304
85,-0.19611613513818404,-0.19611613513818404,-1.0771311829769799,0.061429743409579726
86,-0.31622776601683794,-0.31622776601683794,-1.7859536544422145,0.06133684705518231
87,0.0,0.0,0.08022154453113124,0.061243957552431436
88,0.0,0.0,0.08022154453113124,0.06115107505054595
89,0.0,0.0,0.08022154453113124,0.06105819969523152
