,syuzhetr_nrc,syuzhetr_nrc_rstd,syuzhetr_nrc_rzstd,syuzhetr_nrc_smalowess_rzstd
0,1.0,1.0,0.8769629941163682,0.011836448071208207
1,-1.0,-1.0,-0.9794451180328183,0.011771081544041224
2,0.0,0.0,-0.05124106195822497,0.011705867653459833
3,-1.0,-1.0,-0.9794451180328183,0.011640806814083127
4,0.0,0.0,-0.05124106195822497,0.011575899436205205
5,0.0,0.0,-0.05124106195822497,0.011511145924544722
6,1.0,1.0,0.8769629941163682,0.011446546677884114
7,0.0,0.0,-0.05124106195822497,0.011382102088480965
8,1.0,1.0,0.8769629941163682,0.011317812539900112
9,0.0,0.0,-0.05124106195822497,0.011253678405554366
10,1.0,1.0,0.8769629941163682,0.011189700048363392
11,1.0,1.0,0.8769629941163682,0.011125877820632972
12,0.0,0.0,-0.05124106195822497,0.01106221206414842
13,0.0,0.0,-0.05124106195822497,0.010998703110693998
14,-1.0,-1.0,-0.9794451180328183,0.010935351281104708
15,-1.0,-1.0,-0.9794451180328183,0.010872156884147437
16,-1.0,-1.0,-0.9794451180328183,0.010809120216408286
17,-1.0,-1.0,-0.9794451180328183,0.010746241562769926
18,-1.0,-1.0,-0.9794451180328183,0.010683521195916763
19,-2.0,-2.0,-1.9076491741074113,0.010620959377204477
20,-1.0,-1.0,-0.9794451180328183,0.010558556358370944
21,-2.0,-2.0,-1.9076491741074113,0.010496312381824148
22,0.0,0.0,-0.05124106195822497,0.01043422768052191
23,-1.0,-1.0,-0.9794451180328183,0.010372302477851744
24,-1.0,-1.0,-0.9794451180328183,0.010310536987512164
25,-2.0,-2.0,-1.9076491741074113,0.010248931413394306
26,-1.0,-1.0,-0.9794451180328183,0.01018748594987684
27,-1.0,-1.0,-0.9794451180328183,0.010126200783355197
28,-1.0,-1.0,-0.9794451180328183,0.010065076093139535
29,1.0,1.0,0.8769629941163682,0.010004112053565389
30,0.0,0.0,-0.05124106195822497,0.00994330883389133
31,0.0,0.0,-0.05124106195822497,0.009882666599279031
32,-1.0,-1.0,-0.9794451180328183,0.009822185512919574
33,-1.0,-1.0,-0.9794451180328183,0.009761865736579757
34,1.0,1.0,0.8769629941163682,0.009701707431141184
35,0.0,0.0,-0.05124106195822497,0.009641710756964721
36,-1.0,-1.0,-0.9794451180328183,0.009581875873498027
37,-2.0,-2.0,-1.9076491741074113,0.009522202939202933
38,-1.0,-1.0,-0.9794451180328183,0.009462692112010222
39,0.0,0.0,-0.05124106195822497,0.009403343549614923
40,0.0,0.0,-0.05124106195822497,0.009344157409157642
41,1.0,1.0,0.8769629941163682,0.009285133847239224
42,0.0,0.0,-0.05124106195822497,0.009226273020452045
43,0.0,0.0,-0.05124106195822497,0.009167575085191079
44,1.0,1.0,0.8769629941163682,0.009109040197522657
45,2.0,2.0,1.8051670501909616,0.009050668513199614
46,-2.0,-2.0,-1.9076491741074113,0.008992460187819913
47,3.0,3.0,2.733371106265555,0.008934415376548325
48,1.0,1.0,0.8769629941163682,0.00887653423386943
49,-1.0,-1.0,-0.9794451180328183,0.008818816913074103
50,-2.0,-2.0,-1.9076491741074113,0.008761263566184996
51,0.0,0.0,-0.05124106195822497,0.008703874344340253
52,0.0,0.0,-0.05124106195822497,0.008646649397838182
53,1.0,1.0,0.8769629941163682,0.008589588876066876
54,-1.0,-1.0,-0.9794451180328183,0.008532692927432655
55,1.0,1.0,0.8769629941163682,0.00847596169928745
56,0.0,0.0,-0.05124106195822497,0.008419395337854381
57,0.0,0.0,-0.05124106195822497,0.008362993988024781
58,0.0,0.0,-0.05124106195822497,0.008306757792455705
59,-2.0,-2.0,-1.9076491741074113,0.00825068689011427
60,-4.0,-4.0,-3.764057286256598,0.008194781415519544
61,1.0,1.0,0.8769629941163682,0.008139041497247552
62,4.0,4.0,3.6615751623401485,0.00808346725747769
63,1.0,1.0,0.8769629941163682,0.008028058811886868
64,-2.0,-2.0,-1.9076491741074113,0.007972816269368794
65,1.0,1.0,0.8769629941163682,0.007917739731226137
66,0.0,0.0,-0.05124106195822497,0.007862829290891283
67,-1.0,-1.0,-0.9794451180328183,0.0078080850339972575
68,1.0,1.0,0.8769629941163682,0.0077535070389682685
69,0.0,0.0,-0.05124106195822497,0.007699095377262324
70,0.0,0.0,-0.05124106195822497,0.007644850113955916
71,-2.0,-2.0,-1.9076491741074113,0.007590771307981539
72,1.0,1.0,0.8769629941163682,0.0075368590127000866
73,-1.0,-1.0,-0.9794451180328183,0.007483113275632293
74,-1.0,-1.0,-0.9794451180328183,0.0074295341368456926
75,1.0,1.0,0.8769629941163682,0.007376121627850828
76,2.0,2.0,1.8051670501909616,0.0073228757713369045
77,0.0,0.0,-0.05124106195822497,0.007269796581075343
78,2.0,2.0,1.8051670501909616,0.007216884061823609
79,0.0,0.0,-0.05124106195822497,0.0071641382092303835
80,0.0,0.0,-0.05124106195822497,0.007111559009740418
81,0.0,0.0,-0.05124106195822497,0.007059146440500998
82,1.0,1.0,0.8769629941163682,0.007006900469267974
83,-1.0,-1.0,-0.9794451180328183,0.006954821054313219
84,0.0,0.0,-0.05124106195822497,0.0069029081437744725
85,1.0,1.0,0.8769629941163682,0.006851161673332588
86,1.0,1.0,0.8769629941163682,0.0067995815658323
87,0.0,0.0,-0.05124106195822497,0.006748167732523578
88,1.0,1.0,0.8769629941163682,0.006696920074392163
89,0.0,0.0,-0.05124106195822497,0.006645838482360855
90,1.0,1.0,0.8769629941163682,0.0065949228372009444
91,0.0,0.0,-0.05124106195822497,0.0065441730094441845
92,-1.0,-1.0,-0.9794451180328183,0.006493588859295302
93,-1.0,-1.0,-0.9794451180328183,0.006443170236545499
94,-2.0,-2.0,-1.9076491741074113,0.006392916980631844
95,1.0,1.0,0.8769629941163682,0.006342828921285381
96,-1.0,-1.0,-0.9794451180328183,0.006292905879339885
97,0.0,0.0,-0.05124106195822497,0.006243147667399591
98,1.0,1.0,0.8769629941163682,0.0061935540900523774
99,1.0,1.0,0.8769629941163682,0.0061441249442349835
100,0.0,0.0,-0.05124106195822497,0.006094860018691204
101,0.0,0.0,-0.05124106195822497,0.006045759093731766
102,0.0,0.0,-0.05124106195822497,0.005996821940998997
103,0.0,0.0,-0.05124106195822497,0.005948048322515362
104,1.0,1.0,0.8769629941163682,0.005899437988719194
105,1.0,1.0,0.8769629941163682,0.005850990675624586
106,1.0,1.0,0.8769629941163682,0.005802706104081476
107,-1.0,-1.0,-0.9794451180328183,0.0057545839794788224
108,-1.0,-1.0,-0.9794451180328183,0.005706623991635853
109,1.0,1.0,0.8769629941163682,0.005658825814756187
110,1.0,1.0,0.8769629941163682,0.005611189107382002
111,0.0,0.0,-0.05124106195822497,0.005563713512404635
112,2.0,2.0,1.8051670501909616,0.005516398657187378
113,-1.0,-1.0,-0.9794451180328183,0.005469244153355081
114,-1.0,-1.0,-0.9794451180328183,0.005422249596694878
115,1.0,1.0,0.8769629941163682,0.00537541456707331
116,0.0,0.0,-0.05124106195822497,0.0053287386282378614
117,0.0,0.0,-0.05124106195822497,0.005282221327775451
118,0.0,0.0,-0.05124106195822497,0.005235862197329124
119,0.0,0.0,-0.05124106195822497,0.005189660753095828
120,0.0,0.0,-0.05124106195822497,0.005143616496247739
121,1.0,1.0,0.8769629941163682,0.005097728913270066
122,-1.0,-1.0,-0.9794451180328183,0.005051997475984251
123,0.0,0.0,-0.05124106195822497,0.00500642164141368
124,1.0,1.0,0.8769629941163682,0.004961000851418579
125,1.0,1.0,0.8769629941163682,0.004915734532501774
126,-1.0,-1.0,-0.9794451180328183,0.004870622095501376
127,0.0,0.0,-0.05124106195822497,0.004825662935478529
128,0.0,0.0,-0.05124106195822497,0.004780856431670156
129,0.0,0.0,-0.05124106195822497,0.004736201947442311
130,0.0,0.0,-0.05124106195822497,0.004691698830302619
131,1.0,1.0,0.8769629941163682,0.004647346411984648
132,0.0,0.0,-0.05124106195822497,0.004603144008006764
133,2.0,2.0,1.8051670501909616,0.004559090917387888
134,1.0,1.0,0.8769629941163682,0.004515186422575355
135,0.0,0.0,-0.05124106195822497,0.004471429789387552
