,sentimentr_senticnet,sentimentr_senticnet_rstd,sentimentr_senticnet_rzstd,sentimentr_senticnet_smalowess_rzstd
0,0.0,-0.09430118153211332,-0.17648547305436715,-0.003944891585695589
1,-0.15365195435438847,-0.430224680765473,-0.6093059162438043,-0.003997124048513437
2,-0.16173809237874603,-0.44790310074938733,-0.6320836665047688,-0.004049322144807905
3,-0.11041338408279763,-0.3356938178909295,-0.4875076792707575,-0.004101485732203394
4,0.6918778571428571,1.4183254022954486,1.7724573960408514,-0.004153614664657552
5,-0.47029960739329324,-1.1224995566679652,-1.5012670897873122,-0.00420570879247247
6,0.12139588765053592,0.1711020900595513,0.16547322259029637,-0.0042577679623765725
7,-0.11373800303035632,-0.34296230747945483,-0.4968727605830295,-0.004309792017625989
8,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004361780797853762
9,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004413734139124635
10,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.00446565187418871
11,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004517533832749789
12,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004569379841744515
13,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004621189725484943
14,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004672963305468363
15,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.00472470040029712
16,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.004776400826024626
17,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.004828064396468736
18,0.3077276934780705,0.5784723216655159,0.6903491678226731,-0.004879690923409859
19,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.00493128021686225
20,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.004982832085070231
21,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.005034346334247383
22,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.0050858227685694965
23,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.005137261190108722
24,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.005188661398968588
25,0.07424621202458748,0.06802052438381945,0.03265783741404956,-0.005240023193478153
26,0.05303300858899106,0.021642894122124372,-0.02709739414835521,-0.005291346370431015
27,-0.3954849343948937,-0.9589350458667777,-1.2905224880651978,-0.005342630725377787
