"","x","y"
"2720","influenza",-1
"2721","information",1
"2722","informer",-1
"2723","infraction",-1
"2724","infrequently",-1
"2725","infringement",-1
"2726","ingenious",1
"2727","inheritance",1
"2728","inhibit",-1
"2729","inhospitable",-1
"2730","inhuman",-1
"2731","inhumanity",-1
"2732","inimical",-1
"2733","inimitable",1
"2734","iniquity",-1
"2735","injunction",-1
"2736","injure",-1
"2737","injured",-1
"2738","injurious",-1
"2739","injury",-1
"2740","injustice",-1
"2741","inmate",-1
"2742","innocence",1
"2743","innocent",1
"2744","innocently",1
"2745","innocuous",1
"2746","innovate",1
"2747","innovation",1
"2748","inoperative",-1
"2749","inquirer",1
"2750","inquiry",1
"2751","inquisitive",1
"2752","insane",-1
"2753","insanity",-1
"2754","insecure",-1
"2755","insecurity",-1
"2756","inseparable",1
"2757","insidious",-1
"2758","insignia",1
"2759","insignificance",-1
"2760","insignificant",-1
"2761","insipid",-1
"2762","insolent",-1
"2763","insolvency",-1
"2764","insolvent",-1
"2765","inspector",1
"2766","inspiration",1
"2767","inspire",1
"2768","inspired",1
"2769","instability",-1
"2770","instigate",-1
"2771","instigation",-1
"2772","instinctive",1
"2773","instruct",1
"2774","instruction",1
"2775","instructor",1
"2776","instrumental",1
"2777","insufficiency",-1
"2778","insufficient",-1
"2779","insufficiently",-1
"2780","insult",-1
"2781","insulting",-1
"2782","insure",1
"2783","insurgent",-1
"2784","insurmountable",-1
"2785","insurrection",-1
"2786","intact",1
"2787","integrity",1
"2788","intellect",1
"2789","intellectual",1
"2790","intelligence",1
"2791","intelligent",1
"2792","intended",1
"2793","inter",-1
"2794","intercourse",1
"2795","interdiction",-1
"2796","interest",1
"2797","interested",1
"2798","interesting",1
"2799","interference",-1
"2800","interior",1
"2801","interlocutory",1
"2802","interlude",1
"2803","interment",-1
"2804","interrupt",-1
"2805","interrupted",-1
"2806","intestate",-1
"2807","intimate",1
"2808","intimidate",-1
"2809","intimidation",-1
"2810","intolerable",-1
"2811","intolerance",-1
"2812","intolerant",-1
"2813","intonation",1
"2814","intoxicated",-1
"2815","intractable",-1
"2816","intrepid",1
"2817","intrigue",-1
"2818","intruder",-1
"2819","intrusion",-1
"2820","intrusive",-1
"2821","intuition",1
"2822","intuitive",1
"2823","invade",-1
"2824","invader",-1
"2825","invalidate",-1
"2826","invalidation",-1
"2827","invalidity",-1
"2828","invariably",1
"2829","invasion",-1
"2830","inventive",1
"2831","inventor",1
"2832","investigate",1
"2833","invigorate",1
"2834","invitation",1
"2835","invite",1
"2836","inviting",1
"2837","involuntary",-1
"2838","involution",-1
"2839","irate",-1
"2840","ire",-1
"2841","iron",1
"2842","irons",-1
"2843","irrational",-1
"2844","irrationality",-1
"2845","irreconcilable",-1
"2846","irreducible",1
"2847","irrefutable",1
"2848","irregular",-1
"2849","irregularity",-1
"2850","irrelevant",-1
"2851","irreparable",-1
"2852","irresponsible",-1
"2853","irreverent",-1
"2854","irrevocable",-1
"2855","irritability",-1
"2856","irritable",-1
"2857","irritating",-1
"2858","irritation",-1
"2859","isolated",-1
"2860","isolation",-1
"2861","jabber",-1
"2862","jackpot",1
"2863","jail",-1
"2864","jam",1
"2865","jargon",-1
"2866","jarring",-1
"2867","jaundice",-1
"2868","jealous",-1
"2869","jealousy",-1
"2870","jeopardize",-1
"2871","jeopardy",-1
"2872","jest",1
"2873","job",1
"2874","john",-1
"2875","join",1
"2876","joined",1
"2877","joke",-1
"2878","joker",1
"2879","joking",1
"2880","jornada",-1
"2881","journalist",1
"2882","journey",1
"2883","jovial",1
"2884","joy",1
"2885","joyful",1
"2886","joyous",1
"2887","jubilant",1
"2888","jubilee",1
"2889","judicial",1
"2890","judicious",1
"2891","jumble",-1
"2892","jump",1
"2893","junk",-1
"2894","junta",-1
"2895","justice",1
"2896","justifiable",1
"2897","justification",1
"2898","juvenile",-1
"2899","keepsake",1
"2900","ken",1
"2901","kern",-1
"2902","keynote",1
"2903","keystone",1
"2904","kick",-1
"2905","kidnap",-1
"2906","kill",-1
"2907","killing",-1
"2908","kind",1
"2909","kindness",1
"2910","kindred",1
"2911","king",1
"2912","kiss",1
"2913","kite",-1
"2914","kitten",1
"2915","knack",1
"2916","knell",-1
"2917","knight",1
"2918","knotted",-1
"2919","knowing",1
"2920","knowledge",1
"2921","kudos",1
"2922","labor",1
"2923","labored",-1
"2924","laborious",-1
"2925","labyrinth",-1
"2926","lack",-1
"2927","lacking",-1
"2928","lackluster",-1
"2929","laden",-1
"2930","lag",-1
"2931","lagging",-1
"2932","lair",-1
"2933","lamb",1
"2934","lament",-1
"2935","land",1
"2936","landed",1
"2937","landslide",-1
"2938","languid",-1
"2939","languish",-1
"2940","languishing",-1
"2941","lapse",-1
"2942","larceny",-1
"2943","laser",1
"2944","lash",-1
"2945","late",-1
"2946","lateness",-1
"2947","latent",-1
"2948","latrines",-1
"2949","laudable",1
"2950","laugh",1
"2951","laughable",-1
"2952","laughing",1
"2953","laughter",1
"2954","launch",1
"2955","laureate",1
"2956","laurel",1
"2957","laurels",1
"2958","lava",-1
"2959","lavish",1
"2960","lawful",1
"2961","lawlessness",-1
"2962","lawsuit",-1
"2963","lawyer",-1
"2964","lax",-1
"2965","laxative",-1
"2966","lazy",-1
"2967","lead",1
"2968","leader",1
"2969","league",1
"2970","leak",-1
"2971","leakage",-1
"2972","leaky",-1
"2973","learn",1
"2974","learning",1
"2975","leave",-1
"2976","lecturer",1
"2977","leech",-1
"2978","leeches",-1
"2979","leer",-1
"2980","leeway",1
"2981","legal",1
"2982","legalized",1
"2983","legendary",1
"2984","legibility",1
"2985","legible",1
"2986","leisure",1
"2987","leisurely",1
"2988","lemma",1
"2989","lemon",-1
"2990","lenient",1
"2991","leprosy",-1
"2992","lesbian",-1
"2993","lessen",-1
"2994","lesser",-1
"2995","lesson",1
"2996","lethal",-1
"2997","lethargy",-1
"2998","lettered",1
"2999","leukemia",-1
"3000","level",1
"3001","leverage",1
"3002","levy",-1
"3003","lewd",-1
"3004","liaison",-1
"3005","liar",-1
"3006","libel",-1
"3007","liberate",1
"3008","liberation",1
"3009","liberty",1
"3010","library",1
"3011","lick",-1
"3012","lie",-1
"3013","lifeblood",1
"3014","lifeless",-1
"3015","lighthouse",1
"3016","liking",1
"3017","limited",-1
"3018","limp",-1
"3019","linguist",1
"3020","lint",-1
"3021","lion",1
"3022","liquor",-1
"3023","listless",-1
"3024","lithe",1
"3025","litigant",-1
"3026","litigate",-1
"3027","litigation",-1
"3028","litigious",-1
"3029","litter",-1
"3030","livid",-1
"3031","loaf",-1
"3032","loafer",-1
"3033","loath",-1
"3034","loathe",-1
"3035","loathing",-1
"3036","loathsome",-1
"3037","lobbyist",-1
"3038","lockup",-1
"3039","locust",-1
"3040","lofty",-1
"3041","logical",1
"3042","loneliness",-1
"3043","lonely",-1
"3044","lonesome",-1
"3045","longevity",1
"3046","loo",-1
"3047","loom",-1
"3048","loon",-1
"3049","loony",-1
"3050","loot",-1
"3051","lordship",1
"3052","lose",-1
"3053","losing",-1
"3054","loss",-1
"3055","lost",-1
"3056","loudness",-1
"3057","lounge",-1
"3058","louse",-1
"3059","lovable",1
"3060","love",1
"3061","lovely",1
"3062","lovemaking",1
"3063","lover",1
"3064","loving",1
"3065","lower",-1
"3066","lowering",-1
"3067","lowest",-1
"3068","lowlands",-1
"3069","lowly",-1
"3070","loyal",1
"3071","loyalty",1
"3072","luck",1
"3073","lucky",1
"3074","ludicrous",-1
"3075","lumbering",-1
"3076","lump",-1
"3077","lumpy",-1
"3078","lunacy",-1
"3079","lunatic",-1
"3080","lurch",-1
"3081","lure",-1
"3082","lurid",-1
"3083","lurk",-1
"3084","lurking",-1
"3085","luscious",1
"3086","lush",-1
"3087","lust",-1
"3088","luster",1
"3089","lustful",-1
"3090","lustrous",1
"3091","luxuriant",1
"3092","luxurious",1
"3093","luxury",1
"3094","lying",-1
"3095","lynch",-1
"3096","lyre",1
"3097","lyrical",1
"3098","mace",-1
"3099","mad",-1
"3100","madden",-1
"3101","madman",-1
"3102","madness",-1
"3103","mafia",-1
"3104","maggot",-1
"3105","magical",1
"3106","magnet",1
"3107","magnetism",1
"3108","magnetite",1
"3109","magnificence",1
"3110","magnificent",1
"3111","maiden",1
"3112","main",1
"3113","mainstay",1
"3114","majestic",1
"3115","majesty",1
"3116","major",1
"3117","majority",1
"3118","makeshift",-1
"3119","malady",-1
"3120","malaise",-1
"3121","malaria",-1
"3122","malevolent",-1
"3123","malfeasance",-1
"3124","malformation",-1
"3125","malice",-1
"3126","malicious",-1
"3127","malign",-1
"3128","malignancy",-1
"3129","malignant",-1
"3130","malpractice",-1
"3131","manage",1
"3132","management",1
"3133","mandamus",-1
"3134","mandarin",1
"3135","mange",-1
"3136","mangle",-1
"3137","manhood",1
"3138","mania",-1
"3139","maniac",-1
"3140","maniacal",-1
"3141","manifested",1
"3142","manipulate",-1
"3143","manipulation",-1
"3144","manly",1
"3145","manna",1
"3146","mannered",1
"3147","manners",1
"3148","manslaughter",-1
"3149","manufacturer",1
"3150","manure",-1
"3151","mar",-1
"3152","march",1
"3153","margin",-1
"3154","marked",1
"3155","marketable",1
"3156","maroon",-1
"3157","marquis",1
"3158","marriage",1
"3159","marrow",1
"3160","marry",1
"3161","marshal",1
"3162","martingale",-1
"3163","martyr",-1
"3164","martyrdom",-1
"3165","marvel",1
"3166","marvelous",1
"3167","marvelously",1
"3168","masculine",1
"3169","masochism",-1
"3170","massacre",-1
"3171","massage",1
"3172","master",1
"3173","masterpiece",1
"3174","mastery",1
"3175","mate",1
"3176","materialism",-1
"3177","materialist",-1
"3178","matrimony",1
"3179","matron",1
"3180","maximum",1
"3181","mayor",1
"3182","meadow",1
"3183","meandering",-1
"3184","meaningless",-1
"3185","measles",-1
"3186","measured",1
"3187","medal",1
"3188","meddle",-1
"3189","mediate",1
"3190","mediation",1
"3191","mediator",1
"3192","medical",1
"3193","mediocre",-1
"3194","mediocrity",-1
"3195","meditate",1
"3196","mediterranean",1
"3197","medley",1
"3198","melancholic",-1
"3199","melancholy",-1
"3200","melee",-1
"3201","melodrama",-1
"3202","meltdown",-1
"3203","memento",1
"3204","memorable",1
"3205","menace",-1
"3206","menacing",-1
"3207","mending",1
"3208","menial",-1
"3209","menses",1
"3210","mentor",1
"3211","mercenary",-1
"3212","merciful",1
"3213","merciless",-1
"3214","mercy",1
"3215","merge",1
"3216","merit",1
"3217","meritorious",1
"3218","merriment",1
"3219","merry",1
"3220","mess",-1
"3221","messy",-1
"3222","metastasis",-1
"3223","methanol",-1
"3224","metropolitan",1
"3225","mettle",1
"3226","microscopy",1
"3227","midwifery",1
"3228","mighty",1
"3229","mildew",-1
"3230","militia",-1
"3231","mime",1
"3232","mimicry",-1
"3233","mindful",1
"3234","mindfulness",1
"3235","minimize",-1
"3236","minimum",-1
"3237","ministry",1
"3238","minority",-1
"3239","miracle",1
"3240","miraculous",1
"3241","mire",-1
"3242","mirth",1
"3243","misbehavior",-1
"3244","miscarriage",-1
"3245","mischief",-1
"3246","mischievous",-1
"3247","misconception",-1
"3248","misconduct",-1
"3249","miserable",-1
"3250","miserably",-1
"3251","misery",-1
"3252","misfortune",-1
"3253","misguided",-1
"3254","mishap",-1
"3255","misinterpretation",-1
"3256","mislead",-1
"3257","misleading",-1
"3258","mismanagement",-1
"3259","mismatch",-1
"3260","misnomer",-1
"3261","misplace",-1
"3262","misplaced",-1
"3263","misrepresent",-1
"3264","misrepresentation",-1
"3265","misrepresented",-1
"3266","missing",-1
"3267","missionary",1
"3268","misstatement",-1
"3269","mistake",-1
"3270","mistaken",-1
"3271","mistress",-1
"3272","mistrust",-1
"3273","misunderstand",-1
"3274","misunderstanding",-1
"3275","misuse",-1
"3276","mite",-1
"3277","mob",-1
"3278","mockery",-1
"3279","mocking",-1
"3280","model",1
"3281","moderate",1
"3282","moderator",1
"3283","modest",1
"3284","modesty",1
"3285","molestation",-1
"3286","momentum",1
"3287","monetary",1
"3288","money",1
"3289","monk",1
"3290","monochrome",-1
"3291","monopolist",-1
"3292","monsoon",-1
"3293","monster",-1
"3294","monstrosity",-1
"3295","monument",1
"3296","moody",-1
"3297","moot",-1
"3298","moral",1
"3299","morality",1
"3300","morals",1
"3301","morbid",-1
"3302","morbidity",-1
"3303","morgue",-1
"3304","moribund",-1
"3305","moron",-1
"3306","moronic",-1
"3307","morsel",-1
"3308","mortal",-1
"3309","mortality",-1
"3310","mortar",1
"3311","mortification",-1
"3312","mortuary",-1
"3313","mosquito",-1
"3314","motherhood",1
"3315","motive",1
"3316","mourn",-1
"3317","mournful",-1
"3318","mourning",-1
"3319","movable",1
"3320","mover",1
"3321","muck",-1
"3322","mud",-1
"3323","muddle",-1
"3324","muddled",-1
"3325","muddy",-1
"3326","muff",-1
"3327","mule",-1
"3328","mum",-1
"3329","mumble",-1
"3330","mumps",-1
"3331","murder",-1
"3332","murderer",-1
"3333","murderous",-1
"3334","murky",-1
"3335","muscular",1
"3336","music",1
"3337","musical",1
"3338","muss",-1
"3339","musty",-1
"3340","mutable",1
"3341","mutant",-1
"3342","mutilated",-1
"3343","mutilation",-1
"3344","mutiny",-1
"3345","mutter",-1
"3346","mutual",1
"3347","muzzle",-1
"3348","myopia",-1
"3349","nab",-1
"3350","nadir",-1
"3351","nag",-1
"3352","naive",-1
"3353","nameless",-1
"3354","nap",1
"3355","nappy",-1
"3356","narcotic",-1
"3357","nasty",-1
"3358","naturalist",1
"3359","naughty",-1
"3360","nausea",-1
"3361","nauseous",-1
"3362","navigable",1
"3363","nay",-1
"3364","neatly",1
"3365","nectar",1
"3366","needful",-1
"3367","needle",1
"3368","needy",-1
"3369","nefarious",-1
"3370","negation",-1
"3371","negative",-1
"3372","neglect",-1
"3373","neglected",-1
"3374","neglecting",-1
"3375","negligence",-1
"3376","negligent",-1
"3377","negligently",-1
"3378","negotiate",1
"3379","negotiator",1
"3380","negro",-1
"3381","neighbor",1
"3382","nepotism",-1
"3383","nerve",1
"3384","nervous",-1
"3385","nestle",1
"3386","nether",-1
"3387","nettle",-1
"3388","neuralgia",-1
"3389","neurosis",-1
"3390","neurotic",-1
"3391","nicotine",-1
"3392","nigger",-1
"3393","nightmare",-1
"3394","nihilism",-1
"3395","nobility",1
"3396","noble",1
"3397","nobleman",1
"3398","noise",-1
"3399","noisy",-1
"3400","nomination",1
"3401","noncompliance",-1
"3402","nonsense",-1
"3403","nonsensical",-1
"3404","noose",-1
"3405","normality",1
"3406","notable",1
"3407","notables",1
"3408","noted",1
"3409","nothingness",-1
"3410","notion",1
"3411","nourishment",1
"3412","noxious",-1
"3413","nuisance",-1
"3414","nul",-1
"3415","nullify",-1
"3416","numb",-1
"3417","numbers",1
"3418","numbness",-1
"3419","nun",-1
"3420","nurse",1
"3421","nursery",1
"3422","nurture",1
"3423","nutritious",1
"3424","oaf",-1
"3425","oak",1
"3426","oasis",1
"3427","oath",1
"3428","obedience",1
"3429","obese",-1
"3430","obesity",-1
"3431","obi",-1
"3432","obit",-1
"3433","obituary",-1
"3434","objection",-1
"3435","objectionable",-1
"3436","objective",1
"3437","oblige",-1
"3438","obliging",1
"3439","obligor",-1
"3440","obliterate",-1
"3441","obliterated",-1
"3442","obliteration",-1
"3443","oblivion",-1
"3444","obnoxious",-1
"3445","obscene",-1
"3446","obscenity",-1
"3447","obscurity",-1
"3448","observant",1
"3449","obstacle",-1
"3450","obstinate",-1
"3451","obstruct",-1
"3452","obstruction",-1
"3453","obstructive",-1
"3454","obtainable",1
"3455","obtuse",-1
"3456","obvious",1
"3457","occult",-1
"3458","occupant",1
"3459","occupation",1
"3460","occupy",1
"3461","oddity",-1
"3462","odious",-1
"3463","odor",-1
"3464","offend",-1
"3465","offended",-1
"3466","offender",-1
"3467","offense",-1
"3468","offensive",-1
"3469","offer",1
"3470","offhand",-1
"3471","officer",1
"3472","offing",-1
"3473","offset",1
"3474","offshoot",1
"3475","ogre",-1
"3476","olfactory",-1
"3477","oligarchy",-1
"3478","omen",-1
"3479","ominous",-1
"3480","omit",-1
"3481","omniscient",1
"3482","onerous",-1
"3483","onus",-1
"3484","ooze",-1
"3485","opaque",-1
"3486","openness",1
"3487","opera",1
"3488","operatic",-1
"3489","opiate",-1
"3490","opinionated",-1
"3491","opium",-1
"3492","opponent",-1
"3493","opportune",1
"3494","opportunity",1
"3495","oppose",-1
"3496","opposed",-1
"3497","opposition",-1
"3498","oppress",-1
"3499","oppression",-1
"3500","oppressive",-1
"3501","oppressor",-1
"3502","optimism",1
"3503","optimist",1
"3504","option",1
"3505","optional",1
"3506","oracle",1
"3507","oration",1
"3508","orc",-1
"3509","orchestra",1
"3510","ordained",1
"3511","ordeal",-1
"3512","orderly",1
"3513","ordination",1
"3514","ordnance",-1
"3515","organic",1
"3516","organization",1
"3517","organize",1
"3518","organized",1
"3519","orgasm",1
"3520","originality",1
"3521","ornamented",1
"3522","ornate",1
"3523","orphan",-1
"3524","ostensibly",-1
"3525","oust",-1
"3526","outcast",-1
"3527","outcome",1
"3528","outcry",-1
"3529","outdo",1
"3530","outhouse",-1
"3531","outlandish",-1
"3532","outlaw",-1
"3533","outrage",-1
"3534","outward",1
"3535","ovation",-1
"3536","overbearing",-1
"3537","overburden",-1
"3538","overcast",-1
"3539","overdo",-1
"3540","overdose",-1
"3541","overdue",-1
"3542","overestimated",-1
"3543","overflow",-1
"3544","overgrown",-1
"3545","overjoyed",1
"3546","overload",-1
"3547","overpaid",-1
"3548","overpower",-1
"3549","overpowering",-1
"3550","overpriced",-1
"3551","oversight",-1
"3552","overthrow",-1
"3553","overturn",-1
"3554","overwhelm",-1
"3555","overwhelmed",-1
"3556","overwhelming",1
"3557","owing",-1
"3558","ownership",1
"3559","oxidation",-1
"3560","pacific",1
"3561","pad",1
"3562","padding",1
"3563","paddle",1
"3564","pain",-1
"3565","pained",-1
"3566","painful",-1
"3567","painfully",-1
"3568","pains",-1
"3569","palatable",1
"3570","palliative",1
"3571","palsy",-1
"3572","panacea",1
"3573","panache",1
"3574","pandemic",-1
"3575","pang",-1
"3576","panic",-1
"3577","panier",1
"3578","paprika",1
"3579","paragon",1
"3580","paralysis",-1
"3581","paralyzed",-1
"3582","paramount",1
"3583","paranoia",-1
"3584","parasite",-1
"3585","pardon",1
"3586","pare",-1
"3587","parentage",1
"3588","parietal",1
"3589","parrot",-1
"3590","parsimonious",-1
"3591","partake",1
"3592","participation",1
"3593","partisan",-1
"3594","partner",1
"3595","partnership",1
"3596","passe",-1
"3597","passion",1
"3598","passionate",1
"3599","passive",-1
"3600","passivity",-1
"3601","pastime",1
"3602","pastor",1
"3603","pastry",1
"3604","pasture",1
"3605","patch",-1
"3606","patent",1
"3607","pathetic",-1
"3608","patience",1
"3609","patient",1
"3610","patriarchal",1
"3611","patron",1
"3612","patronage",1
"3613","patronizing",-1
"3614","patter",-1
"3615","paucity",-1
"3616","pauper",-1
"3617","pawn",-1
"3618","pay",1
"3619","payback",-1
"3620","payment",-1
"3621","peace",1
"3622","peaceable",1
"3623","peaceful",1
"3624","peacock",1
"3625","peck",1
"3626","peculiarities",-1
"3627","peculiarity",1
"3628","pedestrian",-1
"3629","pedigree",1
"3630","peerless",1
"3631","penal",-1
"3632","penalty",-1
"3633","penchant",1
"3634","penetration",-1
"3635","penitentiary",-1
"3636","perceive",1
"3637","perceptible",1
"3638","perdition",-1
"3639","perennial",1
"3640","perfect",1
"3641","perfection",1
"3642","performer",1
"3643","peril",-1
"3644","perilous",-1
"3645","perish",-1
"3646","perishable",-1
"3647","perished",-1
"3648","perishing",-1
"3649","perjury",-1
"3650","perk",1
"3651","permission",1
"3652","pernicious",-1
"3653","perpetrator",-1
"3654","perpetuation",-1
"3655","perpetuity",1
"3656","perplexed",-1
"3657","perplexity",-1
"3658","persecute",-1
"3659","persecution",-1
"3660","persistence",1
"3661","persistent",1
"3662","personable",1
"3663","pertinent",1
"3664","perturbation",-1
"3665","pertussis",-1
"3666","perverse",-1
"3667","perversion",-1
"3668","pervert",-1
"3669","perverted",-1
"3670","pessimism",-1
"3671","pessimist",-1
"3672","pest",-1
"3673","pestilence",-1
"3674","pet",-1
"3675","petty",-1
"3676","phantom",-1
"3677","pharmaceutical",1
"3678","philanthropist",1
"3679","philanthropy",1
"3680","philosopher",1
"3681","phlegm",-1
"3682","phoenix",1
"3683","phonetic",1
"3684","phony",-1
"3685","physician",1
"3686","physics",1
"3687","physiology",1
"3688","physique",1
"3689","pick",1
"3690","picket",-1
"3691","picketing",-1
"3692","pickle",-1
"3693","picnic",1
"3694","picturesque",1
"3695","piety",1
"3696","pig",-1
"3697","pigeon",-1
"3698","piles",-1
"3699","pill",1
"3700","pillage",-1
"3701","pillow",1
"3702","pilot",1
"3703","pimp",-1
"3704","pimple",-1
"3705","pine",-1
"3706","pinion",-1
"3707","pinnacle",1
"3708","pioneer",1
"3709","pious",1
"3710","pique",-1
"3711","piracy",-1
"3712","pirate",-1
"3713","pistol",-1
"3714","pitfall",-1
"3715","pith",1
"3716","pivot",1
"3717","placid",1
"3718","plagiarism",-1
"3719","plague",-1
"3720","plaintiff",-1
"3721","planning",1
"3722","plated",-1
"3723","player",-1
"3724","playful",1
"3725","playground",1
"3726","playhouse",1
"3727","plea",-1
"3728","pleasant",1
"3729","pleased",1
"3730","pleasurable",1
"3731","pledge",1
"3732","plenary",1
"3733","plentiful",1
"3734","plexus",1
"3735","plight",-1
"3736","plodding",-1
"3737","plum",1
"3738","plumb",1
"3739","plummet",-1
"3740","plunder",-1
"3741","plunge",-1
"3742","plush",1
"3743","ply",1
"3744","pneumonia",-1
"3745","poaching",-1
"3746","pointedly",1
"3747","pointless",-1
"3748","poison",-1
"3749","poisoned",-1
"3750","poisoning",-1
"3751","poisonous",-1
"3752","poke",-1
"3753","polemic",-1
"3754","police",1
"3755","policeman",1
"3756","polio",-1
"3757","polish",1
"3758","polished",1
"3759","polite",1
"3760","politeness",1
"3761","politic",1
"3762","pollute",-1
"3763","pollution",-1
"3764","polygamy",-1
"3765","pomp",-1
"3766","pompous",-1
"3767","ponderous",-1
"3768","pool",1
"3769","poorly",-1
"3770","pop",-1
"3771","pope",1
"3772","popularity",1
"3773","popularized",1
"3774","population",1
"3775","porcupine",-1
"3776","porn",-1
"3777","porno",-1
"3778","pornographic",-1
"3779","pornography",-1
"3780","portable",1
"3781","pose",-1
"3782","possess",1
"3783","possessed",-1
"3784","possession",-1
"3785","posthumous",-1
"3786","postponement",-1
"3787","potable",1
"3788","potency",1
"3789","pound",-1
"3790","poverty",-1
"3791","powerful",1
"3792","powerfully",1
"3793","powerless",-1
"3794","practice",1
"3795","practiced",1
"3796","practise",1
"3797","praise",1
"3798","praised",1
"3799","praiseworthy",1
"3800","prank",-1
"3801","pray",1
"3802","precarious",-1
"3803","precaution",1
"3804","precede",1
"3805","precedence",1
"3806","precinct",-1
"3807","precious",1
"3808","precise",1
"3809","precision",1
"3810","predatory",-1
"3811","predicament",-1
"3812","predilection",1
"3813","predominant",1
"3814","preeminent",1
"3815","prefer",1
"3816","pregnancy",-1
"3817","prejudice",-1
"3818","prejudiced",-1
"3819","prejudicial",-1
"3820","premeditated",-1
"3821","premier",1
"3822","premises",1
"3823","prepare",1
"3824","prepared",1
"3825","prescient",1
"3826","presence",1
"3827","present",1
"3828","presentable",1
"3829","preservative",1
"3830","preserve",1
"3831","president",1
"3832","pressure",-1
"3833","prestige",1
"3834","presto",1
"3835","presumptuous",-1
"3836","pretend",-1
"3837","pretended",-1
"3838","pretending",-1
"3839","pretense",-1
"3840","pretensions",-1
"3841","pretty",1
"3842","prevail",1
"3843","prevention",1
"3844","preventive",-1
"3845","prey",-1
"3846","priceless",1
"3847","prick",-1
"3848","prickly",-1
"3849","pride",1
"3850","priest",1
"3851","priesthood",1
"3852","priestly",1
"3853","primacy",1
"3854","primary",1
"3855","prime",1
"3856","primer",1
"3857","prince",1
"3858","princely",1
"3859","princess",1
"3860","principal",1
"3861","prison",-1
"3862","prisoner",-1
"3863","pristine",1
"3864","privileged",1
"3865","privy",-1
"3866","probity",1
"3867","problem",-1
"3868","procedure",1
"3869","procession",1
"3870","procrastinate",-1
"3871","procrastination",-1
"3872","proctor",1
"3873","procure",1
"3874","prodigious",1
"3875","prodigy",1
"3876","producer",1
"3877","producing",1
"3878","production",1
"3879","productive",1
"3880","productivity",1
"3881","profane",-1
"3882","profanity",-1
"3883","profession",1
"3884","professional",1
"3885","professor",1
"3886","proficiency",1
"3887","proficient",1
"3888","profuse",1
"3889","profusion",-1
"3890","progress",1
"3891","progression",1
"3892","progressive",1
"3893","prohibited",-1
"3894","prohibition",-1
"3895","prolific",1
"3896","prolong",-1
"3897","prominence",1
"3898","prominently",1
"3899","promiscuous",-1
"3900","promise",1
"3901","promising",1
"3902","promotion",1
"3903","prop",1
"3904","propaganda",-1
"3905","proper",1
"3906","prophet",1
"3907","prophylactic",1
"3908","proposition",1
"3909","prosecute",-1
"3910","prosecution",-1
"3911","prospect",1
"3912","prosper",1
"3913","prosperity",1
"3914","prosperous",1
"3915","prostitute",-1
"3916","prostitution",-1
"3917","protect",1
"3918","protecting",1
"3919","protective",1
"3920","protector",1
"3921","proud",1
"3922","prove",1
"3923","proverbial",1
"3924","provide",1
"3925","providing",1
"3926","provocation",-1
"3927","provoking",-1
"3928","prudence",1
"3929","prudent",1
"3930","pry",-1
"3931","prying",-1
"3932","psalm",1
"3933","psychosis",-1
"3934","public",1
"3935","publicist",-1
"3936","puffy",-1
"3937","pull",1
"3938","pulpit",1
"3939","punch",-1
"3940","punctual",1
"3941","punctuality",1
"3942","pungent",-1
"3943","punish",-1
"3944","punished",-1
"3945","punishing",-1
"3946","punishment",-1
"3947","punitive",-1
"3948","puppy",1
"3949","purely",1
"3950","purgatory",-1
"3951","purge",-1
"3952","purification",1
"3953","purify",1
"3954","purist",1
"3955","purity",1
"3956","purr",1
"3957","pus",-1
"3958","quack",-1
"3959","quagmire",-1
"3960","quail",-1
"3961","quaint",1
"3962","qualified",1
"3963","qualifying",1
"3964","quandary",-1
"3965","quarrel",-1
"3966","quash",-1
"3967","quell",-1
"3968","quest",1
"3969","question",1
"3970","questionable",-1
"3971","quickness",1
"3972","quicksilver",-1
"3973","quiescent",1
"3974","quiet",1
"3975","quinine",1
"3976","quit",-1
"3977","quiver",-1
"3978","quivering",-1
"3979","quiz",-1
"3980","rabble",-1
"3981","rabid",-1
"3982","rabies",-1
"3983","rack",-1
"3984","racket",-1
"3985","radiance",1
"3986","radiant",1
"3987","radiate",1
"3988","radiation",-1
"3989","radio",1
"3990","radioactive",-1
"3991","radon",-1
"3992","rage",-1
"3993","raging",-1
"3994","rags",-1
"3995","raid",-1
"3996","rail",-1
"3997","ram",-1
"3998","rambling",-1
"3999","rampage",-1
"4000","rancid",-1
"4001","ransom",-1
"4002","rape",-1
"4003","rapt",1
"4004","raptors",-1
"4005","rapture",1
"4006","rascal",-1
"4007","rash",-1
"4008","rat",-1
"4009","rating",-1
"4010","rational",1
"4011","raucous",-1
"4012","ravenous",-1
"4013","raving",-1
"4014","reactionary",-1
"4015","reader",1
"4016","readily",1
"4017","readiness",1
"4018","reading",1
"4019","reaffirm",1
"4020","rear",-1
"4021","reason",1
"4022","reassurance",1
"4023","reassure",1
"4024","rebate",1
"4025","rebel",-1
"4026","rebuke",-1
"4027","rebut",-1
"4028","recalcitrant",-1
"4029","recast",1
"4030","received",1
"4031","receiving",1
"4032","recession",-1
"4033","recherche",1
"4034","recidivism",-1
"4035","reciprocate",1
"4036","reckless",-1
"4037","recklessness",-1
"4038","reclamation",1
"4039","recline",1
"4040","recognizable",1
"4041","recommend",1
"4042","reconciliation",1
"4043","reconsideration",1
"4044","reconstruct",1
"4045","reconstruction",1
"4046","recorder",1
"4047","recoup",1
